ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_RoundColonies_Count,Location_Center_X,Location_Center_Y,Number_Object_Number
1,45,48,767.0,255.0,1.1082727121957483,0.64038247341326848,1.0,0.66666666666666663,0.80449022056045816,9.3131100015938291,8.6023252670426267,3.1622776601683795,1.5986243035028556,1.4142135623730951,6.3639610306789276,7.1529916439020269,47.55388659897848,27.382000000000001,0.90566037735849059,1,767.22916666666663,255.29166666666666,45
1,46,40,974.0,256.0,2.8910506394660072,0.96998323125037056,1.0,0.43956043956043955,0.35317368316141484,16.744180072032599,13.0,2.0,1.176776695296637,1.0,3.9223227027636809,4.0717126409928905,-9.8879460560038304,37.726000000000006,0.64000000000000001,0,970.85000000000002,256.64999999999998,46
1,47,40,620.0,260.0,1.3488231708646921,0.88121356200494338,1.0,0.66666666666666663,0.60914340004516399,10.684764719150094,9.8488578017961039,2.8284271247461903,1.4005478107871032,1.0,4.7434164902525691,5.0508845709463319,-13.88078613407394,28.725999999999999,0.87912087912087911,0,620.64999999999998,260.125,47
1,48,167,579.0,259.0,1.0037473326600066,0.41840734843196847,1.0,0.79523809523809519,0.95545570688967407,15.354949872763889,14.866068747318506,7.0,2.7765794300382276,2.2360679774997898,13.0,13.946278852527326,75.01438817248382,46.866000000000014,0.94617563739376775,1,579.27544910179643,259.01197604790417,48
1,49,62,763.0,260.0,1.1089850539865613,0.69780598755707224,1.0,0.62,0.72436890327612424,10.838062875262478,10.0,3.6055512754639891,1.7437643755808481,1.4142135623730951,7.0,7.7631615557476188,43.118753023460705,32.796000000000006,0.9051094890510949,1,763.62903225806451,260.0,49
1,50,93,971.0,262.0,1.1020533786708004,0.75167213966739888,1.0,0.79487179487179482,0.8180900902055086,13.56229923172123,13.038404810405298,4.4721359549995796,2.0440649562401729,2.0,8.0,8.9448375323013423,-17.458196825093488,37.796000000000014,0.9441624365482234,1,971.08602150537638,261.78494623655916,50
1,51,62,558.0,260.0,1.0056133578809807,0.46398776483099724,1.0,0.76543209876543206,0.96719838368561817,9.5086524975319637,8.9442719099991592,4.1231056256176606,1.8526152179766626,1.4142135623730951,7.6026311234992852,8.4231600163041538,54.957867215175966,28.382000000000005,0.91176470588235292,1,557.77419354838707,260.16129032258067,51
1,52,199,647.0,268.0,1.0041473163275605,0.40250381108574362,1.0,0.7803921568627451,0.89476716218940844,16.696267746162395,16.278820596099706,7.6157731058639087,2.9689633490446004,2.8284271247461903,14.0,15.284069201476752,89.031664212871362,52.866000000000014,0.9320843091334895,1,646.8994974874372,267.8241206030151,52
1,53,79,595.0,271.0,1.1204849615313546,0.77654583742958749,1.0,0.82291666666666663,0.91338053528303365,12.781652740143841,11.704699910719626,4.0,1.9426567109997188,2.0,7.0,8.0532178504556438,-11.496279682232055,32.968000000000011,0.92941176470588238,1,596.3291139240506,271.17721518987344,53
1,54,94,493.0,272.0,1.0006161569890175,0.32987424799669274,1.0,0.77685950413223137,0.81941191721234019,11.323365348646636,10.816653826391969,5.0990195135927845,2.190731555313751,2.0,10.0,10.689538653133059,-8.2484702878069029,37.968000000000004,0.91262135922330101,1,493.05319148936172,272.31914893617022,54
1,55,269,623.0,272.0,1.0822518692587975,0.71499139631466091,1.0,0.67929292929292928,0.73614620315748835,22.367480396071024,22.472205054244231,7.6157731058639087,3.0826346471341379,2.8284271247461903,15.531605494306415,15.637849294656966,66.21387107567918,67.764000000000024,0.90268456375838924,1,623.11524163568777,272.13011152416357,55
1,56,30,607.0,277.0,1.0565059738739009,0.60883406194852141,1.0,0.7142857142857143,0.83000881307558416,7.1251828626822675,6.324555320336759,2.8284271247461903,1.4007304143828041,1.0,4.919349550499537,5.652390477305743,-69.047029029458571,21.312000000000001,0.89552238805970152,1,607.33333333333337,276.66666666666669,56
1,57,88,614.0,280.0,1.0795813339403013,0.68946340937677775,1.0,0.61538461538461542,0.7712473326748347,12.672598212489953,12.369316876852981,4.2426406871192848,1.9836195091580422,2.0,8.1999999999999993,9.1790228521175337,65.587398592263867,37.866000000000014,0.89340101522842641,1,613.93181818181813,279.73863636363637,57
1,58,76,733.0,278.0,0.99853717876323511,0.35394658613185548,1.0,0.84444444444444444,0.99585736518822898,10.225595675970895,9.4868329805051381,5.0,2.0482936234728366,2.0,8.0,9.5636482667802181,90.0,30.968000000000007,0.93827160493827155,1,733.0,277.61842105263156,58
1,59,140,977.0,276.0,1.0943138083652288,0.66404818805474231,1.0,0.71794871794871795,0.80931732894422415,15.885844417509322,14.7648230602334,5.0990195135927845,2.3492079461506834,2.0,10.956024952446059,11.877683483910348,-17.506704179455667,46.624000000000009,0.90322580645161288,1,978.53571428571433,276.46428571428572,59
1,60,11,511.0,282.0,1.0007778250353661,0.2664357872965219,1.0,0.6875,0.71564548307141307,3.899315731089914,3.1622776601683795,2.0,1.166220647704199,1.0,2.8284271247461903,3.7583658821876993,-44.999999999999901,13.898,1.0476190476190477,1,510.81818181818181,281.81818181818181,60
1,61,4,519.0,283.0,0.78539816339744828,0.0,1.0,1.0,0.78539816339744828,2.0900000000000003,1.4142135623730951,1.0,1.0,1.0,1.0,2.0900000000000003,0.0,8.0,1.0,1,518.5,282.5,61
1,62,27,980.0,282.0,2.8959537218276279,0.97842052067203633,1.0,0.32142857142857145,0.34451837654325534,13.89397152077669,12.529964086141668,2.0,1.0984020092404587,1.0,2.6832815729997477,2.8708214944037596,-25.38131644329923,31.382000000000005,0.78260869565217395,0,979.0,282.66666666666669,62
1,63,40,875.0,284.0,0.99421590009074468,0.29160038751077511,1.0,0.81632653061224492,0.97324874118287885,7.3509761280429711,6.7082039324993694,3.6055512754639891,1.6278186270296673,1.4142135623730951,6.0,7.0315044054459097,-35.722883988883687,22.725999999999999,0.91954022988505746,1,875.20000000000005,283.92500000000001,63
1,64,192,480.0,285.0,1.0018936301728956,0.30037511636441322,1.0,0.80000000000000004,0.95437829695351195,16.07264843198012,15.811388300841896,7.6157731058639087,2.956372246815874,2.8284271247461903,14.0,15.330432038586968,88.945579100525464,50.280000000000015,0.94581280788177335,1,480.24479166666669,284.890625,64
1,65,35,976.0,287.0,3.6680613000281093,0.98108312230429029,1.0,0.24475524475524477,0.3001470299024257,17.816193008608963,14.866068747318506,2.2360679774997898,1.1181589404031844,1.0,3.4555087238408966,3.4489824614373155,-32.944097832305708,38.280000000000015,0.73684210526315785,0,979.11428571428576,285.19999999999999,65
1,66,37,981.0,287.0,2.3774214675814651,0.97443093447544227,1.0,0.37373737373737376,0.49577857617811399,14.676646024467583,12.806248474865697,2.0,1.1837564830600897,1.0,2.7999999999999998,3.2976550262444446,-38.98665517254733,30.624000000000009,0.92500000000000004,0,981.0,287.0,66
1,67,27,983.0,289.0,3.094507868099321,0.98363909242933234,1.0,0.27000000000000002,0.38038160506703989,14.42780568668061,12.041594578792296,1.4142135623730951,1.1073887013559878,1.0,2.0485900789263356,2.5991737332157467,-40.934060323410584,29.866000000000007,1.0188679245283019,0,982.85185185185185,288.7037037037037,67
1,68,31,426.0,291.0,2.2503973424056323,0.96861199881095805,1.0,0.35227272727272729,0.49553860629234253,13.014038878387124,11.661903789690601,1.4142135623730951,1.1469790060033564,1.0,2.654953952106303,3.2349978318145505,-53.242522290501405,28.038000000000007,0.88571428571428568,0,427.09677419354841,289.87096774193549,68
1,69,97,575.0,290.0,0.99991450032595752,0.35714068691427903,1.0,0.80165289256198347,0.98321738300092665,11.554443504050564,11.180339887498949,5.3851648071345037,2.2315172678510642,2.0,9.8994949366116654,10.792434927147722,41.268700275581132,35.210000000000008,0.93269230769230771,1,575.1649484536083,290.0,69
1,70,81,812.0,289.0,1.1124659901922425,0.67840063586794386,1.0,0.66942148760330578,0.75886291937747363,12.284021930174227,11.401754250991379,4.1231056256176606,1.9108629431075792,2.0,8.4799830400508807,9.0249746662988102,33.426697155368693,36.624000000000009,0.88524590163934425,1,811.67901234567898,289.0,70
1,71,73,844.0,290.0,1.0000326501909458,0.39150985583443315,1.0,0.81111111111111112,0.99380231790272322,10.106862028565127,9.4868329805051381,5.0,2.0133091314305012,2.0,8.0,9.3000707953577066,-65.11623424370589,30.382000000000009,0.92993630573248409,1,843.89041095890411,290.23287671232879,71
1,72,79,869.0,289.0,1.0215676662376205,0.50106294590246958,1.0,0.71818181818181814,0.84826355240772555,10.914247718621764,10.440306508910551,4.4721359549995796,1.9927574003129267,2.0,8.6291099460800975,9.4453083003540694,-28.523016022262869,34.210000000000008,0.89772727272727271,1,868.78481012658233,289.43037974683546,72
1,73,31,583.0,291.0,1.0431551317280467,0.66746277940850485,1.0,0.88571428571428568,0.87749062788002363,7.3667240821430573,6.4031242374328485,3.0,1.4615205093343633,1.0,4.0,5.4855807110957295,87.005925812112238,21.07,0.93939393939393945,1,582.90322580645159,290.80645161290323,73
1,74,4,656.0,292.0,0.78539816339744828,0.0,1.0,1.0,0.78539816339744828,2.0900000000000003,1.4142135623730951,1.0,1.0,1.0,1.0,2.0900000000000003,0.0,8.0,1.0,1,655.5,292.5,74
1,75,27,810.0,294.0,2.0225708533399311,0.95872186070283905,1.0,0.375,0.53386068187510127,11.427162821321051,10.0,2.0,1.15976698144388,1.0,2.7999999999999998,3.2492629376698829,35.51198692830576,25.210000000000004,0.87096774193548387,0,809.66666666666663,293.55555555555554,75
1,76,103,986.0,292.0,1.6055967923049239,0.89744976918601704,1.0,0.4660633484162896,0.46920710304751606,18.843419212686069,16.492422502470642,3.6055512754639891,1.6772067747737207,1.4142135623730951,8.4970583144992009,8.3121462327625384,-21.28276809404203,52.52200000000002,0.74637681159420288,0,983.86407766990294,292.97087378640776,76
1,77,192,434.0,294.0,1.0591409409652399,0.23090120007683243,1.0,0.66666666666666663,0.81164765055246924,16.365350255433906,17.720045146669349,7.0,2.7198185756110607,2.2360679774997898,14.758048651498612,15.923112702891139,-65.191366101004007,54.52200000000002,0.90995260663507105,1,433.546875,294.74479166666669,77
1,78,121,609.0,295.0,1.0176033428116413,0.43230328240261884,1.0,0.67222222222222228,0.83418339917434625,13.21718117630984,14.035668847618199,6.0,2.4000123762905141,2.0,11.0,11.918305909843825,1.7219590836032139,42.69400000000001,0.91320754716981134,1,608.61983471074382,294.83471074380168,78
1,79,174,502.0,296.0,1.0427380366113264,0.49730986541424532,1.0,0.72499999999999998,0.75841619001638827,16.296694379089132,16.15549442140351,6.0827625302982193,2.6115373603178753,2.2360679774997898,13.914021704740868,14.138571914515614,-64.557586785706235,53.69400000000001,0.89230769230769236,1,502.12643678160919,296.5344827586207,79
1,80,77,512.0,296.0,1.1874568285391289,0.77799612920058314,1.0,0.64166666666666672,0.68984347335849527,12.999116842998866,12.529964086141668,3.6055512754639891,1.7740593451088744,1.4142135623730951,8.0431528452658227,8.1669430356018626,73.050145030933933,37.452000000000005,0.84153005464480879,0,511.83116883116884,295.28571428571428,80
1,81,79,627.0,295.0,0.99788970506063357,0.21997765669443223,1.0,0.79000000000000004,0.85174564513670292,10.212919183685687,9.8994949366116654,4.4721359549995796,2.0387671106380632,2.0,9.0,9.9627528149872795,45.000000000000085,34.140000000000001,0.91329479768786126,1,627.45569620253161,295.54430379746833,81
1,82,42,600.0,298.0,1.0639045416068451,0.64552648618661812,1.0,0.65625,0.78267623905978079,8.5620674046167338,7.810249675906654,3.1622776601683795,1.5509906528783486,1.4142135623730951,5.6568542494923806,6.5391752432469534,51.211410804221678,25.968000000000004,0.88421052631578945,1,599.92857142857144,297.61904761904759,82
1,83,40,729.0,299.0,1.0001063863162254,0.37306512094932304,1.0,0.81632653061224492,0.83850395171261627,7.4788814848121783,7.2111025509279782,3.6055512754639891,1.6026543092891798,1.4142135623730951,6.0,6.9389448350894725,-19.793515518095116,24.484000000000002,0.90909090909090906,1,729.07500000000005,299.05000000000001,83
1,84,123,806.0,300.0,1.0841210782013027,0.65895451755799306,1.0,0.67582417582417587,0.74818496978433768,14.795875444612742,13.928388277184119,5.0,2.2548352720202636,2.0,11.280383806570121,11.12920281555097,0.30478047576625228,45.452000000000012,0.8978102189781022,1,807.04878048780483,299.52032520325201,84
1,85,20,597.0,302.0,1.1058406140636072,0.66078172483945108,1.0,0.55555555555555558,0.77846731321443752,6.0934179456612423,5.3851648071345037,2.2360679774997898,1.2360674675869181,1.0,3.5355339059327378,4.5735861774860567,39.232689673177632,17.968,0.83333333333333337,1,597.20000000000005,301.80000000000001,85
1,86,86,429.0,304.0,1.0635626883211509,0.38042012489191335,1.0,0.59722222222222221,0.7154324301711511,11.275140039968084,11.401754250991379,4.4721359549995796,1.9831149680843165,2.0,9.8994949366116654,10.427404885874475,17.477173376245855,38.866000000000014,0.89119170984455953,1,428.61627906976742,304.12790697674421,86
1,87,30,842.0,302.0,0.99088159399891396,0.44788309145150412,1.0,0.83333333333333337,1.0750807377015512,6.5697918885474618,5.8309518948453007,2.8284271247461903,1.4930805721201277,1.2071067811865475,4.9497474683058327,5.873999221318515,-44.999999999999901,18.725999999999999,0.92307692307692313,1,842.36666666666667,302.36666666666667,87
