
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Mito 91","GTY029 25C 9 (cropped)","Mito","20","0.0238","625","743","693.5","13870","29.66","662.28","712.61","680.13","13602.54","13.85","231","283","259.35","5187","12.8","269.98","287.19","276.62","5532.35","5.01","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 92","GTY029 25C 9 (cropped)","Mito","15","0.0179","606","734","667.47","10012","34.78","638.79","697.61","671.27","10069.03","19.04","243","270","255.4","3831","8.09","269.97","278.83","273.31","4099.62","2.83","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 93","GTY029 25C 9 (cropped)","Mito","34","0.0405","630","733","679.03","23087","24.4","594.5","735.91","662.55","22526.55","39.26","234","285","262.15","8913","13.57","269.9","275.35","272.12","9252.17","1.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 94","GTY029 25C 9 (cropped)","Mito","17","0.0202","610","743","675.88","11490","37.26","645.13","707.48","666.17","11324.81","15.11","238","289","262.82","4468","14.17","271.65","287.48","277.45","4716.73","5.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 95","GTY029 25C 9 (cropped)","Mito","32","0.0381","624","778","689.56","22066","32.19","636.73","754.43","686.6","21971.11","26.78","225","287","259.47","8303","13.03","270","278.22","273.14","8740.43","2.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 96","GTY029 25C 9 (cropped)","Mito","23","0.0274","626","761","688.22","15829","30.15","660.27","730.36","698.24","16059.48","23.51","242","289","262.78","6044","12.39","269.92","278.15","273.26","6284.9","2.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 97","GTY029 25C 9 (cropped)","Mito","29","0.0345","602","731","669.79","19424","30.38","605.82","714.25","649.22","18827.34","23.34","234","289","262.03","7599","13.78","269.91","276.7","273.22","7923.36","2.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 98","GTY029 25C 9 (cropped)","Mito","31","0.0369","604","732","666.77","20670","30.43","610.95","733.76","664.66","20604.54","35.17","233","288","263.87","8180","13.81","270.24","279.07","273.9","8490.97","2.06","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 99","GTY029 25C 9 (cropped)","Mito","10","0.0119","625","724","670.8","6708","32.49","586.13","651.37","616.97","6169.68","21.42","246","294","266","2660","15.75","270.33","280.37","274.42","2744.23","3.53","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 100","GTY029 25C 9 (cropped)","Mito","20","0.0238","609","728","681.1","13622","28.47","592.84","682.46","633.76","12675.11","26.32","227","306","262.6","5252","18.95","270.01","284.35","275.79","5515.76","4.13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 101","GTY029 25C 9 (cropped)","Mito","27","0.0321","624","717","676.22","18258","22.87","617.84","706.75","653.52","17645.11","22.06","235","285","259.93","7018","12.67","270.79","288.91","276.51","7465.8","4.55","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 102","GTY029 25C 9 (cropped)","Mito","15","0.0179","596","712","660.6","9909","31.95","613.8","683.69","647.53","9713.02","20.91","233","277","260.47","3907","12.82","270.11","280.37","273.82","4107.23","3.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 103","GTY029 25C 9 (cropped)","Mito","38","0.0452","624","722","671.97","25535","26.32","598.05","719.43","644.58","24493.91","27.8","237","282","260.55","9901","10.95","269.92","289.85","276.52","10507.88","5.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 104","GTY029 25C 9 (cropped)","Mito","10","0.0119","612","725","661.5","6615","29.85","589.59","644.06","615.72","6157.16","16.5","244","286","262.9","2629","13.44","270.38","277.7","273.48","2734.82","2.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 105","GTY029 25C 9 (cropped)","Mito","17","0.0202","589","694","649.88","11048","27.88","634.52","709.18","660.88","11234.96","19.84","233","285","262.53","4463","14.32","270.26","286.41","277.18","4712.08","4.36","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 106","GTY029 25C 9 (cropped)","Mito","42","0.05","632","753","690","28980","27.68","605.24","750.76","693.01","29106.26","35.06","237","289","261.21","10971","13.71","270.13","284.81","274.27","11519.34","3.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 107","GTY029 25C 9 (cropped)","Mito","22","0.0262","645","770","704.23","15493","34.81","636.38","758.68","692.59","15237.03","31.72","226","284","261.73","5758","13.55","270.25","282.74","275.92","6070.16","4.19","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 108","GTY029 25C 9 (cropped)","Mito","13","0.0155","637","738","701.46","9119","28.02","621.32","676.33","651.15","8464.94","17.25","244","280","262.77","3416","10.96","270.04","275.1","272.51","3542.66","1.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 109","GTY029 25C 9 (cropped)","Mito","17","0.0202","644","725","678.82","11540","23.52","628.68","751.67","670.8","11403.55","32.2","234","295","263.94","4487","15.44","269.98","289.16","276.57","4701.61","5.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 110","GTY029 25C 9 (cropped)","Mito","23","0.0274","614","761","668.3","15371","32.6","603.59","697.23","651.7","14989.16","29.72","235","283","260.83","5999","14.09","269.88","276.46","272.99","6278.7","2.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 111","GTY029 25C 9 (cropped)","Mito","56","0.0667","596","724","658.68","36886","30.45","595.62","722.79","643.54","36038.04","27.18","223","288","258.25","14462","14.75","270.03","283.82","275.74","15441.65","3.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 112","GTY029 25C 9 (cropped)","Mito","10","0.0119","669","779","709.9","7099","29.83","675.37","729.43","698.67","6986.67","17.35","239","284","264.5","2645","12.97","270.44","275.19","272.3","2722.97","1.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 113","GTY029 25C 9 (cropped)","Mito","32","0.0381","641","749","692.19","22150","29.09","649.88","745.32","697.7","22326.49","24.83","246","289","261.97","8383","11.34","270.04","281.81","274.16","8773.25","2.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 114","GTY029 25C 9 (cropped)","Mito","17","0.0202","619","729","688.88","11711","27.01","678.75","703.53","693.06","11782.09","7.9","247","274","262.82","4468","7.56","270.15","279.52","273.57","4650.76","2.72","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 115","GTY029 25C 9 (cropped)","Mito","35","0.0417","621","720","673.8","23583","28.06","610.9","738.19","666.92","23342.1","30.69","232","297","263.29","9215","13.46","269.92","293.8","277.49","9712.13","6.59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 116","GTY029 25C 9 (cropped)","Mito","19","0.0226","605","689","647.32","12299","25.33","591.47","639.16","613.79","11662.05","13.84","243","282","262.47","4987","10.38","271.64","291.59","279.05","5302.04","6.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 117","GTY029 25C 9 (cropped)","Mito","21","0.025","621","746","696.33","14623","31.99","638.2","744.33","696.96","14636.09","31.23","222","297","264.62","5557","15.39","270.21","286.89","276.3","5802.2","4.73","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 118","GTY029 25C 9 (cropped)","Mito","71","0.0845","593","733","659.63","46834","31.31","601.59","746.97","673.57","47823.62","34.96","226","285","258.58","18359","12.98","270.36","308.85","281.37","19977.35","9.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 119","GTY029 25C 9 (cropped)","Mito","33","0.0393","652","760","693.12","22873","28.46","665.71","772.23","706.1","23301.19","26.42","229","298","261.48","8629","16.18","269.89","278.21","273.72","9032.7","2.37","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 120","GTY029 25C 9 (cropped)","Mito","91","0.108","627","756","689.78","62770","27.99","629.38","745.05","687.71","62581.82","21.39","237","306","261.4","23787","13.28","269.96","295.37","278.66","25358.3","6.45","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 121","GTY029 25C 9 (cropped)","Mito","14","0.0167","593","706","670.57","9388","29.28","643.92","694.43","672.46","9414.43","13.42","251","283","264.79","3707","10.18","269.95","282.81","274.18","3838.56","4.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 122","GTY029 25C 9 (cropped)","Mito","30","0.0357","580","700","660.63","19819","26.12","617.13","706.24","664.42","19932.58","21.25","234","286","254.4","7632","13.4","269.99","284.14","274.19","8225.6","3.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 123","GTY029 25C 9 (cropped)","Mito","10","0.0119","618","689","659.6","6596","23.04","635.3","699.51","663.34","6633.39","22.15","241","286","259.7","2597","14.46","270.55","279.2","273.69","2736.88","2.61","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 124","GTY029 25C 9 (cropped)","Mito","16","0.0191","645","741","684.31","10949","26.57","634.49","709.92","671.69","10746.96","21.6","244","285","259.88","4158","10.31","270.89","277.54","273.07","4369.15","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 125","GTY029 25C 9 (cropped)","Mito","25","0.0298","667","738","698","17450","19.9","659","785.84","705.21","17630.29","32.06","243","296","262.6","6565","10.99","270.1","278.05","273.15","6828.83","2.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 126","GTY029 25C 9 (cropped)","Mito","30","0.0357","613","730","684.57","20537","26.58","627.77","703.27","672.23","20166.79","19.24","235","290","261.23","7837","12.56","270.96","288.7","277.9","8337.03","4.98","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 127","GTY029 25C 9 (cropped)","Mito","15","0.0179","650","733","689.33","10340","26.58","643.24","697.59","677.4","10161.03","14.94","245","285","265.93","3989","11.56","269.98","282.6","275.34","4130.11","3.59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 128","GTY029 25C 9 (cropped)","Mito","42","0.05","623","730","671.29","28194","23.85","595.69","704.49","657.05","27595.9","28.97","238","288","262.62","11030","11.95","269.96","284.99","274.37","11523.41","3.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 129","GTY029 25C 9 (cropped)","Mito","34","0.0405","631","743","680.62","23141","23.99","646.77","776.24","687.47","23373.82","29.98","226","291","263.59","8962","14.41","270.26","290.76","276.19","9390.39","5.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 130","GTY029 25C 9 (cropped)","Mito","30","0.0357","598","720","657.9","19737","31.32","607.14","705.08","655.21","19656.29","26.85","226","276","258.7","7761","11.75","269.93","280.82","274.33","8229.82","3.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 131","GTY029 25C 9 (cropped)","Mito","24","0.0286","600","722","670.04","16081","32.36","618.73","726.38","672.75","16145.98","26.28","233","291","259.13","6219","12.76","270.03","277.92","272.96","6551.1","2.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 132","GTY029 25C 9 (cropped)","Mito","44","0.0524","594","716","653.91","28772","30.23","575.76","736.19","652.89","28727.28","36.97","227","290","259.64","11424","14.64","269.89","285.91","276.09","12147.8","4.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 133","GTY029 25C 9 (cropped)","Mito","14","0.0167","633","742","687.71","9628","27.02","608.59","771.58","701.4","9819.6","47.28","239","270","257.21","3601","8.87","269.98","274.78","271.62","3802.74","1.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 134","GTY029 25C 9 (cropped)","Mito","12","0.0143","612","752","695.42","8345","35.36","666.34","720.62","680.75","8168.95","14.1","228","287","265.92","3191","16.95","269.88","273.77","271.32","3255.9","1.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 135","GTY029 25C 9 (cropped)","Mito","13","0.0155","631","731","667.23","8674","29.49","635.74","694.57","667.42","8676.42","20.68","246","294","263","3419","12.07","269.89","276.35","272.23","3539.01","2.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 136","GTY029 25C 9 (cropped)","Mito","23","0.0274","608","747","664.7","15288","32.69","593.75","682.35","650.35","14958.12","20.32","241","281","262.52","6038","10.51","270.55","283.45","275.77","6342.77","3.78","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 137","GTY029 25C 9 (cropped)","Mito","49","0.0583","577","721","658.9","32286","32.43","601.02","741.01","653.55","32024.19","26.39","222","293","260.39","12759","13.54","270.22","291.81","277.83","13613.69","6.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 138","GTY029 25C 9 (cropped)","Mito","49","0.0583","615","771","679.51","33296","33.11","573.06","737.51","672.13","32934.46","38.92","229","296","262.84","12879","13.46","270.02","299.08","281.82","13809.07","8.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 139","GTY029 25C 9 (cropped)","Mito","12","0.0143","606","686","651.83","7822","26.84","636.96","723.01","677.5","8130","29.95","240","299","263","3156","15.02","270.03","283.05","275.53","3306.36","4.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 140","GTY029 25C 9 (cropped)","Mito","15","0.0179","600","693","647.6","9714","25.54","597.4","664.12","626.14","9392.12","21.06","241","285","258.67","3880","10.82","270.2","279.11","274.1","4111.45","2.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 141","GTY029 25C 9 (cropped)","Mito","63","0.075","597","763","675.78","42574","30.71","625.24","763","696.21","43861.18","34.42","228","303","260.95","16440","12.52","270.68","311.62","281.63","17742.99","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 142","GTY029 25C 9 (cropped)","Mito","70","0.0833","592","750","669.81","46887","28.9","620.4","802.09","689.35","48254.76","44.14","226","293","259.33","18153","13.95","270.35","290.58","277.38","19416.31","5.03","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 143","GTY029 25C 9 (cropped)","Mito","43","0.0512","623","775","682.28","29338","31.8","610.97","750.18","682.78","29359.63","35.52","221","295","258.12","11099","14.57","269.91","285.96","274.84","11818.2","4.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 144","GTY029 25C 9 (cropped)","Mito","10","0.0119","656","719","688.2","6882","17.45","668.1","707.51","688.18","6881.77","13.76","253","294","268.4","2684","12.72","270.06","276.11","272.64","2726.39","1.91","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 145","GTY029 25C 9 (cropped)","Mito","12","0.0143","645","707","677.75","8133","20.63","645.3","697.23","662.73","7952.76","15.32","243","284","257.92","3095","11.65","270.02","277.65","272.68","3272.13","2.41","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 146","GTY029 25C 9 (cropped)","Mito","43","0.0512","592","728","674.6","29008","29.89","608.44","716.93","669.03","28768.36","24.61","233","308","261.91","11262","16.01","269.97","290.96","278.34","11968.51","5.98","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 147","GTY029 25C 9 (cropped)","Mito","40","0.0476","607","707","660.55","26422","24.32","588.22","740.79","657.4","26296.02","34.22","230","305","262.2","10488","14.86","270.57","284.73","275.86","11034.58","4.01","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 148","GTY029 25C 9 (cropped)","Mito","69","0.0822","599","745","669.09","46167","29.39","601.1","767.82","676.55","46681.69","36.45","232","300","259.42","17900","14.15","269.98","285.24","274.69","18953.91","3.47","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 149","GTY029 25C 9 (cropped)","Mito","23","0.0274","611","719","675.39","15534","29.01","653.22","698.05","676.91","15568.85","13.73","236","282","255.74","5882","12.09","269.94","284.25","274.65","6316.88","4.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 150","GTY029 25C 9 (cropped)","Mito","13","0.0155","628","766","688.92","8956","41.51","651.14","726.08","680.62","8848.04","23.86","236","291","260.15","3382","13.85","270.06","273.59","271.71","3532.18","1.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 151","GTY029 25C 9 (cropped)","Mito","191","0.227","620","773","694.29","132609","30.85","585.84","904.57","741.57","141640.19","67.84","214","287","259.08","49485","12.34","269.97","314.44","283.58","54163.84","10.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 152","GTY029 25C 9 (cropped)","Mito","105","0.125","621","773","695.38","73015","29.68","652.3","796.23","710.61","74613.95","31.23","214","295","259.89","27288","13.99","269.99","305.01","279.69","29367.54","8.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 153","GTY029 25C 9 (cropped)","Mito","35","0.0417","615","723","677.43","23710","24.23","613.58","757.98","678.24","23738.52","37.87","232","290","260.31","9111","13.69","270.24","283.17","275.23","9633","3.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 154","GTY029 25C 9 (cropped)","Mito","20","0.0238","652","722","682.75","13655","21.22","614.86","672.34","645.04","12900.73","16.05","230","290","258.85","5177","16.01","270.43","277.14","273.25","5465.04","2.09","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 155","GTY029 25C 9 (cropped)","Mito","37","0.0441","621","750","686.41","25397","34.11","643.16","754.92","688.16","25461.98","28.02","227","285","261.57","9678","14.34","269.93","287.3","276.39","10226.48","4.95","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 156","GTY029 25C 9 (cropped)","Mito","14","0.0167","603","752","679.86","9518","38.27","626.31","701.08","673.78","9432.95","21.05","237","273","259.21","3629","12.25","270.29","279.34","274.4","3841.57","2.61","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 157","GTY029 25C 9 (cropped)","Mito","104","0.124","618","739","681.9","70918","26.07","602.39","768.19","698.1","72602.82","32.68","228","295","261.55","27201","12.92","270.16","296.4","277.59","28869.01","6.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 158","GTY029 25C 9 (cropped)","Mito","58","0.0691","587","722","662.9","38448","27.23","592.56","751.74","675.92","39203.51","35.37","232","291","260.1","15086","12.83","269.88","310.35","281.65","16335.7","10.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 159","GTY029 25C 9 (cropped)","Mito","30","0.0357","616","728","687.37","20621","26.95","655.36","725.92","681.97","20459.03","17.04","238","292","261.47","7844","14.73","270.15","284.78","275.98","8279.55","4.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 160","GTY029 25C 9 (cropped)","Mito","44","0.0524","610","746","681.95","30006","30.82","621.74","785.7","693.94","30533.37","32.86","239","290","257.52","11331","12.38","269.89","284.21","275.7","12130.79","4.07","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 161","GTY029 25C 9 (cropped)","Mito","11","0.0131","624","743","665.82","7324","33.14","575.25","706.59","626.71","6893.78","39.2","241","302","260.91","2870","17.13","269.91","276.22","272.79","3000.66","1.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 162","GTY029 25C 9 (cropped)","Mito","33","0.0393","638","745","686.7","22661","24.61","627.36","820.24","705.51","23281.79","52.65","240","296","260.36","8592","13.14","271.23","282.34","275.87","9103.56","3.36","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 163","GTY029 25C 9 (cropped)","Mito","24","0.0286","632","711","667.58","16022","26.34","619.1","676.54","648.02","15552.46","15.87","239","289","258","6192","12.61","269.9","276.32","272.89","6549.39","1.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 164","GTY029 25C 9 (cropped)","Mito","48","0.0572","615","747","684.25","32844","26.64","612.86","779.27","682.86","32777.23","36.3","229","290","259.75","12468","13.04","270.16","286.86","275.8","13238.17","4.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 165","GTY029 25C 9 (cropped)","Mito","10","0.0119","645","726","680.5","6805","28.43","616.22","711.53","653.5","6535.02","28.74","251","284","265.8","2658","10.7","270.27","279.73","275.05","2750.54","2.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 166","GTY029 25C 9 (cropped)","Mito","38","0.0452","640","772","687.45","26123","31.6","586.74","790.34","672.86","25568.59","49.88","234","288","261.13","9923","13.55","269.97","285.78","274.31","10423.89","3.55","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 167","GTY029 25C 9 (cropped)","Mito","21","0.025","655","725","689.86","14487","22.07","643.06","701.68","679.2","14263.15","16.02","243","280","262.24","5507","10.17","270.05","293.4","278.07","5839.52","7.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 168","GTY029 25C 9 (cropped)","Mito","27","0.0321","593","712","652.89","17628","27.94","610.35","697.19","642.94","17359.33","23.3","235","275","255.37","6895","10.59","270.28","281.72","275.05","7426.39","3.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 169","GTY029 25C 9 (cropped)","Mito","17","0.0202","636","737","691.94","11763","29.96","652.08","737.59","697.59","11858.96","25.59","242","279","264.12","4490","9.86","270.02","282.7","274.09","4659.58","3.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 170","GTY029 25C 9 (cropped)","Mito","36","0.0429","588","734","652.25","23481","29.82","606.95","736.59","665.7","23965.08","33.49","235","284","259.5","9342","13.98","269.89","293.13","275.96","9934.48","6.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 171","GTY029 25C 9 (cropped)","Mito","20","0.0238","652","743","683.25","13665","23.68","629","726.58","670.65","13413.08","26.46","234","269","255.95","5119","8.3","270.17","282.69","274.63","5492.63","3.83","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 172","GTY029 25C 9 (cropped)","Mito","12","0.0143","635","748","691.5","8298","32.35","643.88","769.87","696.53","8358.4","33.68","241","284","257.25","3087","12.63","270.09","276.85","273.71","3284.52","2.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 173","GTY029 25C 9 (cropped)","Mito","11","0.0131","652","744","691.18","7603","26.5","645.56","744.6","676.97","7446.71","28.52","248","278","267","2937","9.71","270.59","283.44","275.69","3032.61","4.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 174","GTY029 25C 9 (cropped)","Mito","10","0.0119","593","750","689.7","6897","42.01","624.45","661.49","641.28","6412.82","12.53","249","278","261.9","2619","9.58","270.19","277.22","272.96","2729.59","2.62","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 175","GTY029 25C 9 (cropped)","Mito","76","0.0905","606","722","667.58","50736","24","559.43","781.22","653.27","49648.51","42.59","230","293","260.71","19814","13.18","270.14","295.38","278.41","21159.35","7.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 176","GTY029 25C 9 (cropped)","Mito","12","0.0143","616","700","658.67","7904","28.99","581.64","695.52","629.95","7559.38","34.07","235","281","260.25","3123","12.22","269.98","277.78","273.1","3277.16","2.39","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
