
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Whole cells prelim 69","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","740.28","740.28","740.28","740.28","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 70","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","827.94","848.46","838.2","1676.4","10.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 71","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","751.83","751.83","751.83","751.83","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 72","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","719.27","719.27","719.27","719.27","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 73","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","759.35","759.35","759.35","759.35","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 74","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","709.22","709.22","709.22","709.22","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 75","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","762.84","762.84","762.84","762.84","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 76","GTY029 25C 2 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","788.32","805.78","794.09","3176.35","6.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 77","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","722.25","746.72","734.49","1468.97","12.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 78","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","782.88","793.44","788.16","1576.31","5.28","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 79","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","767.65","767.65","767.65","767.65","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 80","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","880.05","880.05","880.05","880.05","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 81","GTY029 25C 2 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","790.2","867.51","829.3","3317.2","37.79","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 82","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","762.09","762.09","762.09","762.09","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 83","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","703.48","711.99","707.74","1415.47","4.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 84","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","865.47","865.47","865.47","865.47","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 85","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","807.43","807.43","807.43","807.43","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 86","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","824.13","824.13","824.13","824.13","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 87","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","835.76","835.76","835.76","835.76","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 88","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","735.35","735.35","735.35","735.35","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 89","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","901.76","901.76","901.76","901.76","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 90","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","771.65","771.65","771.65","771.65","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 91","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","768.8","781.75","775.28","1550.55","6.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 92","GTY029 25C 2 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","815.11","833.2","825.99","3303.98","6.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 93","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","773.37","773.37","773.37","773.37","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 94","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","768.43","768.43","768.43","768.43","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 95","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","799.11","799.11","799.11","799.11","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 96","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","897.11","988.13","942.62","1885.25","45.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 97","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","835.88","835.88","835.88","835.88","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 98","GTY029 25C 2 (cropped)","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","739.51","835.28","778.1","3890.52","36.22","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 99","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","740.46","740.46","740.46","740.46","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 100","GTY029 25C 2 (cropped)","Whole cells prelim","6","0.00714","N/A","N/A","N/A","N/A","N/A","809.03","955.83","886.22","5317.31","54.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 101","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","679.99","679.99","679.99","679.99","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 102","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","794.87","794.87","794.87","794.87","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 103","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","823.48","823.48","823.48","823.48","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 104","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","844.87","850.24","847.56","1695.11","2.68","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 105","GTY029 25C 2 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","772.07","910.49","853.56","2560.68","59.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 106","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","918.1","918.1","918.1","918.1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 107","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","840.96","852.72","846.84","1693.69","5.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 108","GTY029 25C 2 (cropped)","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","822.85","973.17","900.93","4504.65","50.19","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 109","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","899.58","899.58","899.58","899.58","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 110","GTY029 25C 2 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","895.66","950","924.56","3698.26","23.72","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 111","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","818.82","818.82","818.82","818.82","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 112","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","794.98","802.06","798.52","1597.04","3.54","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 113","GTY029 25C 2 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","781.18","953.77","882.22","2646.67","73.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 114","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","967.69","967.69","967.69","967.69","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 115","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","856.92","856.92","856.92","856.92","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 116","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","911.56","911.56","911.56","911.56","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 117","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","795.5","795.5","795.5","795.5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 118","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","885.18","885.18","885.18","885.18","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 119","GTY029 25C 2 (cropped)","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","858.85","943.29","909.87","4549.33","31.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 120","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","853.98","853.98","853.98","853.98","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 121","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","947.47","947.47","947.47","947.47","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 122","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1024.57","1024.57","1024.57","1024.57","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 123","GTY029 25C 2 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","921.13","971.28","952.12","2856.37","22.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 124","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","878.47","878.47","878.47","878.47","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 125","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","726.32","830.08","778.2","1556.4","51.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 126","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","818.63","829.43","824.03","1648.07","5.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 127","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","866.58","866.58","866.58","866.58","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 128","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","834.98","834.98","834.98","834.98","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 129","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","752.59","752.59","752.59","752.59","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 130","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","574.79","635.94","605.37","1210.74","30.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 131","GTY029 25C 2 (cropped)","Whole cells prelim","8","0.00953","N/A","N/A","N/A","N/A","N/A","556.61","887.13","723.97","5791.75","97.83","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 132","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","670.05","670.05","670.05","670.05","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 133","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","829.09","829.09","829.09","829.09","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 134","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","605.51","605.51","605.51","605.51","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 135","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","752.68","752.68","752.68","752.68","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 136","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","608.97","608.97","608.97","608.97","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 137","GTY029 25C 2 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","825.21","841.7","833.46","1666.91","8.25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 138","GTY029 25C 2 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","712.82","750.73","736.27","2208.8","16.73","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 139","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","703.71","703.71","703.71","703.71","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 140","GTY029 25C 2 (cropped)","Whole cells prelim","14","0.0167","N/A","N/A","N/A","N/A","N/A","613.95","863.86","709.32","9930.47","74.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 141","GTY029 25C 2 (cropped)","Whole cells prelim","17","0.0202","N/A","N/A","N/A","N/A","N/A","551.03","821.38","704.99","11984.8","86.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 142","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","633.99","633.99","633.99","633.99","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 143","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","694.66","694.66","694.66","694.66","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 144","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","737.41","737.41","737.41","737.41","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 145","GTY029 25C 2 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","670.2","670.2","670.2","670.2","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 146","GTY029 25C 2 (cropped)","Whole cells prelim","13","0.0155","N/A","N/A","N/A","N/A","N/A","552.87","701.41","640.12","8321.57","41.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
