filename,ID,Item Name,Name,Population,Type,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment Whole cells ID
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,133,GTY029 25C (cropped),Mito 9,Mito,Object,0.27,855,1093,961.63,218289,42.98,885.05,1434.62,1065.12,241781.25,85.72,384,634,466.38,105868,42.09,585.45,941.1,673.05,152782.61,75.8,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,134,GTY029 25C (cropped),Mito 10,Mito,Object,1.78,780,1233,991.52,1485300,79.3,596.08,2598.74,1357.54,2033600.13,408.83,311,1484,655.19,981472,215.51,585.82,18651.96,2198.25,3292976.25,2661.28,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,139,GTY029 25C (cropped),Mito 15,Mito,Object,0.0155,850,971,895.08,11636,32.9,1052.56,1402.05,1194.33,15526.29,103.33,377,450,413.54,5376,22.28,589.79,725.25,651.26,8466.34,45.21,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,143,GTY029 25C (cropped),Mito 19,Mito,Object,0.0441,725,914,829.81,30703,49.75,607.16,1089.63,813.26,30090.45,153.6,344,434,385.35,14258,21.38,586.78,799.15,682.31,25245.49,59.9,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,146,GTY029 25C (cropped),Mito 22,Mito,Object,6.77,700,1231,967.71,5501444,76.59,576.41,3790.49,1341.28,7625201,447.75,330,1715,729.25,4145781,193.67,585.3,28945.07,2279.39,12958354,2572.77,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,153,GTY029 25C (cropped),Mito 29,Mito,Object,9.47,796,1263,1008,8018621,60.61,607.05,2577.91,1221.76,9719099,297.74,364,1364,691.85,5503681,161.6,585.47,17046.61,1761.28,14010985,1868.2,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,163,GTY029 25C (cropped),Mito 39,Mito,Object,0.0786,766,944,855.62,56471,34.91,593.64,848.49,733.7,48424.1,62.85,353,474,421.41,27813,23.04,586.74,791.14,653.73,43146,52.15,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,164,GTY029 25C (cropped),Mito 40,Mito,Object,0.0179,745,903,802.67,12040,38.53,606.31,750.01,684.26,10263.97,42.85,343,438,392.87,5893,26.12,585.83,672.33,629,9434.98,24.54,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,167,GTY029 25C (cropped),Mito 43,Mito,Object,0.0143,823,931,884.67,10616,28.26,727.9,800.78,769.47,9233.6,20.27,484,561,524.42,6293,24.29,599.93,657.95,623.64,7483.72,19.52,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,169,GTY029 25C (cropped),Mito 45,Mito,Object,3.02,737,1217,998.45,2530070,68.34,700.91,2515.71,1298.07,3289313.75,345.13,362,1255,667.66,1691841,166.73,585.29,19444.8,1881.45,4767596.5,2147.47,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,170,GTY029 25C (cropped),Mito 46,Mito,Object,12.1,777,1301,1023.85,10401254,75.73,636.86,2853.56,1317.01,13379549,402.31,366,1531,741.16,7529454,218.81,585.31,16808.74,2020.65,20527788,2270.98,NA,122
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,131,GTY029 25C (cropped),Mito 7,Mito,Object,0.787,693,1008,865.26,571934,51.34,707.79,1882.78,1189.56,786301.44,238.41,387,900,587.89,388592,107.83,586.87,9685.59,1698.7,1122839.63,1454.72,NA,123
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,140,GTY029 25C (cropped),Mito 16,Mito,Object,0.0321,778,926,859.22,23199,38.59,783.2,1088.62,896.16,24196.29,94.11,363,467,417.85,11282,23.49,588.75,715.1,643.96,17386.81,34.6,NA,123
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,141,GTY029 25C (cropped),Mito 17,Mito,Object,0.0131,850,951,902.36,9926,36.15,959.82,1100.85,1018.45,11202.96,45.32,380,452,418.91,4608,21.94,589.43,635.13,609.24,6701.66,15.37,NA,123
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,147,GTY029 25C (cropped),Mito 23,Mito,Object,6.57,691,1205,927.75,5119351,69.38,621.95,2829.99,1190.67,6570094,330.52,367,1679,751.76,4148228,214.56,585.41,11266.22,1779.95,9821739,1501.09,NA,123
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,171,GTY029 25C (cropped),Mito 47,Mito,Object,2.08,765,1032,899.31,1573797,43.9,578.85,1928.59,1081.61,1892821.25,206.5,334,819,556.01,973016,87.76,586.08,8328.87,1688.56,2954983,1237.13,NA,123
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,128,GTY029 25C (cropped),Mito 4,Mito,Object,0.0143,821,970,888.92,10667,41.67,816.88,927.18,871.41,10456.97,30.91,387,458,415,4980,19.51,589.95,647.52,616.71,7400.58,20.15,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,132,GTY029 25C (cropped),Mito 8,Mito,Object,0.408,752,1003,881.38,302312,45.08,785.95,1814.48,1205.64,413534.25,210.83,343,903,530.09,181820,114.79,588.07,9582.2,1960.75,672536.19,1755.35,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,138,GTY029 25C (cropped),Mito 14,Mito,Object,0.883,730,1063,879.33,652464,53.2,667.85,2246.31,1242.39,921849.81,329.1,309,1052,585.73,434609,156.58,585.3,9084.24,1846.09,1369797.63,1615.91,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,144,GTY029 25C (cropped),Mito 20,Mito,Object,0.0143,853,956,901.67,10820,32.99,944.53,1154.16,1054.36,12652.26,54.36,386,478,423.25,5079,29.33,588.41,670.71,616.04,7392.44,24.3,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,149,GTY029 25C (cropped),Mito 25,Mito,Object,11.18,754,1778,958.07,8997281,69.1,603.42,7892.63,1205.6,11321777,367.03,337,1275,597.83,5614258,125.65,585.31,16316.97,1692.6,15895247,1449.09,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,154,GTY029 25C (cropped),Mito 30,Mito,Object,0.0167,869,989,929.79,13017,30.21,842.1,1041.46,971.25,13597.57,64.27,340,416,378.79,5303,18.56,590.09,651.5,609.67,8535.36,18.07,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,158,GTY029 25C (cropped),Mito 34,Mito,Object,0.0226,806,943,880,16720,30.73,677.65,821.01,754.56,14336.61,45.21,357,424,390.89,7427,19.81,589.35,669.28,626.15,11896.81,24.95,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,159,GTY029 25C (cropped),Mito 35,Mito,Object,0.0226,867,1029,932.26,17713,37.36,808.69,911.47,858.04,16302.84,30.34,366,453,416.32,7910,18.9,588.9,720.97,643.87,12233.49,41.32,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,160,GTY029 25C (cropped),Mito 36,Mito,Object,0.0762,831,986,901.8,57715,35.13,715.52,1001.1,815.86,52214.76,57.02,325,421,381.53,24418,20.43,585.75,705.97,642.92,41146.87,37.38,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,161,GTY029 25C (cropped),Mito 37,Mito,Object,0.0679,771,977,893.65,50938,38.06,701.39,1027.46,824.33,46986.98,70.27,302,413,367.81,20965,22.85,587.89,712.44,630.46,35936.1,32.11,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,162,GTY029 25C (cropped),Mito 38,Mito,Object,0.0274,822,991,903.3,20776,39.84,757.32,947.5,859.71,19773.23,56.66,321,438,387.26,8907,24.85,585.87,667.96,615.32,14152.25,25.57,NA,124
GTY029 25C 1 (cropped) c0 m-80 full field roi.csv,168,GTY029 25C (cropped),Mito 44,Mito,Object,0.0155,776,932,860.77,11190,40.26,655.18,796.67,719.63,9355.21,45.17,352,400,371.92,4835,14.99,604.25,682.99,637.17,8283.21,24.86,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,1,GTY029 25C (cropped),ROIs 1,ROIs,Object,2206.7,541,848,686.07,1270000000,30.74,406.27,1103.36,683.92,1270000000,68.17,183,322,250.62,464000000,13.51,133.53,446.92,250.61,464000000,25.51,NA,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,120,GTY029 25C (cropped),Whole cells 1,Whole cells,Object,81.68,NA,NA,NA,NA,NA,453.62,3006.91,930.69,63841420,223.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,121,GTY029 25C (cropped),Whole cells 2,Whole cells,Object,75.58,NA,NA,NA,NA,NA,527,2640.19,943.59,59894404,212.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,122,GTY029 25C (cropped),Whole cells 3,Whole cells,Object,260.98,NA,NA,NA,NA,NA,354,5500.7,963.43,211000000,278.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,123,GTY029 25C (cropped),Whole cells 4,Whole cells,Object,67.31,NA,NA,NA,NA,NA,503.75,2829.99,945.16,53428940,211.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,124,GTY029 25C (cropped),Whole cells 5,Whole cells,Object,166.49,NA,NA,NA,NA,NA,436.09,28711.75,907.43,127000000,287.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,125,GTY029 25C (cropped),Mito 1,Mito,Object,0.0202,752,857,803.41,13658,31.82,769.47,826.74,799.91,13598.4,17.24,454,545,498.35,8472,24.48,587.19,607.23,596.68,10143.55,5.49,NA,121
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,126,GTY029 25C (cropped),Mito 2,Mito,Object,0.139,818,993,903.5,105710,36.38,781.61,1028.03,879.31,102878.88,63.23,403,554,469.93,54982,25.3,585.57,740.23,627.98,73473.9,33.18,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,127,GTY029 25C (cropped),Mito 3,Mito,Object,0.0143,811,947,871.58,10459,34.69,843.17,991.15,926.36,11116.36,48.82,416,507,462.08,5545,33.9,590.21,632.05,607.17,7286.02,11.86,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,128,GTY029 25C (cropped),Mito 4,Mito,Object,0.0143,821,970,888.92,10667,41.67,816.88,927.18,871.41,10456.97,30.91,387,458,415,4980,19.51,589.95,647.52,616.71,7400.58,20.15,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,129,GTY029 25C (cropped),Mito 5,Mito,Object,0.0655,855,1011,930.13,51157,34.67,930.44,1490.5,1107.52,60913.34,123.29,449,557,506.95,27882,25,590.5,795.9,646.1,35535.67,53.83,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,130,GTY029 25C (cropped),Mito 6,Mito,Object,0.0333,777,926,846.39,23699,32.64,841.81,966.83,904.03,25312.86,40.14,378,498,437.11,12239,27.46,590.39,694.81,632.55,17711.53,31.2,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,131,GTY029 25C (cropped),Mito 7,Mito,Object,0.787,693,1008,865.26,571934,51.34,707.79,1882.78,1189.56,786301.44,238.41,387,900,587.89,388592,107.83,586.87,9685.59,1698.7,1122839.63,1454.72,NA,123
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,132,GTY029 25C (cropped),Mito 8,Mito,Object,0.408,752,1003,881.38,302312,45.08,785.95,1814.48,1205.64,413534.25,210.83,343,903,530.09,181820,114.79,588.07,9582.2,1960.75,672536.19,1755.35,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,133,GTY029 25C (cropped),Mito 9,Mito,Object,0.27,855,1093,961.63,218289,42.98,885.05,1434.62,1065.12,241781.25,85.72,384,634,466.38,105868,42.09,585.45,941.1,673.05,152782.61,75.8,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,134,GTY029 25C (cropped),Mito 10,Mito,Object,1.78,780,1233,991.52,1485300,79.3,596.08,2598.74,1357.54,2033600.13,408.83,311,1484,655.19,981472,215.51,585.82,18651.96,2198.25,3292976.25,2661.28,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,135,GTY029 25C (cropped),Mito 11,Mito,Object,0.0345,735,862,804.24,23323,30.86,729.94,944.36,847.97,24591.18,51.78,429,523,473.72,13738,23.61,585.45,687.26,626.12,18157.54,27.33,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,136,GTY029 25C (cropped),Mito 12,Mito,Object,0.0119,769,920,833.5,8335,38.94,752.31,927.85,832.48,8324.76,55.08,464,528,495,4950,20.41,591.36,647.46,616.96,6169.57,18.18,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,137,GTY029 25C (cropped),Mito 13,Mito,Object,0.894,717,1089,883.84,663764,69.21,549.23,2845.52,1277.62,959491.5,438.05,353,1393,678.06,509226,227.41,585.58,17953.6,2614,1963115.75,3194.09,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,138,GTY029 25C (cropped),Mito 14,Mito,Object,0.883,730,1063,879.33,652464,53.2,667.85,2246.31,1242.39,921849.81,329.1,309,1052,585.73,434609,156.58,585.3,9084.24,1846.09,1369797.63,1615.91,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,139,GTY029 25C (cropped),Mito 15,Mito,Object,0.0155,850,971,895.08,11636,32.9,1052.56,1402.05,1194.33,15526.29,103.33,377,450,413.54,5376,22.28,589.79,725.25,651.26,8466.34,45.21,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,140,GTY029 25C (cropped),Mito 16,Mito,Object,0.0321,778,926,859.22,23199,38.59,783.2,1088.62,896.16,24196.29,94.11,363,467,417.85,11282,23.49,588.75,715.1,643.96,17386.81,34.6,NA,123
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,141,GTY029 25C (cropped),Mito 17,Mito,Object,0.0131,850,951,902.36,9926,36.15,959.82,1100.85,1018.45,11202.96,45.32,380,452,418.91,4608,21.94,589.43,635.13,609.24,6701.66,15.37,NA,123
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,142,GTY029 25C (cropped),Mito 18,Mito,Object,0.367,712,977,837.94,258087,46.18,604.96,1746.77,1104.06,340050.78,258.8,354,913,545.09,167888,126.99,589.5,11114.08,2315.83,713276.19,2437.29,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,143,GTY029 25C (cropped),Mito 19,Mito,Object,0.0441,725,914,829.81,30703,49.75,607.16,1089.63,813.26,30090.45,153.6,344,434,385.35,14258,21.38,586.78,799.15,682.31,25245.49,59.9,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,144,GTY029 25C (cropped),Mito 20,Mito,Object,0.0143,853,956,901.67,10820,32.99,944.53,1154.16,1054.36,12652.26,54.36,386,478,423.25,5079,29.33,588.41,670.71,616.04,7392.44,24.3,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,145,GTY029 25C (cropped),Mito 21,Mito,Object,0.616,762,1059,906.59,468706,42.87,763.34,1958.37,1109.77,573753.13,240.99,378,1102,607.44,314046,140.52,587.1,13294.3,2199.74,1137264.38,2419.06,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,146,GTY029 25C (cropped),Mito 22,Mito,Object,6.77,700,1231,967.71,5501444,76.59,576.41,3790.49,1341.28,7625201,447.75,330,1715,729.25,4145781,193.67,585.3,28945.07,2279.39,12958354,2572.77,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,147,GTY029 25C (cropped),Mito 23,Mito,Object,6.57,691,1205,927.75,5119351,69.38,621.95,2829.99,1190.67,6570094,330.52,367,1679,751.76,4148228,214.56,585.41,11266.22,1779.95,9821739,1501.09,NA,123
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,148,GTY029 25C (cropped),Mito 24,Mito,Object,0.0167,807,904,861.29,12058,33.04,764.96,1119.2,902.96,12641.5,112.2,329,402,377,5278,19.31,587.26,651.28,613.16,8584.27,18.2,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,149,GTY029 25C (cropped),Mito 25,Mito,Object,11.18,754,1778,958.07,8997281,69.1,603.42,7892.63,1205.6,11321777,367.03,337,1275,597.83,5614258,125.65,585.31,16316.97,1692.6,15895247,1449.09,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,150,GTY029 25C (cropped),Mito 26,Mito,Object,0.0274,772,925,868.09,19966,35.85,850.13,1039.96,902.26,20752.01,44.13,398,524,427.87,9841,24.6,585.5,671.2,614.36,14130.36,22.52,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,151,GTY029 25C (cropped),Mito 27,Mito,Object,3.65,705,1104,927.35,2840487,57.59,626.54,2597.07,1287.64,3944032.5,285.65,356,1382,712.3,2181770,172.13,585.37,13452.31,1966.07,6022063,1893.72,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,152,GTY029 25C (cropped),Mito 28,Mito,Object,0.0191,686,794,755.75,12092,31.13,597.41,714.69,663.5,10615.94,38.65,330,400,363.44,5815,20.5,588.71,673.45,626.32,10021.09,25.33,NA,NA
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,153,GTY029 25C (cropped),Mito 29,Mito,Object,9.47,796,1263,1008,8018621,60.61,607.05,2577.91,1221.76,9719099,297.74,364,1364,691.85,5503681,161.6,585.47,17046.61,1761.28,14010985,1868.2,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,154,GTY029 25C (cropped),Mito 30,Mito,Object,0.0167,869,989,929.79,13017,30.21,842.1,1041.46,971.25,13597.57,64.27,340,416,378.79,5303,18.56,590.09,651.5,609.67,8535.36,18.07,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,155,GTY029 25C (cropped),Mito 31,Mito,Object,0.05,696,865,774.79,32541,39.31,550.62,859.3,699.94,29397.5,78,392,507,435.57,18294,32.04,592.87,804.09,659.72,27708.44,63.47,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,156,GTY029 25C (cropped),Mito 32,Mito,Object,2.36,721,1163,904.93,1795388,70.14,582.43,2640.19,1249.55,2479098.75,440.72,367,1759,805.03,1597179,278.99,585.91,22614.72,2492.67,4945456.5,3224.9,NA,121
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,157,GTY029 25C (cropped),Mito 33,Mito,Object,0.0226,751,932,821.21,15603,44.83,668.39,821.17,741.87,14095.54,47.09,379,454,416.84,7920,22.98,586.84,657.29,612.74,11642.04,21.69,NA,121
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,158,GTY029 25C (cropped),Mito 34,Mito,Object,0.0226,806,943,880,16720,30.73,677.65,821.01,754.56,14336.61,45.21,357,424,390.89,7427,19.81,589.35,669.28,626.15,11896.81,24.95,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,159,GTY029 25C (cropped),Mito 35,Mito,Object,0.0226,867,1029,932.26,17713,37.36,808.69,911.47,858.04,16302.84,30.34,366,453,416.32,7910,18.9,588.9,720.97,643.87,12233.49,41.32,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,160,GTY029 25C (cropped),Mito 36,Mito,Object,0.0762,831,986,901.8,57715,35.13,715.52,1001.1,815.86,52214.76,57.02,325,421,381.53,24418,20.43,585.75,705.97,642.92,41146.87,37.38,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,161,GTY029 25C (cropped),Mito 37,Mito,Object,0.0679,771,977,893.65,50938,38.06,701.39,1027.46,824.33,46986.98,70.27,302,413,367.81,20965,22.85,587.89,712.44,630.46,35936.1,32.11,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,162,GTY029 25C (cropped),Mito 38,Mito,Object,0.0274,822,991,903.3,20776,39.84,757.32,947.5,859.71,19773.23,56.66,321,438,387.26,8907,24.85,585.87,667.96,615.32,14152.25,25.57,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,163,GTY029 25C (cropped),Mito 39,Mito,Object,0.0786,766,944,855.62,56471,34.91,593.64,848.49,733.7,48424.1,62.85,353,474,421.41,27813,23.04,586.74,791.14,653.73,43146,52.15,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,164,GTY029 25C (cropped),Mito 40,Mito,Object,0.0179,745,903,802.67,12040,38.53,606.31,750.01,684.26,10263.97,42.85,343,438,392.87,5893,26.12,585.83,672.33,629,9434.98,24.54,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,165,GTY029 25C (cropped),Mito 41,Mito,Object,3.71,664,1071,880.4,2746859,65.97,565.57,3006.91,1225.47,3823454.25,408.37,357,1761,802.65,2504275,240.72,585.3,23652.17,2758.06,8605160,3332,NA,120
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,166,GTY029 25C (cropped),Mito 42,Mito,Object,4.39,686,1130,940.21,3466565,56.87,527,2194.15,1232.52,4544304.5,271.96,348,1613,766.37,2825616,220.76,585.43,15903.45,2375.61,8758877,2523.58,NA,121
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,167,GTY029 25C (cropped),Mito 43,Mito,Object,0.0143,823,931,884.67,10616,28.26,727.9,800.78,769.47,9233.6,20.27,484,561,524.42,6293,24.29,599.93,657.95,623.64,7483.72,19.52,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,168,GTY029 25C (cropped),Mito 44,Mito,Object,0.0155,776,932,860.77,11190,40.26,655.18,796.67,719.63,9355.21,45.17,352,400,371.92,4835,14.99,604.25,682.99,637.17,8283.21,24.86,NA,124
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,169,GTY029 25C (cropped),Mito 45,Mito,Object,3.02,737,1217,998.45,2530070,68.34,700.91,2515.71,1298.07,3289313.75,345.13,362,1255,667.66,1691841,166.73,585.29,19444.8,1881.45,4767596.5,2147.47,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,170,GTY029 25C (cropped),Mito 46,Mito,Object,12.1,777,1301,1023.85,10401254,75.73,636.86,2853.56,1317.01,13379549,402.31,366,1531,741.16,7529454,218.81,585.31,16808.74,2020.65,20527788,2270.98,NA,122
GTY029 25C 1 (cropped) c0 m-80_bgROI.csv,171,GTY029 25C (cropped),Mito 47,Mito,Object,2.08,765,1032,899.31,1573797,43.9,578.85,1928.59,1081.61,1892821.25,206.5,334,819,556.01,973016,87.76,586.08,8328.87,1688.56,2954983,1237.13,NA,123
GTY029 25C 10 (cropped)_01_c5m-80.csv,1,GTY029 25C 10 (cropped)_01,ROIs 1,ROIs,Object,2580.49,538,856,686.92,1490000000,30.72,373.77,1112.81,685.28,1490000000,71.66,188,352,252.33,547000000,13.63,170.98,363.21,252.31,547000000,18.01,NA,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,95,GTY029 25C 10 (cropped)_01,Whole cells 1,Whole cells,Object,72.62,NA,NA,NA,NA,NA,537.47,2112.31,1034.34,63080188,168.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,96,GTY029 25C 10 (cropped)_01,Whole cells 2,Whole cells,Object,72.12,NA,NA,NA,NA,NA,461.51,4201.1,1037.67,62854964,241.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,97,GTY029 25C 10 (cropped)_01,Whole cells 3,Whole cells,Object,63.66,NA,NA,NA,NA,NA,464.28,3576.96,1078.78,57679980,281.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,98,GTY029 25C 10 (cropped)_01,Whole cells 4,Whole cells,Object,116.57,NA,NA,NA,NA,NA,517.51,4452.88,1043.08,102000000,244.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,99,GTY029 25C 10 (cropped)_01,Whole cells 5,Whole cells,Object,90.42,NA,NA,NA,NA,NA,369.33,4283.81,1044.5,79317280,241.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,100,GTY029 25C 10 (cropped)_01,Whole cells 6,Whole cells,Object,124.78,NA,NA,NA,NA,NA,409.9,3751.44,1031.04,108000000,243.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,101,GTY029 25C 10 (cropped)_01,Whole cells 7,Whole cells,Object,91.21,NA,NA,NA,NA,NA,493.38,7633.73,983.93,75370792,216.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,102,GTY029 25C 10 (cropped)_01,Whole cells 8,Whole cells,Object,113.13,NA,NA,NA,NA,NA,428.53,4348.61,1032.89,98136920,250.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,103,GTY029 25C 10 (cropped)_01,Whole cells 9,Whole cells,Object,121.69,NA,NA,NA,NA,NA,437.42,4281.4,1040.83,106000000,227.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
GTY029 25C 10 (cropped)_01_c5m-80.csv,104,GTY029 25C 10 (cropped)_01,Mito 1,Mito,Object,0.0441,840,1019,928.08,34339,35.61,815.22,951.59,884.04,32709.35,40.06,450,541,499.19,18470,24.06,574.92,632.51,595.15,22020.46,15.77,NA,98
GTY029 25C 10 (cropped)_01_c5m-80.csv,105,GTY029 25C 10 (cropped)_01,Mito 2,Mito,Object,0.0143,885,977,927.75,11133,25.23,896.4,953.14,923.14,11077.63,14.26,415,493,458.42,5501,22.53,575.9,583.41,579.63,6955.53,2.45,NA,102
GTY029 25C 10 (cropped)_01_c5m-80.csv,106,GTY029 25C 10 (cropped)_01,Mito 3,Mito,Object,0.0286,854,1025,928.33,22280,39.46,859,971.82,907.96,21791,30.6,493,554,519.46,12467,12.24,576.09,612.97,591.94,14206.56,10.89,NA,97
GTY029 25C 10 (cropped)_01_c5m-80.csv,107,GTY029 25C 10 (cropped)_01,Mito 4,Mito,Object,0.848,787,1009,885.06,630160,37.9,813.09,1218.92,1003.59,714553.63,97.11,389,933,582.71,414892,107.74,574.99,3649.83,1151.2,819656.56,642.37,NA,101
