
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Mito 6557","GTY029 25C 5 (cropped)","Mito","14","0.0167","594","680","630.07","8821","25.31","540.18","645.72","583.87","8174.11","28.78","237","270","254.64","3565","10.06","294.2","320.19","304.4","4261.55","6.91","2149","2158","2153","12918","3.61","2748","2833","2797.33","16784","29.23","N/A","N/A"
"Mito 6558","GTY029 25C 5 (cropped)","Mito","13","0.0155","596","689","638.46","8300","31.01","563.27","658.76","615.85","8006.1","28.37","244","284","260.38","3385","10.31","295.22","313.86","303.45","3944.89","5.11","2179","2230","2203.83","13223","19.78","2826","2930","2884.83","17309","33.14","N/A","N/A"
"Mito 6559","GTY029 25C 5 (cropped)","Mito","23","0.0274","565","682","618.04","14215","25.06","532.05","644.32","596.48","13719.02","28.48","211","276","255.61","5879","15.45","293.82","332.5","305.63","7029.56","12.05","2208","2208","2208","2208","0","2855","2855","2855","2855","0","N/A","N/A"
"Mito 6560","GTY029 25C 5 (cropped)","Mito","10","0.0119","584","662","620.9","6209","23.5","527.96","627.7","566.31","5663.06","35.35","237","277","255.1","2551","11.39","295.32","308.81","300.01","3000.11","4.73","2112","2168","2143.17","12859","17.43","2773","2924","2859.33","17156","48.71","N/A","N/A"
"Mito 6561","GTY029 25C 5 (cropped)","Mito","13","0.0155","567","683","633.15","8231","34.39","562.24","662.9","605.91","7876.89","33.11","227","283","257.69","3350","14.7","294.48","312.61","302.46","3931.98","6.08","2144","2194","2169.17","13015","15.86","2778","2868","2827","16962","26.78","N/A","N/A"
"Mito 6562","GTY029 25C 5 (cropped)","Mito","18","0.0214","577","671","623.39","11221","25.32","583.82","664.61","619.66","11153.83","21.06","238","280","259.33","4668","10.95","295.3","330.63","307.79","5540.29","9.37","2164","2239","2204.89","19844","21.9","2760","2859","2823.44","25411","35.27","N/A","N/A"
"Mito 6563","GTY029 25C 5 (cropped)","Mito","20","0.0238","573","704","646.25","12925","29.58","616.12","706.97","672.66","13453.15","26.17","245","283","258.9","5178","10.51","294.58","347.89","315.2","6303.99","16.83","2114","2114","2114","2114","0","2877","2877","2877","2877","0","N/A","N/A"
"Mito 6564","GTY029 25C 5 (cropped)","Mito","30","0.0357","548","685","637.6","19128","33.46","526.94","690.6","620.82","18624.49","46.25","231","277","257.97","7739","12.99","294.67","317.56","302.65","9079.53","6.55","2107","2189","2138.5","38493","22.09","2758","2879","2828.39","50911","36.65","N/A","N/A"
"Mito 6565","GTY029 25C 5 (cropped)","Mito","12","0.0143","577","705","627.08","7525","36.34","549.84","652.34","608.19","7298.3","27.99","235","273","253.5","3042","10.17","293.95","308.27","300.3","3603.61","4.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6566","GTY029 25C 5 (cropped)","Mito","11","0.0131","584","677","633","6963","22.6","552.37","633.32","591.4","6505.4","26.18","235","265","251.82","2770","8.7","293.87","308.56","299.56","3295.11","3.7","2160","2211","2183.25","8733","18.17","2848","2865","2859","11436","6.52","N/A","N/A"
"Mito 6567","GTY029 25C 5 (cropped)","Mito","20","0.0238","597","686","639.35","12787","26.15","588.7","679.64","628.38","12567.56","22.83","232","280","253.2","5064","12.06","294.12","319.27","304.15","6082.96","8.22","2136","2191","2161.15","28095","16.3","2825","2977","2880.62","37448","37.89","N/A","N/A"
"Mito 6568","GTY029 25C 5 (cropped)","Mito","10","0.0119","600","720","635.5","6355","33.14","543.55","616.62","589.76","5897.64","18.56","241","276","255.5","2555","9.85","295.52","321.41","305.44","3054.38","7.87","1995","2049","2029","18261","18.1","2792","2928","2857.44","25717","46.62","N/A","N/A"
"Mito 6569","GTY029 25C 5 (cropped)","Mito","21","0.025","590","697","653.29","13719","27.18","601.84","685.04","649.28","13634.78","22.86","231","280","257.67","5411","12.76","294.38","318.2","305.01","6405.24","8.01","2197","2299","2244.83","26938","28.81","2781","2923","2863.92","34367","43.79","N/A","N/A"
"Mito 6570","GTY029 25C 5 (cropped)","Mito","11","0.0131","596","649","631.18","6943","15.16","581.1","665.17","625.34","6878.76","21.3","218","279","252","2772","17.41","293.97","305.45","298.64","3284.99","3.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6571","GTY029 25C 5 (cropped)","Mito","31","0.0369","561","703","629.84","19525","30.88","529.12","645.51","589.1","18262.07","31.04","231","277","256.03","7937","11.25","295.5","352.16","313.46","9717.21","13.99","2178","2253","2213.15","28771","23.51","2832","2968","2897.69","37670","42.37","N/A","N/A"
"Mito 6572","GTY029 25C 5 (cropped)","Mito","22","0.0262","590","699","639","14058","26.73","566.68","697.42","628.95","13836.9","39.77","233","286","257.09","5656","11.84","294.18","316.16","302.22","6648.8","6.43","2192","2270","2239.7","22397","24.17","2744","2931","2848","28480","49.74","N/A","N/A"
"Mito 6573","GTY029 25C 5 (cropped)","Mito","68","0.081","562","693","635.13","43189","28.89","536.21","644.65","592.94","40319.82","23.94","225","280","253.78","17257","13.26","293.8","345.62","308.41","20971.85","12.58","2073","2164","2124","53100","21.2","2715","2875","2812.8","70320","39.71","N/A","N/A"
"Mito 6574","GTY029 25C 5 (cropped)","Mito","14","0.0167","590","668","636.57","8912","23.57","602.58","702.21","653.11","9143.57","31.2","226","277","248.64","3481","14.02","293.81","305.58","299.5","4193.01","3.33","2050","2096","2070.67","18636","14.75","2770","2841","2801.67","25215","20.43","N/A","N/A"
"Mito 6575","GTY029 25C 5 (cropped)","Mito","13","0.0155","595","670","631.62","8211","25.89","547.87","625.04","574.61","7469.87","21.9","227","273","250.31","3254","12.96","295.03","316.79","301.53","3919.87","6.97","2045","2115","2081.38","16651","21.07","2800","2896","2847.75","22782","31.4","N/A","N/A"
"Mito 6576","GTY029 25C 5 (cropped)","Mito","11","0.0131","622","679","638.27","7021","15.88","598.87","673.29","635.84","6994.23","21.12","234","282","254.09","2795","14.39","293.9","319.14","303.76","3341.34","10.24","2181","2230","2215.14","15506","15.97","2791","2898","2841","19887","37.28","N/A","N/A"
"Mito 6577","GTY029 25C 5 (cropped)","Mito","19","0.0226","581","686","641.47","12188","30.66","564.5","650.01","611.04","11609.67","24.43","229","278","254.84","4842","13.69","293.93","327.44","305.04","5795.81","10.92","2121","2199","2168.92","26027","25.09","2824","2925","2879.17","34550","31.22","N/A","N/A"
"Mito 6578","GTY029 25C 5 (cropped)","Mito","32","0.0381","594","699","643.81","20602","22.9","598.13","704.96","638.82","20442.32","26.44","227","270","251.94","8062","10.85","293.92","308.4","299.72","9591","4.03","1990","2048","2016.6","20166","17.71","2804","2901","2843.3","28433","34.83","N/A","N/A"
"Mito 6579","GTY029 25C 5 (cropped)","Mito","24","0.0286","587","710","653.08","15674","27.58","623.48","741.87","686.28","16470.72","32.02","233","280","255.58","6134","13.39","293.83","332.32","308","7392.03","10.8","2194","2259","2227.69","28960","21.75","2762","2862","2816.08","36609","24.67","N/A","N/A"
"Mito 6580","GTY029 25C 5 (cropped)","Mito","10","0.0119","580","683","641.8","6418","26.42","554.46","648.04","603.89","6038.85","28.64","245","267","257.6","2576","6.41","295.16","309.68","301.17","3011.68","4.86","2112","2210","2168.8","10844","31.77","2773","2877","2823","14115","36.99","N/A","N/A"
"Mito 6581","GTY029 25C 5 (cropped)","Mito","10","0.0119","582","698","628.3","6283","37.25","584.51","616.24","601.43","6014.28","11.73","234","277","258.1","2581","15.58","293.95","309.48","299.3","2992.98","4.98","2000","2075","2051.29","14359","23.75","2774","2895","2848.43","19939","43.07","N/A","N/A"
"Mito 6582","GTY029 25C 5 (cropped)","Mito","33","0.0393","576","697","632.7","20879","31.43","543.34","644.51","589.48","19452.73","27.16","238","276","254.52","8399","7.63","293.9","324.88","306.41","10111.41","9.1","2065","2154","2108.28","37949","24.52","2769","2944","2846.33","51234","45.62","N/A","N/A"
"Mito 6583","GTY029 25C 5 (cropped)","Mito","15","0.0179","582","686","624.67","9370","24.37","559.35","623.42","583.92","8758.78","16.1","240","271","254.73","3821","10.81","293.87","307.8","300.6","4509.01","4.85","2077","2158","2117.14","14820","25.91","2736","2901","2814","19698","52.24","N/A","N/A"
"Mito 6584","GTY029 25C 5 (cropped)","Mito","27","0.0321","594","695","643.85","17384","28.35","580.15","662.33","617.56","16674.14","21.01","234","282","256.85","6935","11.31","293.92","312.83","301.73","8146.62","6.41","2081","2141","2096.5","12579","20.43","2796","2942","2858","17148","43.65","N/A","N/A"
"Mito 6585","GTY029 25C 5 (cropped)","Mito","33","0.0393","570","689","634.27","20931","29.03","536.69","697.36","617.58","20380.03","46.98","220","285","255.21","8422","14.96","295.2","331.32","309.45","10211.79","10.35","2133","2203","2154.44","19390","19.51","2766","2875","2809.78","25288","30.63","N/A","N/A"
"Mito 6586","GTY029 25C 5 (cropped)","Mito","27","0.0321","583","688","641.89","17331","20.55","582.82","679.93","624.32","16856.74","26.07","225","280","255.63","6902","14.53","294.23","316.34","302.67","8172.17","6.12","2194","2266","2228.67","26744","21.32","2798","2912","2836.17","34034","34.83","N/A","N/A"
"Mito 6587","GTY029 25C 5 (cropped)","Mito","11","0.0131","596","699","630.27","6933","29.17","592.29","647.17","614.96","6764.51","20.18","238","268","252.64","2779","9.51","293.73","297.77","295.76","3253.36","1.17","2200","2275","2230.17","13381","28.47","2790","2925","2831","16986","48.1","N/A","N/A"
"Mito 6588","GTY029 25C 5 (cropped)","Mito","11","0.0131","604","668","633.09","6964","20.44","585.56","646.41","624.95","6874.5","20.87","226","285","253.73","2791","17.64","294.01","312.18","303.12","3334.31","5.67","2223","2278","2242.67","13456","17.33","2782","2895","2840.17","17041","39.45","N/A","N/A"
"Mito 6589","GTY029 25C 5 (cropped)","Mito","17","0.0202","573","690","631.82","10741","33.81","538.41","656.11","582.97","9910.53","35.19","235","277","251.12","4269","11.89","294.57","306.65","299.51","5091.68","3.98","2221","2241","2232.4","11162","6.56","2776","2838","2812.8","14064","27.35","N/A","N/A"
"Mito 6590","GTY029 25C 5 (cropped)","Mito","11","0.0131","602","687","654","7194","27.6","577.25","668.11","630.58","6936.43","28","232","277","259.45","2854","13.3","295.74","321.8","305.98","3365.82","8.46","2047","2100","2066.57","14466","20.12","2828","2909","2872.57","20108","30.54","N/A","N/A"
"Mito 6591","GTY029 25C 5 (cropped)","Mito","15","0.0179","599","691","636.6","9549","22.46","570.91","690.98","627.72","9415.79","37.91","244","278","257.33","3860","9.51","293.76","316.96","302","4529.98","6.81","2078","2165","2117.71","14824","26.63","2806","2861","2829.86","19809","17.69","N/A","N/A"
"Mito 6592","GTY029 25C 5 (cropped)","Mito","35","0.0417","561","694","632.06","22122","29.93","508.11","666.19","599.47","20981.3","34.99","231","282","254.2","8897","11.14","294.09","332.84","307.92","10777.37","10.04","2105","2139","2122.22","19100","12.5","2721","2832","2800.44","25204","32.35","N/A","N/A"
"Mito 6593","GTY029 25C 5 (cropped)","Mito","11","0.0131","602","689","637.36","7011","25.25","577.82","628.93","606.67","6673.39","14.52","242","288","258.45","2843","12.88","294.29","315.92","302.39","3326.27","7.29","2133","2219","2182.6","10913","32.58","2791","2879","2834.4","14172","33.64","N/A","N/A"
"Mito 6594","GTY029 25C 5 (cropped)","Mito","11","0.0131","583","678","640.64","7047","28.02","567.46","658.56","614.58","6760.33","27.19","240","283","261.45","2876","12.86","295.01","310.82","300.86","3309.49","4.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6595","GTY029 25C 5 (cropped)","Mito","40","0.0476","571","684","633.35","25334","26.88","522.5","638.88","586.74","23469.76","25.41","227","279","254.18","10167","14.34","293.99","329.7","303.77","12150.74","9.36","2187","2253","2221.11","19990","20.24","2767","2894","2821.22","25391","37.6","N/A","N/A"
"Mito 6596","GTY029 25C 5 (cropped)","Mito","11","0.0131","576","638","616.18","6778","21.69","563.18","642.2","587.36","6460.94","19.84","248","281","261.73","2879","9.7","293.79","336.16","312.25","3434.71","12.88","2213","2213","2213","2213","0","2848","2848","2848","2848","0","N/A","N/A"
"Mito 6597","GTY029 25C 5 (cropped)","Mito","51","0.0607","576","683","639.71","32625","24.04","534.01","635.65","597.04","30448.83","25.21","229","284","256.2","13066","10.9","294.49","350.56","310.48","15834.34","13.58","2137","2235","2179.96","52319","25.1","2780","2930","2842.21","68213","38.99","N/A","N/A"
"Mito 6598","GTY029 25C 5 (cropped)","Mito","14","0.0167","553","675","618.93","8665","30.77","516.58","608.33","565.68","7919.56","23.05","231","288","254.64","3565","14.89","293.89","301.68","296.97","4157.64","2.11","2079","2170","2124.17","12745","28.92","2705","2883","2803.67","16822","58.27","N/A","N/A"
"Mito 6599","GTY029 25C 5 (cropped)","Mito","16","0.0191","590","696","644.06","10305","32.17","577.44","711.89","642.36","10277.74","39.41","228","291","255.25","4084","14.08","293.89","312.63","299.96","4799.37","5.85","2177","2240","2211.3","22113","19.14","2786","2904","2850.3","28503","36.82","N/A","N/A"
"Mito 6600","GTY029 25C 5 (cropped)","Mito","31","0.0369","590","706","638.61","19797","29.69","529.94","646.45","589.07","18261.29","33.84","229","277","255.42","7918","10.77","294.25","336.34","309.62","9598.3","12.24","2187","2301","2223.31","28903","28.56","2790","3012","2853.38","37094","53.9","N/A","N/A"
"Mito 6601","GTY029 25C 5 (cropped)","Mito","21","0.025","581","669","631.1","13253","25.47","553.65","632.74","593.95","12473.02","19.13","236","276","255.19","5359","9.07","293.97","322.63","305.21","6409.45","7.6","2132","2206","2168.33","26020","23.45","2778","2893","2835.83","34030","38.49","N/A","N/A"
"Mito 6602","GTY029 25C 5 (cropped)","Mito","21","0.025","582","730","645.33","13552","33.73","596.46","684.66","645.75","13560.85","24.39","237","274","257","5397","9.67","295.79","324.2","305.57","6416.88","7.02","2136","2180","2161.38","17291","15.12","2832","2910","2863.25","22906","27.94","N/A","N/A"
"Mito 6603","GTY029 25C 5 (cropped)","Mito","15","0.0179","584","681","634.53","9518","22.05","593.38","654.83","629.52","9442.83","19.54","228","290","259.07","3886","16.29","293.79","311.75","301.02","4515.33","5.11","2094","2186","2143.43","15004","29.35","2760","2833","2788.14","19517","24.53","N/A","N/A"
"Mito 6604","GTY029 25C 5 (cropped)","Mito","27","0.0321","583","700","637.22","17205","28.17","576.27","666.26","629.31","16991.43","22.94","241","289","258.67","6984","12.06","293.92","323.05","302.03","8154.77","8.14","2258","2292","2272.11","20449","10.63","2820","2917","2881.56","25934","30.68","N/A","N/A"
"Mito 6605","GTY029 25C 5 (cropped)","Mito","14","0.0167","588","674","644.07","9017","22.76","570.12","707.04","638.88","8944.36","39.47","226","286","255.43","3576","14.34","294.5","313.5","303.16","4244.28","5.9","2144","2234","2180.67","13084","33.99","2817","2906","2857.33","17144","31.45","N/A","N/A"
"Mito 6606","GTY029 25C 5 (cropped)","Mito","24","0.0286","584","684","634.67","15232","25.07","545.47","613.81","583.11","13994.76","18.72","224","276","253.88","6093","13.08","294.08","307.78","298.55","7165.31","3.75","2225","2267","2251.5","9006","16.22","2819","2911","2869.5","11478","40.28","N/A","N/A"
"Mito 6607","GTY029 25C 5 (cropped)","Mito","13","0.0155","586","682","639.77","8317","25.77","590.41","671.64","639.83","8317.8","19","242","293","257.62","3349","13.16","295.93","316.29","307.02","3991.26","6.38","2170","2224","2190.71","15335","18.52","2811","2957","2861.14","20028","45.85","N/A","N/A"
"Mito 6608","GTY029 25C 5 (cropped)","Mito","21","0.025","611","678","643.38","13511","18.52","582.6","658.84","622.23","13066.92","22.91","236","278","255.81","5372","11.37","294.17","311.57","298.83","6275.36","5.04","2012","2065","2033.25","24399","16.65","2732","2904","2815.17","33782","46.75","N/A","N/A"
"Mito 6609","GTY029 25C 5 (cropped)","Mito","10","0.0119","605","674","650.2","6502","21.02","650.11","744.66","704.48","7044.76","26.18","218","288","260.4","2604","18.36","293.99","318.43","306.21","3062.13","7.47","2178","2222","2198.4","10992","14.6","2742","2878","2816.6","14083","43.65","N/A","N/A"
"Mito 6610","GTY029 25C 5 (cropped)","Mito","15","0.0179","582","693","644.33","9665","28.53","589.3","702.12","640.5","9607.52","28.21","226","272","254.6","3819","13.43","294.87","308.67","301","4515","3.82","2206","2280","2252","15764","30","2846","2927","2882.29","20176","29.24","N/A","N/A"
"Mito 6611","GTY029 25C 5 (cropped)","Mito","33","0.0393","601","697","650.61","21470","28.22","638.54","750.24","697.14","23005.64","27.7","235","282","258.48","8530","11.82","293.78","336.06","307.84","10158.84","11.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6612","GTY029 25C 5 (cropped)","Mito","23","0.0274","598","683","639.48","14708","23.86","569.25","668.19","619.64","14251.81","22.71","230","274","259.17","5961","9.34","294.04","316.8","302.31","6953.17","6.54","2113","2200","2158.33","25900","25.03","2754","2905","2810.67","33728","43.15","N/A","N/A"
"Mito 6613","GTY029 25C 5 (cropped)","Mito","12","0.0143","611","675","642.42","7709","20.64","578.76","665.02","623.53","7482.35","27.14","238","284","259.58","3115","12.88","293.75","311.01","300.43","3605.11","4.56","2102","2153","2135.67","12814","18.75","2738","2869","2806.83","16841","48.38","N/A","N/A"
"Mito 6614","GTY029 25C 5 (cropped)","Mito","12","0.0143","562","681","620.67","7448","28.02","541","665.93","587.24","7046.91","34.69","237","279","257.25","3087","12.68","293.96","310.31","302.67","3632.06","6.52","2205","2282","2246.8","22468","23.85","2761","2883","2837.5","28375","34.51","N/A","N/A"
"Mito 6615","GTY029 25C 5 (cropped)","Mito","29","0.0345","578","702","641.55","18605","28.54","553.69","666.12","621.36","18019.58","32.02","225","293","261.76","7591","14.16","293.88","311.95","301.92","8755.56","5.89","2035","2112","2068.8","10344","27.07","2834","2942","2883","14415","39.91","N/A","N/A"
"Mito 6616","GTY029 25C 5 (cropped)","Mito","13","0.0155","590","660","630.08","8191","21.6","570.04","659.93","611.34","7947.4","24.74","239","275","257.31","3345","12.66","293.85","307.21","298.51","3880.68","3.37","2021","2093","2043.6","10218","25.34","2780","2909","2828.8","14144","45.24","N/A","N/A"
"Mito 6617","GTY029 25C 5 (cropped)","Mito","14","0.0167","612","680","637.71","8928","18.65","597.86","657.49","626.3","8768.16","17.19","238","266","254.36","3561","8.67","296.84","320.28","305.55","4277.65","6.5","2078","2163","2129","10645","27.84","2844","2937","2882","14410","34.85","N/A","N/A"
"Mito 6618","GTY029 25C 5 (cropped)","Mito","11","0.0131","599","666","637.18","7009","19.66","579.97","641.1","610.49","6715.34","17.57","241","267","256.09","2817","8.73","294.81","305.21","299.71","3296.78","3.38","2188","2190","2189.25","8757","0.829","2810","2881","2843.25","11373","25.21","N/A","N/A"
"Mito 6619","GTY029 25C 5 (cropped)","Mito","15","0.0179","606","670","633.33","9500","19.97","565.56","633.27","596.95","8954.23","18.27","236","286","257.33","3860","13.67","294.1","312.94","304.44","4566.63","5.98","2223","2318","2262.17","13573","29.05","2821","2941","2854.67","17128","40.35","N/A","N/A"
"Mito 6620","GTY029 25C 5 (cropped)","Mito","10","0.0119","570","697","632","6320","36","628.7","684.89","661.56","6615.63","18.02","246","268","261.1","2611","6.98","295.36","315.27","304.4","3044.05","5.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6621","GTY029 25C 5 (cropped)","Mito","14","0.0167","533","662","610.36","8545","31.98","557.49","643.84","607.42","8503.91","25.52","227","282","249.5","3493","12.7","294.04","308.85","300.42","4205.82","4.88","2244","2282","2257","15799","11.93","2801","2866","2832.57","19828","23.25","N/A","N/A"
"Mito 6622","GTY029 25C 5 (cropped)","Mito","12","0.0143","570","692","632","7584","34.37","518.87","634.81","568.19","6818.28","29.24","232","274","254","3048","13.3","295.25","313.12","301.89","3622.74","6.33","1996","2049","2024.5","12147","17.11","2742","2853","2796.5","16779","40.97","N/A","N/A"
"Mito 6623","GTY029 25C 5 (cropped)","Mito","19","0.0226","597","677","637.37","12110","21.57","602.82","676.42","640.35","12166.74","20.03","235","272","256.16","4867","11.18","295.46","318.78","302.73","5751.93","6.19","2052","2064","2058","4116","6","2854","2876","2865","5730","11","N/A","N/A"
"Mito 6624","GTY029 25C 5 (cropped)","Mito","13","0.0155","563","688","630.62","8198","30.24","579.08","625.19","599.61","7794.98","14.92","243","283","260.85","3391","9.81","295.72","317","305.07","3965.91","5.86","2204","2259","2226","17808","20.5","2793","2917","2837.88","22703","37.19","N/A","N/A"
"Mito 6625","GTY029 25C 5 (cropped)","Mito","33","0.0393","591","699","649.39","21430","27.28","588.3","714.09","649.82","21444.02","31.71","231","284","254.76","8407","12.8","293.86","349.46","312.29","10305.66","14.42","1983","2060","2026.07","28365","24.11","2784","2866","2823.14","39524","24.53","N/A","N/A"
"Mito 6626","GTY029 25C 5 (cropped)","Mito","22","0.0262","602","714","641.73","14118","25.28","575.43","699.73","638.97","14057.26","36.03","233","283","255.64","5624","12.42","293.88","322.71","303.24","6671.2","8.9","2171","2263","2220.79","31091","24.09","2746","2900","2834.29","39680","40.62","N/A","N/A"
"Mito 6627","GTY029 25C 5 (cropped)","Mito","25","0.0298","621","712","657.12","16428","24.38","652.67","733.22","689.64","17240.93","22.88","239","275","256.16","6404","9.87","293.93","311.24","300.34","7508.47","5.33","2146","2220","2176.5","21765","21.42","2764","2917","2832.6","28326","38.23","N/A","N/A"
"Mito 6628","GTY029 25C 5 (cropped)","Mito","24","0.0286","608","688","640.83","15380","23.64","583.21","663.27","628.48","15083.44","21.74","238","291","255.17","6124","13.89","294.03","331.12","306.07","7345.69","11.33","2127","2168","2151.27","23664","12.28","2787","2924","2880","31680","40.48","N/A","N/A"
"Mito 6629","GTY029 25C 5 (cropped)","Mito","36","0.0429","566","691","623.83","22458","33.17","509.29","643.44","582.62","20974.39","33.21","228","284","256.22","9224","11.43","294.78","332.3","308.71","11113.65","10.14","2053","2119","2078.53","39492","17.22","2791","2908","2853","54207","29.76","N/A","N/A"
"Mito 6630","GTY029 25C 5 (cropped)","Mito","14","0.0167","612","684","640.71","8970","19.44","608.74","669.67","641.28","8977.96","19.06","225","280","253.21","3545","14.26","294.78","313.9","302.57","4236","5.84","2284","2355","2313.89","20825","26.64","2897","3016","2950.67","26556","40.23","N/A","N/A"
"Mito 6631","GTY029 25C 5 (cropped)","Mito","10","0.0119","752","861","800.8","8008","33.96","936.77","1130.49","1033.46","10334.56","56.11","244","297","273","2730","13.81","294.79","304.97","300.06","3000.63","3.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55"
"Mito 6632","GTY029 25C 5 (cropped)","Mito","12","0.0143","589","693","638.92","7667","26.19","573.17","699.69","649.29","7791.43","41.82","238","267","251.25","3015","9.3","294.26","308.45","300.91","3610.89","3.85","2244","2244","2244","2244","0","2874","2874","2874","2874","0","N/A","N/A"
"Mito 6633","GTY029 25C 5 (cropped)","Mito","11","0.0131","598","685","636.91","7006","24.67","566.8","655.62","617.06","6787.71","28.67","241","284","253.64","2790","11.82","298.9","315.31","304.08","3344.89","4.88","2210","2233","2224.25","8897","9.28","2800","2866","2838.5","11354","24.99","N/A","N/A"
"Mito 6634","GTY029 25C 5 (cropped)","Mito","30","0.0357","569","692","623.77","18713","25.51","563.77","632.62","589.08","17672.55","16.18","235","294","262.1","7863","14.96","293.99","346.52","312.58","9377.49","14.57","2166","2226","2198.77","28584","17.33","2752","2862","2801.15","36415","26.38","N/A","N/A"
"Mito 6635","GTY029 25C 5 (cropped)","Mito","14","0.0167","588","708","649.36","9091","32.03","592.43","719.12","651.39","9119.42","34.56","233","309","253.43","3548","19.51","294.78","319.15","303.53","4249.36","8.87","2227","2305","2268.25","18146","21.77","2816","2942","2908.88","23271","38.68","N/A","N/A"
"Mito 6636","GTY029 25C 5 (cropped)","Mito","21","0.025","549","661","623.9","13102","26.81","579.26","632.91","610.22","12814.63","13.5","234","278","253.38","5321","11.3","293.87","309.39","300.08","6301.6","4.47","2018","2096","2056.17","24674","19.79","2808","2899","2837.92","34055","26.47","N/A","N/A"
"Mito 6637","GTY029 25C 5 (cropped)","Mito","40","0.0476","592","687","637.48","25499","26.3","536.79","701.28","604.16","24166.4","34.86","234","285","256.5","10260","10.7","294","327.92","307.28","12291.25","9.24","2125","2125","2125","2125","0","2797","2797","2797","2797","0","N/A","N/A"
"Mito 6638","GTY029 25C 5 (cropped)","Mito","29","0.0345","567","712","635.38","18426","35.81","560.41","728.37","632.73","18349.24","40.25","230","275","257.07","7455","10.7","294.29","317.47","302.08","8760.36","5.92","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 6639","GTY029 25C 5 (cropped)","Mito","50","0.0595","583","699","640.56","32028","27.99","590.6","748.02","646.17","32308.75","33.73","227","289","258.98","12949","14","293.85","345.84","310.89","15544.42","12.84","2200","2296","2229.33","33440","20.84","2792","2910","2831.8","42477","29.09","N/A","N/A"
"Mito 6640","GTY029 25C 5 (cropped)","Mito","13","0.0155","587","680","625.15","8127","25.62","555.2","619.18","593.71","7718.17","19.59","240","283","257.31","3345","12.62","294.05","316.16","303.21","3941.75","6.65","2225","2282","2259","13554","17.07","2766","2859","2829.17","16975","31.06","N/A","N/A"
"Mito 6641","GTY029 25C 5 (cropped)","Mito","19","0.0226","601","723","649.53","12341","32.43","572.93","743.06","662.51","12587.7","52.88","228","276","256.84","4880","13.21","294.17","317.64","302.06","5739.14","7.65","2035","2059","2047.67","12286","7.91","2771","2860","2827.17","16963","29.68","N/A","N/A"
"Mito 6642","GTY029 25C 5 (cropped)","Mito","21","0.025","602","679","634.67","13328","22.28","584.87","652.6","617.56","12968.69","19.71","233","285","254.67","5348","14.11","293.74","305.37","298.42","6266.91","3.08","2167","2228","2197.2","10986","26.03","2719","2873","2805.4","14027","51.32","N/A","N/A"
"Mito 6643","GTY029 25C 5 (cropped)","Mito","15","0.0179","590","707","644","9660","33.51","576.04","668.94","616.84","9252.63","28.23","239","278","261","3915","9.19","293.72","329.88","307.12","4606.74","11.39","2170","2226","2197.1","21971","15.11","2780","2877","2846","28460","34.78","N/A","N/A"
"Mito 6644","GTY029 25C 5 (cropped)","Mito","15","0.0179","568","660","611.67","9175","30.59","537.36","622.21","576.03","8640.47","23.07","229","292","258.33","3875","15.87","294.13","312.24","301.88","4528.14","6.33","2178","2224","2205","13230","15.11","2773","2820","2808","16848","16.59","N/A","N/A"
"Mito 6645","GTY029 25C 5 (cropped)","Mito","23","0.0274","590","713","633.04","14560","28.28","574.48","665.04","622.91","14326.9","21.48","235","296","257.48","5922","16.4","293.74","316.44","301.34","6930.73","5.87","2328","2396","2357.17","14143","22.65","2814","2923","2883.83","17303","39.31","N/A","N/A"
