,1392,1857,1686,1616,2130,2695,2010,1981,2654,1272,1782,1445,2181,2087,1329,1234
0,0.237019712,0.264996094,0.337516218,0.364202296,0.167598246,0.259040365,0.256010549,0.276522998,0.176664063,0.402856046,0.216368405,0.172190829,0.219944984,0.226929097,0.176664063,0.185286832
1,0.273686789,0.330508198,0.34888357,0.429115518,0.282109885,0.27082088,0.323348326,0.27082088,0.246697938,0.434536139,0.313547607,0.181026795,0.287588258,0.259040365,0.226929097,0.158013141
2,0.303430492,0.344381658,0.397003104,0.438112628,0.325752436,0.355529568,0.325752436,0.298243264,0.37476107,0.434536139,0.412426407,0.27082088,0.332860599,0.33982011,0.230341757,0.264996094
3,0.37476107,0.38906224,0.467409176,0.491811937,0.357717463,0.40091456,0.410530184,0.395032854,0.393052727,0.474039424,0.364202296,0.308530522,0.378902202,0.40091456,0.246697938,0.284862242
4,NA,NA,0.548797179,0.501240499,NA,0.48219905,NA,NA,0.474039424,0.472390587,0.499681427,0.325752436,NA,NA,0.313547607,0.368462116
5,NA,NA,0.584595238,0.545946266,NA,0.521084122,NA,NA,0.56421977,0.491811937,NA,0.376837325,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,0.714343492,NA,NA,NA,0.550217097,NA,0.408625161,NA,NA,NA,NA
