ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Large,Classify_Location_Center_X_Bin_1,Classify_Location_Center_X_Bin_2,Classify_Location_Center_X_Bin_3,Classify_Small,Classify_Tiny,Location_Center_X,Location_Center_Y,Number_Object_Number
1,1,105,553.0,127.0,1.1210054729326357,0.73200365544029322,1.0,0.75,0.80913970758820419,14.381099135454424,13.928388277184119,5.0,2.1317373569751155,2.0,9.0,9.7978529563200301,75.523129434224529,40.382000000000012,0.92920353982300885,0,0,1,0,1,0,552.16190476190479,125.38095238095238,1
1,2,387,600.0,132.0,1.0974234309192386,0.67719198762818777,1.0,0.71666666666666667,0.72743898135781737,26.529014949526097,27.784887978899608,9.4868329805051381,3.6322767935527187,3.0,18.853279657559685,19.520218149298589,72.507237367999295,81.764000000000024,0.92473118279569888,0,0,1,0,1,0,600.51679586563307,133.16020671834625,2
1,3,203,744.0,187.0,1.0038763298232058,0.37117899751863104,1.0,0.79607843137254897,0.86035607623782084,16.749941734317115,16.401219466856727,8.0,3.0146310394706095,2.8284271247461903,14.0,15.553348248466076,-8.7644320628104886,54.452000000000012,0.93548387096774188,0,0,1,0,1,0,744.16256157635473,187.05418719211823,3
1,4,95,801.0,197.0,1.0041224486591418,0.39552254657284713,1.0,0.78512396694214881,0.96294485964008292,11.548957502085262,11.180339887498949,5.0990195135927845,2.2022485947303054,2.0,9.8994949366116654,10.607212399891116,39.767606202923254,35.210000000000008,0.92233009708737868,0,0,0,1,1,0,800.77894736842109,196.74736842105264,4
1,5,160,830.0,213.0,1.0455459652149732,0.5786442220929805,1.0,0.76190476190476186,0.79209822399977459,16.058148019169941,16.401219466856727,6.4031242374328485,2.6106144937618048,2.2360679774997898,12.658722022512512,13.096705619994939,-54.809280617588598,50.382000000000012,0.91428571428571426,0,0,0,1,1,0,830.56875000000002,212.95625000000001,5
1,6,452,713.0,246.0,1.0071008522056832,0.34861008172589936,1.0,0.78472222222222221,0.90997225304205365,24.87712374942279,25.238858928247925,11.313708498984761,4.2191794893745911,3.6055512754639891,22.627416997969522,23.316528135207786,46.348858401952832,79.006000000000029,0.94957983193277284,0,0,1,0,1,0,712.44026548672571,245.86283185840708,6
1,7,83,608.0,247.0,1.0126289902135108,0.47254742441862924,1.0,0.75454545454545452,0.85299477209359542,11.048729513482362,10.816653826391969,5.0,2.0429085526878374,2.0,9.0,9.7373032508272175,14.431598351164777,34.968000000000004,0.90710382513661203,0,0,1,0,1,0,608.1204819277109,247.3012048192771,7
1,8,137,849.0,268.0,1.0281506205449489,0.57671418237471961,1.0,0.75274725274725274,0.87126008831270507,14.733762303701841,14.422205101855956,6.0827625302982193,2.5071959686565202,2.2360679774997898,11.313708498984761,12.036688043081737,40.3893142364483,44.452000000000012,0.92881355932203391,0,0,0,1,1,0,848.18978102189783,267.48175182481754,8
1,9,88,221.0,276.0,1.0040509320508386,0.4364704399113572,1.0,0.80000000000000004,0.96819298865292769,11.222779491911398,10.770329614269007,5.0,2.1303796455360744,2.0,9.0,10.097343426985438,8.0400541985418634,33.796000000000006,0.9263157894736842,0,1,0,0,1,0,221.28409090909091,276.43181818181819,9
1,10,85,762.0,280.0,1.0170140480763354,0.49676174514861016,1.0,0.77272727272727271,0.90357980893054601,11.278506033375747,10.816653826391969,5.0,2.0779518232392533,2.0,9.0,9.7884682705864847,-18.155719479338227,34.382000000000005,0.91891891891891897,0,0,1,0,1,0,762.29411764705878,280.04705882352943,10
1,11,109,739.0,287.0,1.0063448232005419,0.4569989784206081,1.0,0.75694444444444442,0.89879623081870152,12.556924602465317,12.083045973594572,5.3851648071345037,2.327141922503166,2.0,10.285912696499032,11.168972805678745,-26.555180212779657,39.038000000000011,0.92372881355932202,0,0,1,0,1,0,738.57798165137615,286.81651376146789,11
1,12,90,616.0,296.0,1.1968218268243604,0.83366422262144202,1.0,0.7142857142857143,0.72288889813098622,14.57445386756296,13.928388277184119,4.1231056256176606,1.9301901647071051,2.0,7.6026311234992852,8.0490575339050761,-72.511426393002225,39.554000000000009,0.90909090909090906,0,0,1,0,1,0,615.79999999999995,296.48888888888888,12
1,13,192,925.0,316.0,1.0128090397607685,0.44418789887325894,1.0,0.80000000000000004,0.87125118229669907,16.632315384581325,16.552945357246848,7.0710678118654755,2.8949235683948245,2.8284271247461903,14.0,14.901451079582243,-81.432908773473983,52.624000000000024,0.93430656934306566,0,0,0,1,1,0,925.58854166666663,315.46354166666669,13
1,14,148,613.0,325.0,1.0272891841328742,0.61690373389812103,1.0,0.82222222222222219,0.93397356790916863,15.528191585771745,14.866068747318506,6.0,2.6291871386288941,2.2360679774997898,11.0,12.221286414918552,14.804089895085536,44.624000000000009,0.94871794871794868,0,0,1,0,1,0,613.02027027027032,324.56756756756755,14
1,15,173,295.0,334.0,1.0269868281900052,0.58206383429030684,1.0,0.83173076923076927,0.91950607244950278,16.565483649076079,16.15549442140351,6.7082039324993694,2.7842647385367107,2.2360679774997898,12.0,13.470108643207384,6.9802757718361388,48.624000000000017,0.94794520547945205,0,1,0,0,1,0,295.46820809248555,334.38150289017341,15
1,16,124,358.0,341.0,1.0067568792578172,0.37844674055701921,1.0,0.73372781065088755,0.9330550931629733,13.150493077260478,13.0,5.8309518948453007,2.4081721330945385,2.1180339887498949,11.180339887498949,12.172399751779624,47.073585106220484,40.866000000000014,0.92537313432835822,0,1,0,0,1,0,357.97580645161293,341.16129032258067,16
