SARS-CoV-2 RNA Levels in Wastewater for Sewershed 498 Treatment plant in New York City
Date generated: Tue Jan 17 2023 12:53:16 GMT-0500 (Eastern Standard Time)
Week Ending Date,Normalized SARS-CoV-2 concentration in wastewater
2022-09-10,1111971827.784
2022-09-11,1074586855.618
2022-09-12,1034656318.989
2022-09-13,993856215.28
2022-09-14,953550731.807
2022-09-15,914265022.457
2022-09-16,876314482.757
2022-09-17,840014508.237
2022-09-18,805680494.425
2022-09-19,773627836.849
2022-09-20,744171931.039
2022-09-21,717628172.523
2022-09-22,694311956.83
2022-09-23,674538679.487
2022-09-24,658623736.025
2022-09-25,646882521.971
2022-09-26,639607769.766
2022-09-27,637001559.496
2022-09-28,639119416.163
2022-09-29,645521296.785
2022-09-30,655643266.383
2022-10-01,668921389.98
2022-10-02,684791732.597
2022-10-03,702464646.338
2022-10-04,720247631.629
2022-10-05,736500535.293
2022-10-06,750695441.422
2022-10-07,762582493.423
2022-10-08,771911834.705
2022-10-09,778433608.674
2022-10-10,782121977.863
2022-10-11,783847181.304
2022-10-12,784644051.836
2022-10-13,785309721.043
2022-10-14,786581895.194
2022-10-15,789198280.559
2022-10-16,793896583.406
2022-10-17,801257240.761
2022-10-18,811231612.681
2022-10-19,823613789.982
2022-10-20,838197863.479
2022-10-21,854777923.985
2022-10-22,873148062.315
2022-10-23,893102369.285
2022-10-24,914666448.184
2022-10-25,938791952.196
2022-10-26,966442368.659
2022-10-27,997702471.622
2022-10-28,1032437356.81
2022-10-29,1070512119.951
2022-10-30,1111791856.769
2022-10-31,1155585968.661
2022-11-01,1198981079.695
2022-11-02,1239144145.869
2022-11-03,1275786228.216
2022-11-04,1309254414.027
2022-11-05,1339895790.592
2022-11-06,1368057445.202
2022-11-07,1394086465.15
2022-11-08,1418329937.724
2022-11-09,1441240215.392
2022-11-10,1463690711.318
2022-11-11,1486660103.843
2022-11-12,1511127071.307
2022-11-13,1538070292.05
2022-11-14,1568250044.845
2022-11-15,1601553010.193
2022-11-16,1637684780.821
2022-11-17,1676500196.642
2022-11-18,1717891409.361
2022-11-19,1761750570.685
2022-11-20,1807969832.319
2022-11-21,1856302629.802
2022-11-22,1905947533.992
2022-11-23,1955964399.58
2022-11-24,2005413081.256
2022-11-25,2053353433.712
2022-11-26,2098845311.636
2022-11-27,2140948569.721
2022-11-28,2178723062.655
2022-11-29,2210615958.176
2022-11-30,2232623676.204
2022-12-01,2241515682.317
2022-12-02,2239604372.52
2022-12-03,2230587875.431
2022-12-04,2218164319.664
2022-12-05,2206031833.836
2022-12-06,2197003547.96
2022-12-07,2190352597.649
2022-12-08,2184985380.817
2022-12-09,2181881339.012
2022-12-10,2182538174.686
2022-12-11,2188453590.294
2022-12-12,2200758307.416
2022-12-13,2219115124.153
2022-12-14,2242627343.811
2022-12-15,2269628214.005
2022-12-16,2298258468.424
2022-12-17,2326658840.759
2022-12-18,2352970064.703
2022-12-19,2375542275.524
2022-12-20,2393563214.814
2022-12-21,2406641017.65
2022-12-22,2415227786.747
2022-12-23,2419986616.729
2022-12-24,2421580602.217
2022-12-25,2420672837.837
2022-12-26,2417926418.211
2022-12-27,2414004437.963
2022-12-28,2409569991.715
2022-12-29,2405286174.092
2022-12-30,2401816079.716
2022-12-31,2399822803.211
2023-01-01,2399969439.2
2023-01-02,2402919082.306
2023-01-03,2409334827.154
2023-01-04,N/A
2023-01-05,N/A
2023-01-06,N/A
2023-01-07,N/A
2023-01-08,N/A
2023-01-09,N/A
2023-01-10,N/A
