Align_Xshift_AlignedGray,Align_Xshift_AlignedPlate,Align_Yshift_AlignedGray,Align_Yshift_AlignedPlate,Classify_AreaShape_Area_Bin_10_NumObjectsPerBin,Classify_AreaShape_Area_Bin_10_PctObjectsPerBin,Classify_AreaShape_Area_Bin_11_NumObjectsPerBin,Classify_AreaShape_Area_Bin_11_PctObjectsPerBin,Classify_AreaShape_Area_Bin_12_NumObjectsPerBin,Classify_AreaShape_Area_Bin_12_PctObjectsPerBin,Classify_AreaShape_Area_Bin_13_NumObjectsPerBin,Classify_AreaShape_Area_Bin_13_PctObjectsPerBin,Classify_AreaShape_Area_Bin_14_NumObjectsPerBin,Classify_AreaShape_Area_Bin_14_PctObjectsPerBin,Classify_AreaShape_Area_Bin_15_NumObjectsPerBin,Classify_AreaShape_Area_Bin_15_PctObjectsPerBin,Classify_AreaShape_Area_Bin_16_NumObjectsPerBin,Classify_AreaShape_Area_Bin_16_PctObjectsPerBin,Classify_AreaShape_Area_Bin_17_NumObjectsPerBin,Classify_AreaShape_Area_Bin_17_PctObjectsPerBin,Classify_AreaShape_Area_Bin_18_NumObjectsPerBin,Classify_AreaShape_Area_Bin_18_PctObjectsPerBin,Classify_AreaShape_Area_Bin_19_NumObjectsPerBin,Classify_AreaShape_Area_Bin_19_PctObjectsPerBin,Classify_AreaShape_Area_Bin_1_NumObjectsPerBin,Classify_AreaShape_Area_Bin_1_PctObjectsPerBin,Classify_AreaShape_Area_Bin_20_NumObjectsPerBin,Classify_AreaShape_Area_Bin_20_PctObjectsPerBin,Classify_AreaShape_Area_Bin_2_NumObjectsPerBin,Classify_AreaShape_Area_Bin_2_PctObjectsPerBin,Classify_AreaShape_Area_Bin_3_NumObjectsPerBin,Classify_AreaShape_Area_Bin_3_PctObjectsPerBin,Classify_AreaShape_Area_Bin_4_NumObjectsPerBin,Classify_AreaShape_Area_Bin_4_PctObjectsPerBin,Classify_AreaShape_Area_Bin_5_NumObjectsPerBin,Classify_AreaShape_Area_Bin_5_PctObjectsPerBin,Classify_AreaShape_Area_Bin_6_NumObjectsPerBin,Classify_AreaShape_Area_Bin_6_PctObjectsPerBin,Classify_AreaShape_Area_Bin_7_NumObjectsPerBin,Classify_AreaShape_Area_Bin_7_PctObjectsPerBin,Classify_AreaShape_Area_Bin_8_NumObjectsPerBin,Classify_AreaShape_Area_Bin_8_PctObjectsPerBin,Classify_AreaShape_Area_Bin_9_NumObjectsPerBin,Classify_AreaShape_Area_Bin_9_PctObjectsPerBin,Count_Colonies,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_08Align,ExecutionTime_09MaskImage,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11MeasureObjectSizeShape,ExecutionTime_12ClassifyObjects,ExecutionTime_13OverlayOutlines,ExecutionTime_14SaveImages,FileName_OrigColor,FileName_PlateTemplate,Frame_OrigColor,Frame_PlateTemplate,Group_Index,Group_Number,Height_OrigColor,Height_PlateTemplate,ImageNumber,MD5Digest_OrigColor,MD5Digest_PlateTemplate,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_08Align,ModuleError_09MaskImage,ModuleError_10IdentifyPrimaryObjects,ModuleError_11MeasureObjectSizeShape,ModuleError_12ClassifyObjects,ModuleError_13OverlayOutlines,ModuleError_14SaveImages,PathName_OrigColor,PathName_PlateTemplate,ProcessingStatus,Scaling_OrigColor,Scaling_PlateTemplate,Series_OrigColor,Series_PlateTemplate,Threshold_FinalThreshold_Colonies,Threshold_OrigThreshold_Colonies,Threshold_SumOfEntropies_Colonies,Threshold_WeightedVariance_Colonies,URL_OrigColor,URL_PlateTemplate,Width_OrigColor,Width_PlateTemplate
5,0,5,0,33,5.34846029173,23,3.72771474878,26,4.21393841167,28,4.53808752026,18,2.91734197731,14,2.26904376013,20,3.2414910859,16,2.59319286872,14,2.26904376013,7,1.13452188006,31,5.02431118314,9,1.45867098865,35,5.67260940032,25,4.05186385737,35,5.67260940032,33,5.34846029173,33,5.34846029173,29,4.70016207455,32,5.18638573744,22,3.56564019449,617.0,0,0,1.33,0,0.34,9.23,0.01,1.69,1.95,0.22,0.3,0.52,plate 5.1.14 Lsmall 2nd glare.tif,PlateTemplatePaper1440_1076.tif,0,0,1,1,1076,1076,1,3582fee6e265fb148ae9edd32b6a04b2,0c4b3f20289ff548fb05d7dc19440720,0,0,0,0,0,0,0,0,0,0,0,0,/Users/confocal/Downloads/cellprofiler/yeast grayscale colonies/input images/images,/Users/confocal/Downloads/cellprofiler/yeast grayscale colonies/input images/templates,Done,255,255,0,0,0.110000009569,0.110000009569,-11.2808796219,0.786102615718,file:/Users/confocal/Downloads/cellprofiler/yeast%20grayscale%20colonies/input%20images/images/plate%205.1.14%20Lsmall%202nd%20glare.tif,file:/Users/confocal/Downloads/cellprofiler/yeast%20grayscale%20colonies/input%20images/templates/PlateTemplatePaper1440_1076.tif,1440,1440
