filename,TotalHours
20190311 test imaging time protocol 2_190311_165300.txt,1.62166666666667
20190313 test imaging time disc kinet_190313_085226 good.txt,0.145555555555556
20190313 test imaging time disc kinet_190313_143324 edited.txt,0.0461111111111111
