ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_AreaShape_Area_Bin_1,Classify_AreaShape_Area_Bin_10,Classify_AreaShape_Area_Bin_11,Classify_AreaShape_Area_Bin_12,Classify_AreaShape_Area_Bin_13,Classify_AreaShape_Area_Bin_14,Classify_AreaShape_Area_Bin_15,Classify_AreaShape_Area_Bin_16,Classify_AreaShape_Area_Bin_17,Classify_AreaShape_Area_Bin_18,Classify_AreaShape_Area_Bin_19,Classify_AreaShape_Area_Bin_2,Classify_AreaShape_Area_Bin_20,Classify_AreaShape_Area_Bin_3,Classify_AreaShape_Area_Bin_4,Classify_AreaShape_Area_Bin_5,Classify_AreaShape_Area_Bin_6,Classify_AreaShape_Area_Bin_7,Classify_AreaShape_Area_Bin_8,Classify_AreaShape_Area_Bin_9,Location_Center_X,Location_Center_Y,Number_Object_Number
1,21,136,928.0,239.0,1.2009748840723515,0.77992208062848878,1.0,0.6071428571428571,0.71570687840372149,17.355170705353135,16.401219466856727,5.0,2.2233351257361322,2.0,10.404245390591814,10.862195645552507,57.566803102440964,48.866000000000021,0.89473684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.94117647058829,240.46323529411765,21
1,22,159,920.0,245.0,1.1804015567688262,0.79754246548269359,1.0,0.55789473684210522,0.68683041366425934,18.784086851517927,18.439088914585774,5.3851648071345037,2.3714179532884043,2.2360679774997898,10.733126291998991,11.331740983432784,69.716391704538552,53.936000000000014,0.86885245901639341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.21383647798746,245.78616352201257,22
1,23,42,552.0,242.0,1.1233542892087889,0.73423380503548152,1.0,0.66666666666666663,0.72570760689053848,9.1551319479069448,8.2462112512353212,2.8284271247461903,1.5192323067968683,1.4142135623730951,5.5708601453115563,6.2153888019075936,-26.585907912416538,26.968000000000004,0.865979381443299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,551.97619047619048,242.88095238095238,23
1,24,32,812.0,245.0,1.0350535366258364,0.60421671243510688,1.0,0.76190476190476186,0.9361142464733343,7.2689789552625736,6.7082039324993694,2.8284271247461903,1.4640731111321976,1.2071067811865475,4.9497474683058327,5.7920680483813092,-32.828438500188817,20.725999999999999,0.91428571428571426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,811.84375,244.71875,24
1,25,8,555.0,244.0,2.5034566458293663,0.96556281943336897,1.0,0.33333333333333331,0.34501089423258852,7.0058827221998206,5.3851648071345037,1.0,1.0,1.0,1.3416407864998738,1.8227206805499552,-26.56505117707799,17.07,0.90909090909091383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,553.75,245.5,25
1,26,36,570.0,247.0,1.0513723356728186,0.61599468014205716,1.0,0.75,0.97377048681838418,7.797533982357729,7.0710678118654755,3.0,1.5073486977389838,1.4142135623730951,5.0,6.1425098273368253,79.828763949928955,21.554000000000006,0.94736842105263153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,569.86111111111109,247.38888888888889,26
1,27,19,565.0,247.0,1.0113189355775281,0.51261191664822714,1.0,0.76000000000000001,0.83616667201843786,5.3955272529176401,4.4721359549995796,2.0,1.2759284572168046,1.0,3.7947331922020551,4.6327098674416574,75.211080659369344,16.898,0.88372093023255816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,564.78947368421052,248.05263157894737,27
1,28,65,742.0,248.0,0.9960664744046257,0.080778626941194753,1.0,0.80246913580246915,0.89915947424884457,9.166641018538531,8.6023252670426267,4.4721359549995796,1.9131315983055861,2.0,8.0,9.1366850500544761,90.0,30.140000000000008,0.91549295774647887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.81538461538457,248.0,28
1,29,8,998.0,249.0,0.95720401164064006,0.60506878744507964,1.0,0.88888888888888884,0.85743924406460703,3.5504413610999106,2.8284271247461903,1.4142135623730951,1.051776695296637,1.0,2.0,2.8267662555570165,-45.0,10.827999999999999,1.1428571428571428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,998.125,249.125,29
1,30,70,555.0,250.0,1.158249340488799,0.73226193226254221,1.0,0.53846153846153844,0.6002940598048514,11.955667457244237,12.041594578792296,3.6055512754639891,1.7118309704018777,1.4142135623730951,8.0,8.142085712770033,7.4139022867589919,38.280000000000015,0.84337349397590367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.98571428571427,249.71428571428572,30
1,31,166,605.0,251.0,1.1106645134380748,0.69985985717816079,1.0,0.75113122171945701,0.83314015453679957,17.695639052415064,16.763054614240211,5.8309518948453007,2.5250984359342405,2.2360679774997898,11.766968108291042,12.639644306656939,82.112085880448063,50.038000000000011,0.91208791208791207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.08433734939763,250.78313253012047,31
1,32,48,613.0,245.0,1.3716628948860388,0.84477472484004723,1.0,0.68571428571428572,0.59926713614170712,11.501301421423598,10.295630140987001,2.8284271247461903,1.4379565089892525,1.0,5.908789478687515,6.1546005947591222,-73.784075468564069,31.726000000000006,0.89719626168224298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.16666666666663,246.6875,32
1,33,220,635.0,250.0,1.0521591511644661,0.66276350385604099,1.0,0.73333333333333328,0.88358784235881438,19.491589792558216,19.646882704388499,7.0710678118654755,2.9640336517002628,2.8284271247461903,14.0,14.595863355168175,6.230025164210014,55.936000000000021,0.93023255813953487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.67727272727268,250.40000000000001,33
1,34,169,666.0,250.0,1.000340386242528,0.28265394608824546,1.0,0.80476190476190479,0.92029430178334248,15.033046002102839,14.560219778561036,7.0,2.7943810959420725,2.2360679774997898,13.0,14.420027680194726,83.034557231023356,48.038000000000018,0.93888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.42011834319521,249.84615384615384,34
1,35,148,688.0,250.0,1.0074111819321054,0.46978344559046281,1.0,0.81318681318681318,0.95899513760125998,14.67161835455753,14.317821063276353,6.324555320336759,2.6382927015739903,2.2360679774997898,12.0,12.951836063105709,80.102106513770437,44.038000000000011,0.9426751592356688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.27702702702697,250.43243243243242,35
1,36,30,781.0,251.0,0.99088159399891396,0.44788309145150412,1.0,0.83333333333333337,1.0750807377015512,6.5697918885474618,5.8309518948453007,2.8284271247461903,1.4930805721201277,1.2071067811865475,4.9497474683058327,5.873999221318515,-44.999999999999901,18.725999999999999,0.92307692307692313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,781.36666666666667,250.36666666666667,36
1,37,156,620.0,251.0,1.1453855618674633,0.55925021215473247,1.0,0.57777777777777772,0.57918444250632639,16.483691312681827,17.720045146669349,5.0990195135927845,2.245775154612315,2.0,13.655869017411145,13.664962204795565,-75.494447580610867,58.178000000000026,0.82105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.32692307692309,251.67948717948718,37
1,38,70,723.0,250.0,1.0010781161867557,0.33304150801437715,1.0,0.77777777777777779,0.99081363127992061,9.7925411832072164,9.2195444572928871,4.2426406871192848,1.9631143183304354,2.0,8.0,9.2335062236669767,90.0,29.796000000000006,0.92105263157894735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.20000000000005,250.5,38
1,39,46,551.0,255.0,1.3251778496249051,0.86252535412621578,1.0,0.5679012345679012,0.64365355999384954,11.202922256326314,10.63014581273465,2.8284271247461903,1.4868161591977251,1.4142135623730951,4.9497474683058327,5.668833790045702,38.459817886055873,29.968000000000004,0.90196078431372551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.28260869565213,254.39130434782609,39
1,40,8,564.0,253.0,0.95720401164064006,0.60506878744507964,1.0,0.88888888888888884,0.85743924406460703,3.5504413610999106,2.8284271247461903,1.4142135623730951,1.051776695296637,1.0,2.0,2.8267662555570165,45.0,10.827999999999999,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,563.875,253.125,40
1,41,71,971.0,251.0,1.0760962724238536,0.70473672815814026,1.0,0.80681818181818177,0.89610596932913766,11.455719929563193,10.770329614269007,4.0,1.8996833946722727,2.0,7.0,8.1274772102339714,-11.625430812345071,31.554000000000002,0.93421052631578949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,970.73239436619713,251.74647887323943,41
1,42,18,1054.0,254.0,0.9965614556140463,0.47279097011908255,1.0,0.71999999999999997,0.85009594306042424,5.1587543557844926,4.4721359549995796,2.2360679774997898,1.2718290126106764,1.0,3.5355339059327378,4.5457633729565261,-64.593758808443624,16.311999999999998,0.87804878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1053.7222222222222,253.88888888888889,42
1,43,100,972.0,260.0,1.0587795561128319,0.45230038493716579,1.0,0.75757575757575757,0.82029151895800356,12.323787388136688,13.038404810405298,5.0,2.1250620998593002,2.0,10.0,10.991162816136193,-31.758509619623936,39.140000000000015,0.90909090909090906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,971.26999999999998,259.69,43
1,44,47,619.0,260.0,1.2690675080815987,0.84292653503216708,1.0,0.61038961038961037,0.59971717398270397,10.939253098125043,10.440306508910551,2.8284271247461903,1.4889219098026016,1.4142135623730951,5.6920997883030831,5.8856318642731491,-10.499359517193518,31.382000000000001,0.8545454545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.25531914893622,259.87234042553189,44
1,45,89,764.0,259.0,1.0507908593794337,0.67089853582948933,1.0,0.73553719008264462,0.8449416755891157,12.471476016328573,12.041594578792296,4.4721359549995796,2.0613247025122825,2.0,8.4852813742385695,9.2482125464209748,-48.475032402589399,36.382000000000012,0.92227979274611394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,765.11235955056179,257.95505617977528,45
1,46,165,579.0,259.0,1.0025961495252991,0.3311662252229895,1.0,0.73333333333333328,0.85379264631853835,14.988517649714483,14.560219778561036,7.0710678118654755,2.7490438774704944,2.2360679774997898,13.416407864998739,14.142752025727162,71.217373102591949,49.280000000000008,0.92178770949720668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.21212121212125,259.33333333333331,46
1,47,57,558.0,261.0,1.0005977606029404,0.39144891970664353,1.0,0.79166666666666663,0.98488889506573063,8.9447169563314866,8.2462112512353212,4.0,1.8057276962963886,1.4142135623730951,7.0,8.2309271010020115,-8.8952724687615952,26.968000000000004,0.91200000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.89473684210532,260.56140350877195,47
1,48,198,647.0,268.0,1.0039937274563504,0.39260091797889635,1.0,0.77647058823529413,0.87085757697706767,16.617700799461534,16.124515496597098,7.6157731058639087,2.9630780390622764,2.8284271247461903,14.0,15.283447850968606,-87.036225487200738,53.452000000000012,0.93176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646.79292929292933,268.02020202020202,48
1,49,34,600.0,271.0,0.99913261169022005,0.37151834399062394,1.0,0.80952380952380953,0.85824598132193919,6.8974227314465715,6.4031242374328485,3.0,1.5405354000361982,1.2071067811865475,5.0,6.4037439320359155,71.565051177078018,22.311999999999998,0.91891891891891897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,599.55882352941171,270.6764705882353,49
1,50,60,493.0,272.0,1.0012081254065461,0.40901786902743664,1.0,0.83333333333333337,0.9930973117012053,9.2124132970666412,8.6023252670426267,4.0,1.8613323514773787,1.7071067811865475,7.0,8.4065700995944397,-22.940113310765121,27.554000000000006,0.93023255813953487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.25,272.39999999999998,50
1,51,51,594.0,273.0,1.0952032828445044,0.61752300899854551,1.0,0.70833333333333337,0.76373556775368245,9.4553891311604374,8.6023252670426267,3.1622776601683795,1.6174769780591718,1.4142135623730951,6.9047574668250062,7.4371629534997998,84.493974515771072,28.968000000000007,0.82926829268292679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.07843137254906,271.92156862745099,51
1,52,278,623.0,272.0,1.0812735379980956,0.71376780755623304,1.0,0.70202020202020199,0.77015734176623851,22.713234988697685,23.021728866442675,7.6157731058639087,3.1517479018852743,2.8284271247461903,15.799999999999999,15.907950206105847,66.424842076694873,67.350000000000023,0.91147540983606556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.14748201438852,272.24100719424462,52
1,53,57,733.0,278.0,0.99774782801475981,0.28935583580818552,1.0,0.79166666666666663,0.98488889506573063,8.7686863853402617,8.2462112512353212,4.0,1.815657899801473,1.4142135623730951,7.0,8.3935760518755949,15.572631573083473,26.968000000000004,0.91200000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733.07017543859649,277.5263157894737,53
1,54,128,979.0,277.0,1.0133111565912931,0.27786027584032663,1.0,0.75739644970414199,0.91019771723302823,13.170403314686515,13.038404810405298,5.8309518948453007,2.4108788008174709,2.0,11.627553482998906,12.651772593570156,-39.797195128829706,42.038000000000011,0.92086330935251803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.9609375,277.6875,54
1,55,128,612.0,278.0,1.1709396667714482,0.80434819015151304,1.0,0.65641025641025641,0.78452537891340657,16.865287238573508,16.124515496597098,5.0,2.2283660753195251,2.0,9.1923881554251174,10.020649025680999,36.518963454342831,45.280000000000015,0.92418772563176899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.265625,279.0703125,55
1,56,9,511.0,282.0,0.93084226773030898,0.0,1.0,1.0,0.78539816339744828,3.3528213579016271,2.8284271247461903,2.0,1.1111111111111112,1.0,2.0,3.3528213579016271,0.0,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,511.0,282.0,56
1,57,4,519.0,282.0,0.78539816339744828,0.0,1.0,1.0,0.78539816339744828,2.0900000000000003,1.4142135623730951,1.0,1.0,1.0,1.0,2.0900000000000003,0.0,8.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.5,282.5,57
1,58,48,876.0,284.0,1.0157225379933135,0.48000376311006088,1.0,0.66666666666666663,0.81469306200557268,8.4559230434448729,8.0622577482985491,3.6055512754639891,1.710206817672123,1.4142135623730951,6.3639610306789276,7.4180974119796055,15.002163778205681,27.210000000000004,0.89719626168224298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.27083333333337,283.97916666666669,58
1,59,133,480.0,285.0,0.99943432498229079,0.18322324987207855,1.0,0.78698224852071008,0.91992643449210565,13.183004309702724,12.806248474865697,6.324555320336759,2.526351577206766,2.2360679774997898,12.0,12.9598335857563,88.14685535139408,42.624000000000009,0.93006993006993011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.27819548872179,284.8496240601504,59
1,60,62,978.0,287.0,1.4194692327765239,0.88394363211012339,1.0,0.51666666666666672,0.5942162221267866,13.641403832979057,12.206555615733702,3.0,1.5549819845961286,1.4142135623730951,6.1739490651303184,6.3786313840604567,-29.690205367550767,36.210000000000008,0.86111111111111116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.82258064516134,286.24193548387098,60
1,61,104,575.0,290.0,1.0033700606597584,0.26165122502275268,1.0,0.78787878787878785,0.91485343420831111,11.796455299561925,11.704699910719626,5.6568542494923806,2.2752131139375349,2.0,10.0,11.385496196627839,-0.78553294086690906,37.796000000000006,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.23076923076928,289.95192307692309,61
1,62,81,812.0,289.0,1.1124659901922425,0.67840063586794386,1.0,0.66942148760330578,0.75886291937747363,12.284021930174227,11.401754250991379,4.1231056256176606,1.9108629431075792,2.0,8.4799830400508807,9.0249746662988102,33.426697155368693,36.624000000000009,0.88524590163934425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,811.67901234567898,289.0,62
1,63,81,844.0,290.0,1.0003374012175659,0.32106801169670707,1.0,0.81000000000000005,0.93650409313830019,10.500897699535418,10.0,5.0,2.0784409113304698,2.0,9.0,9.9449396393810883,-47.856524984758394,32.968000000000011,0.93103448275862066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,844.20987654320993,290.38271604938274,63
1,64,80,870.0,289.0,1.0693932305434435,0.62533802247753845,1.0,0.80808080808080807,0.85042805546404332,11.712249234929839,10.770329614269007,4.0,1.9471305406090447,2.0,8.0,9.139700481899439,-4.7108837846398828,34.382000000000005,0.903954802259887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,868.91250000000002,289.16250000000002,64
