
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","378.92","564","1149","739.74","2.35e+08","48.81","191","805","292.51","93087424","50.63","366.71","3620.45","735.76","2.34e+08","136.33","31.13","5872.53","295.13","93918896","217.94","N/A","N/A","N/A","GTY030 36C 9","ROIs","Object","1492","3965","2073.4","31420238","279.59","1883","4972","2618.59","39682043","348.47","8","N/A"
"Mito 3","5","0.356","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","798.33","1652.46","1177.49","352068.59","160.21","N/A","N/A","N/A","N/A","N/A","57.61","12.75","1.68","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 4","6","0.479","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","786.67","1625.01","1128.72","453745.03","151.2","N/A","N/A","N/A","N/A","N/A","54.66","12.22","1.54","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 5","7","0.292","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","749.43","1512.19","1104.86","270690.34","163.16","N/A","N/A","N/A","N/A","N/A","54.53","13.29","1.7","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","2.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","480.28","2266.37","1098.78","2109654.5","315.86","N/A","N/A","N/A","N/A","N/A","57.27","9.22","2.64","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.512","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","606.03","1784.86","1076.71","462987.09","245.13","N/A","N/A","N/A","N/A","N/A","54.78","13","3.54","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 44","46","0.344","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","584.43","1541.16","973.17","281247.03","199.62","N/A","N/A","N/A","N/A","N/A","56.58","12.21","3.41","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 45","47","0.929","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","700.47","1857.23","1097.25","855857.81","189.3","N/A","N/A","N/A","N/A","N/A","57.91","13.91","3.29","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 46","48","1.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","602.05","1878.6","1147.47","998297","220","N/A","N/A","N/A","N/A","N/A","55.89","15.53","3.05","GTY030 36C 9","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","5.2","638","920","755.43","3299715","39.09","212","383","292.26","1276589","26.24","488","1024.24","745.42","3255975.25","96.77","91.36","511.65","263.37","1150386","79.68","N/A","N/A","N/A","GTY030 36C 9","ROIs","Object","2034","2291","2177.45","452910","46.63","2620","2953","2798.92","582175","52.11","0","N/A"
