
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","237.02","449","763","583.28","1.16e+08","37.82","208","523","285.74","56878677","27.29","297.97","1199.98","581.89","1.16e+08","78.71","55.93","2347.77","280.38","55811268","91.87","N/A","N/A","N/A","GTY030 25C 3","ROIs","Object","1561","3048","2135.5","20242367","222.11","1943","3774","2652.85","25146380","276.44","10","N/A"
"Mito 11","13","0.457","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","446.17","982.98","710.26","272738.5","95.95","N/A","N/A","N/A","N/A","N/A","76.31","32.23","2.15","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 17","19","0.757","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","463.57","903.64","661.8","420907.38","81.3","N/A","N/A","N/A","N/A","N/A","79.84","28.15","2.57","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","0.0869","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","504.81","844.03","652.4","47625.44","72.87","N/A","N/A","N/A","N/A","N/A","77.94","31.42","2.25","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 26","28","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","588.13","774.07","684.88","10273.18","51.16","N/A","N/A","N/A","N/A","N/A","76.35","29.49","2.56","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","446.81","840.26","628.37","490760.28","70.03","N/A","N/A","N/A","N/A","N/A","77.47","29.51","4.15","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 46","48","1.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","420.35","1054.07","689.65","1044822.69","96.17","N/A","N/A","N/A","N/A","N/A","75.76","29.39","2.4","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 62","64","0.0191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","557.59","666.51","613","9808.06","32.79","N/A","N/A","N/A","N/A","N/A","79.91","27.8","6","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 63","65","0.0345","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","585.13","749.88","682.17","19782.81","42.44","N/A","N/A","N/A","N/A","N/A","79.51","28.14","6","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 64","66","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","594.44","642.33","615.44","6769.87","14.31","N/A","N/A","N/A","N/A","N/A","77.5","29.26","6","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 65","67","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","542.08","723.58","627.1","12541.95","47.53","N/A","N/A","N/A","N/A","N/A","75.8","29.64","6","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.9","507","725","608.65","971398","30","224","362","289.46","461982","18.55","427.73","861.52","616.62","984122.25","75.23","154.39","430.18","281.74","449656.06","55.65","N/A","N/A","N/A","GTY030 25C 3","ROIs","Object","2014","2277","2156.84","163920","78.77","2499","2890","2699.8","205185","102.06","0","N/A"
