
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","351.52","573","1223","775.24","2.29e+08","76.15","177","702","268.34","79218469","45.83","453.06","2521.88","764.32","2.26e+08","146.93","13.95","5093.63","264.93","78210824","153.31","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1378","2799","1988.48","27954075","204.25","1756","3613","2569.19","36117682","262.11","20","N/A"
"Mito 2","4","0.138","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","814.52","1133.06","1007.7","116892.77","67.5","N/A","N/A","N/A","N/A","N/A","5.4","46.63","1","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 9","11","1.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","617.96","1887.72","1059.08","921400.69","229.31","N/A","N/A","N/A","N/A","N/A","7.01","42.33","2.08","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 32","34","0.0417","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1042.2","1241.18","1119.68","39188.84","60.29","N/A","N/A","N/A","N/A","N/A","5.4","45.64","1.99","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.113","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","636.83","964.53","850.76","80822.48","92.36","N/A","N/A","N/A","N/A","N/A","8.79","46.09","2.56","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","990.99","1139.58","1047.9","12574.77","48.43","N/A","N/A","N/A","N/A","N/A","6.45","46.19","1.98","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1116.79","1204.76","1153.09","11530.87","32.43","N/A","N/A","N/A","N/A","N/A","5.32","45.91","2.4","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 42","44","0.701","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","684.74","1794.67","988.69","582338.94","221.7","N/A","N/A","N/A","N/A","N/A","5.83","48.18","3.25","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 54","56","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","609.75","748.21","686.55","7552.08","49.22","N/A","N/A","N/A","N/A","N/A","8.47","45.8","3.27","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 55","57","1.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","584.5","1212.96","941.28","1122945.88","111.25","N/A","N/A","N/A","N/A","N/A","6.02","49.72","2.02","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 136","138","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","800.62","844.75","823.55","8235.54","15.12","N/A","N/A","N/A","N/A","N/A","8.25","44.07","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 138","140","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","812.76","863.96","845.44","15217.89","14.6","N/A","N/A","N/A","N/A","N/A","8.82","44.53","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
