
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","366.42","574","1035","762.65","2.35e+08","49.72","185","557","268.15","82518121","30.87","462.47","1656.14","750.67","2.31e+08","105.61","32.39","4094.43","267.09","82194152","121.22","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1506","3352","2015.85","29540228","208.26","1898","4289","2576.87","37761386","267.68","8","N/A"
"Mito 1","3","0.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","843.04","1133.42","1008.01","228818","54.82","N/A","N/A","N/A","N/A","N/A","8.64","20.18","1.29","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 2","4","0.0774","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","873.26","1139.83","993.99","64609.67","65.31","N/A","N/A","N/A","N/A","N/A","7.75","21.85","1.18","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 5","7","0.523","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","724.7","1612.93","1090.26","478623.84","174.49","N/A","N/A","N/A","N/A","N/A","8.8","23.64","2.11","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 16","18","1.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","642.27","1650.81","1092.73","1783334.75","195.58","N/A","N/A","N/A","N/A","N/A","4.76","23.87","2.46","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","0.0464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","829.49","1238.15","1078.13","42046.92","109.12","N/A","N/A","N/A","N/A","N/A","9.68","23.74","2.13","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 28","30","0.269","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","731.66","1298.72","1024.41","231516.23","118.75","N/A","N/A","N/A","N/A","N/A","5.02","22.04","2.62","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 39","41","1.55","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","620.96","1656.14","1043.97","1358209","192.41","N/A","N/A","N/A","N/A","N/A","11.01","20.44","2.92","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 40","42","3.38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","539.68","1546.64","887.58","2521604.5","180.19","N/A","N/A","N/A","N/A","N/A","8.44","21.67","3.33","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.65","644","920","773.55","1072134","37.93","214","348","269.95","374147","21.14","593.62","992.92","768.16","1064664","86","133.24","403.85","249.45","345735.88","49.05","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1995","2199","2102.44","138761","49.13","2525","2785","2683.73","177126","52.63","0","N/A"
