
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","240.52","451","1083","589.87","1.19e+08","42.77","212","497","282.35","57033713","21.44","288.02","6846.18","589.46","1.19e+08","138.09","125.13","3565.09","283.51","57269372","78.96","N/A","N/A","N/A","GTY030 25C 15","ROIs","Object","1548","2644","2111.82","20313571","151.85","1913","3332","2669.87","25681459","189.95","9","N/A"
"Mito 7","9","0.644","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","355.63","974.69","682.43","369195.69","109.99","N/A","N/A","N/A","N/A","N/A","54.88","53.58","2.3","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 8","10","0.448","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","447.31","969.1","635.83","239073.03","89.97","N/A","N/A","N/A","N/A","N/A","56.74","53.59","2.51","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 13","15","0.264","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","504.04","874.47","675.36","149929.83","74.48","N/A","N/A","N/A","N/A","N/A","53.81","48.71","2.24","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","0.0798","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","486.39","4971.51","1114.86","74695.32","976.74","N/A","N/A","N/A","N/A","N/A","55.16","49.97","2.36","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","0.0226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","475.98","655.53","542.96","10316.29","49.4","N/A","N/A","N/A","N/A","N/A","55.29","49.14","2.7","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","0.416","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","363","1280.49","612.02","213595.34","134.8","N/A","N/A","N/A","N/A","N/A","54.3","48.65","3.13","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 32","34","0.0595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","513.94","789.12","633.54","31677.12","65.61","N/A","N/A","N/A","N/A","N/A","53.85","50.48","2.95","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.262","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","348.13","819.65","630.36","138679.22","89.27","N/A","N/A","N/A","N/A","N/A","53.51","51.56","2.93","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","0.0369","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","382.71","592.65","502.11","15565.34","55.69","N/A","N/A","N/A","N/A","N/A","55.85","54.04","3.14","GTY030 25C 15","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.15","494","715","608.82","1099523","32.48","235","362","287.57","519354","17.67","360.22","972.43","623.21","1125509.63","97.5","179.91","615.86","293.92","530817.25","49.15","N/A","N/A","N/A","GTY030 25C 15","ROIs","Object","1998","2225","2105.05","181034","59.26","2531","2860","2675.91","230128","80.39","0","N/A"
