
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","247.55","562","1089","741.88","1.54e+08","56.5","180","582","256.96","53422455","35.77","400.69","3544.67","748.03","1.56e+08","137.57","141.75","2063.01","258.52","53746280","97.94","N/A","N/A","N/A","GTY030 36C 5","ROIs","Object","1304","3822","2042.93","20224958","361.84","1647","4735","2531.96","25066420","444.35","19","N/A"
"Mito 11","13","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","751.03","880.51","829.62","9125.87","42.97","N/A","N/A","N/A","N/A","N/A","47.74","41.27","1.5","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 15","17","0.0572","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","941.53","1181.46","1080.89","51882.59","60.46","N/A","N/A","N/A","N/A","N/A","49.57","40.66","2.11","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 30","32","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","604.61","805.87","673.78","14149.36","57.15","N/A","N/A","N/A","N/A","N/A","51.19","39.64","3.29","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","0.268","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","618.98","932.63","760.58","171129.56","65.25","N/A","N/A","N/A","N/A","N/A","48.69","40.66","3.87","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 45","47","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","666.64","788.26","730.56","17533.52","26.79","N/A","N/A","N/A","N/A","N/A","53.25","41.41","5.13","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 48","50","0.0429","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","727.33","914.44","813.09","29271.22","57.43","N/A","N/A","N/A","N/A","N/A","50.64","43.62","5.87","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 60","62","0.0405","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","701.13","928","784.95","26688.27","59.19","N/A","N/A","N/A","N/A","N/A","53.23","42.75","5.92","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 61","63","0.0381","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","648.33","813.42","742.39","23756.38","47.63","N/A","N/A","N/A","N/A","N/A","51.12","43.16","5.96","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 107","109","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","795.74","892.04","848.07","10176.82","28.07","N/A","N/A","N/A","N/A","N/A","48.47","40.4","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
