
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","302.81","447","1123","601.56","1.53e+08","44.85","210","785","291.19","74051972","31.07","284.55","6531.88","599.78","1.53e+08","122.01","101.21","6089.78","292.08","74280008","143.66","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1349","2681","1974.4","23910015","191.43","1818","3702","2694.28","32627701","262.91","10","N/A"
"Mito 8","10","2.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","348.18","1118.54","666.01","1486526.25","102.69","N/A","N/A","N/A","N/A","N/A","26.05","50.13","2.21","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 10","12","0.306","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","501.75","925.21","691.37","177681.38","74.01","N/A","N/A","N/A","N/A","N/A","22.2","52.33","1.51","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 11","13","0.65","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","405.8","922.19","695.97","380002.13","101.87","N/A","N/A","N/A","N/A","N/A","28.4","52.87","2.18","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","0.342","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","451.96","929.6","659","189132.5","97.54","N/A","N/A","N/A","N/A","N/A","27.49","54.35","2.7","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","0.725","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","400.31","969.59","704.3","428916.22","80.82","N/A","N/A","N/A","N/A","N/A","21.64","53.21","2.24","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 57","59","1.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","354.59","989.55","632.82","550553.25","121.94","N/A","N/A","N/A","N/A","N/A","25.72","53.96","3.12","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 58","60","0.0452","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","500.74","714.21","591.24","22467.24","44.47","N/A","N/A","N/A","N/A","N/A","25.94","52.97","4.33","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 59","61","0.0226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","438.61","554.86","481.03","9139.6","35.7","N/A","N/A","N/A","N/A","N/A","26.65","54.11","4.29","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 66","68","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","677.89","896.93","814.26","9771.13","63.06","N/A","N/A","N/A","N/A","N/A","25.81","51.36","6","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 67","69","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","691.81","857.12","755.36","7553.58","44.36","N/A","N/A","N/A","N/A","N/A","25.45","51.83","6","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.15","516","769","624.93","1128617","33.27","231","372","292.9","528983","21.11","429.5","904.26","636.55","1149608.38","80.64","198.85","418.76","283.23","511514.91","36.73","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1900","2124","2034.72","174986","51.83","2590","2881","2758.55","237235","72.46","0","N/A"
