
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","288.7","429","1022","586.17","1.42e+08","47.53","218","1665","412.13","99928280","133.37","267.99","6612.11","579.31","1.40e+08","123.77","15.35","22119.63","432.35","1.05e+08","699.68","N/A","N/A","N/A","GTY030 25C 10","ROIs","Object","1424","2794","2023.5","23363330","184.99","1879","3673","2647.41","30566942","235.4","8","N/A"
"Mito 2","4","0.355","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","579.48","976.5","750.1","223528.47","66.67","N/A","N/A","N/A","N/A","N/A","65.38","5.28","1.38","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 3","5","0.0774","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","566.55","789.01","677","44005.16","55.34","N/A","N/A","N/A","N/A","N/A","64.01","5.08","1.26","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 6","8","0.117","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","571.45","857.94","709.99","69579.39","58.23","N/A","N/A","N/A","N/A","N/A","63.01","8.52","1.49","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 8","10","0.0953","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","642.63","958.21","797.03","63762.15","77.72","N/A","N/A","N/A","N/A","N/A","62.38","7.61","1.87","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","3.72","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","352.79","5001.05","731.53","2286753.25","217.97","N/A","N/A","N/A","N/A","N/A","63.91","5.19","2.62","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","0.124","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","387.29","957.93","613.75","63830.49","129.07","N/A","N/A","N/A","N/A","N/A","66.4","3.69","3.06","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","1.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","347.13","1315.2","650.36","626294.94","140.29","N/A","N/A","N/A","N/A","N/A","63.19","8.44","3.47","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.899","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","366.75","1281.65","720.56","544024.75","144.91","N/A","N/A","N/A","N/A","N/A","61.67","9.46","2.58","GTY030 25C 10","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.15","484","738","588.81","1063399","37.74","242","394","324.28","585651","24.4","317.77","914.01","594.41","1073502.63","107.26","150.64","460.32","292.78","528765.94","56.41","N/A","N/A","N/A","GTY030 25C 10","ROIs","Object","1866","2109","1958.48","168429","46.39","2436","2748","2585.28","222334","62.63","0","N/A"
