
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","462.31","562","1111","755.73","2.93e+08","53.28","187","578","260.38","1.01e+08","32.83","470.87","2480.21","746.78","2.90e+08","111.67","60.67","3777.49","259.84","1.01e+08","117.57","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1151","2975","1939.43","35858200","227.5","1498","4000","2587.75","47844946","291.88","10","N/A"
"Mito 11","13","0.539","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","856.95","1306.82","1092.99","495125.41","104.11","N/A","N/A","N/A","N/A","N/A","37.42","43.48","1.63","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 12","14","0.0893","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","844.22","1122.6","989.81","74235.45","63.97","N/A","N/A","N/A","N/A","N/A","38.17","43.93","1.7","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 19","21","0.174","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","773.33","1504.73","1040.28","151880.81","184","N/A","N/A","N/A","N/A","N/A","36.86","42.85","2.01","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 22","24","0.0429","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","767.21","1096.97","963.13","34672.53","96.22","N/A","N/A","N/A","N/A","N/A","39.69","44.53","1.83","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 27","29","1.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","677.84","2480.21","1258.39","1414426.13","364.07","N/A","N/A","N/A","N/A","N/A","35.74","43.53","2.57","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","0.0893","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","824.76","1277.34","1010.79","75809.25","104.47","N/A","N/A","N/A","N/A","N/A","40.04","46.19","2.54","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 42","44","0.0464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","719.63","934.78","812.37","31682.47","65.54","N/A","N/A","N/A","N/A","N/A","41.01","45.11","2.77","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 47","49","4.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","554.36","2300.57","1090.85","3955411.75","293.9","N/A","N/A","N/A","N/A","N/A","39.73","47.88","2.91","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 63","65","0.0274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","763.46","840.92","809.75","18624.36","24.25","N/A","N/A","N/A","N/A","N/A","40.06","48.62","4.98","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 80","82","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","854.39","943.8","879.18","11429.3","28.4","N/A","N/A","N/A","N/A","N/A","41.14","48.6","5.98","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.23","659","929","787.07","1471034","36.47","203","332","257.59","481436","19.58","575.19","1032.16","797.24","1490048.75","94.35","129.92","380.58","248.13","463751.78","39.45","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1867","2119","2034.76","181094","55.96","2323","2685","2544.87","226493","83.89","0","N/A"
