
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","329.24","438","921","599.03","1.66e+08","47.22","226","2193","423.07","1.17e+08","175.43","245.5","5703.94","593.92","1.64e+08","130.04","0.000001","42106.07","448.35","1.24e+08","797.59","N/A","N/A","N/A","GTY030 25C 7","ROIs","Object","1168","3097","2072.97","27294792","216.88","1475","3971","2642.47","34793373","268.46","10","N/A"
"Mito 3","5","0.0333","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","616.34","777.79","697.25","19523.09","41.72","N/A","N/A","N/A","N/A","N/A","43.43","22.5","0.954","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 4","6","0.0476","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","613.22","791.74","699.48","27979.26","42.01","N/A","N/A","N/A","N/A","N/A","42.53","24.07","0.885","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 11","13","3.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","407.18","1118.01","739.04","1911903.25","102.09","N/A","N/A","N/A","N/A","N/A","47.82","25.28","1.9","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 22","24","0.0191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","569.99","759.23","663.15","10610.46","54.48","N/A","N/A","N/A","N/A","N/A","41.18","25.64","2.53","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 23","25","0.283","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","373.17","1117.94","725.89","172762.45","135.74","N/A","N/A","N/A","N/A","N/A","47.66","26.47","2.74","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 28","30","0.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","427.8","2158.99","869.76","109589.84","374.12","N/A","N/A","N/A","N/A","N/A","42.25","21.45","3.41","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 29","31","0.164","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","343.54","993.63","655.89","90512.89","140.09","N/A","N/A","N/A","N/A","N/A","43.72","24.8","3.31","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 30","32","5.01","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","351.28","1587.62","823.88","3469359.5","181.79","N/A","N/A","N/A","N/A","N/A","40.8","23.99","2.05","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.0417","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","285.25","685.77","470.04","16451.37","100.83","N/A","N/A","N/A","N/A","N/A","44.79","24.35","3.75","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","0.392","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","357.79","1072.71","575.59","189367.56","135.06","N/A","N/A","N/A","N/A","N/A","47.69","24.72","3.82","GTY030 25C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.88","504","771","607.51","956822","38.29","250","422","308.18","485379","23.65","328.34","951.22","602.69","949233.06","109.84","186.19","400.21","285.06","448969.81","39.07","N/A","N/A","N/A","GTY030 25C 7","ROIs","Object","1670","2119","1875.76","140682","104.73","2130","2720","2385.99","178949","135.11","0","N/A"
