
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","223.19","430","892","585.45","1.10e+08","38.57","211","981","326.15","61134599","52.6","310.5","3148.39","589.03","1.10e+08","93.27","68.33","7293.28","336.77","63125352","270.16","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1654","2942","2117.56","18901313","219.45","2056","3725","2636.23","23531022","273.92","9","N/A"
"Mito 3","5","0.279","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","437.31","803","643.8","150649.25","66.34","N/A","N/A","N/A","N/A","N/A","73.14","20.79","1.52","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 30","32","4.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","386.25","1101.76","662.03","2716964.75","99.3","N/A","N/A","N/A","N/A","N/A","74.23","17.65","2.7","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","1.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","393.32","924.75","631.61","825514.5","94.91","N/A","N/A","N/A","N/A","N/A","71.5","18.77","2.92","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 32","34","5.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","378.71","927.01","642.85","2862616.25","92.61","N/A","N/A","N/A","N/A","N/A","70.5","21.22","2.19","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 50","52","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","466.4","712.93","585.46","10538.29","68.08","N/A","N/A","N/A","N/A","N/A","70.45","20.97","3.3","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 56","58","0.177","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","445.5","905.11","614.72","91592.74","83.06","N/A","N/A","N/A","N/A","N/A","70.72","19.56","4.22","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 60","62","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","485.81","579.72","537.47","6449.6","27.85","N/A","N/A","N/A","N/A","N/A","70.65","22.11","4.55","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 64","66","0.0833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","530.17","718.25","615.2","43063.68","46.88","N/A","N/A","N/A","N/A","N/A","74.07","18.31","5.6","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 65","67","0.139","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","556.19","731.51","652.25","76313.78","38.76","N/A","N/A","N/A","N/A","N/A","71.45","18.77","5.83","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.4","520","703","614.35","722473","31.11","239","403","313.93","369178","27.29","425.61","875.41","620.17","729323.38","77.5","188.62","413.65","293.86","345579.44","42.47","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1973","2231","2121.73","118817","55.35","2476","2833","2636.89","147666","79.04","0","N/A"
