
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","325.81","441","907","571.85","1.56e+08","36.46","203","522","286.33","78349206","26.89","280.27","4167.96","570.11","1.56e+08","92.98","50.07","2949.72","283.89","77681496","88.49","N/A","N/A","N/A","GTY030 25C 20","ROIs","Object","1702","2736","2106.74","27450787","149.68","2171","3608","2697.91","35153754","184.61","8","N/A"
"Mito 1","3","0.0893","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","555.55","942.84","724","54299.93","72.2","N/A","N/A","N/A","N/A","N/A","51.73","14.44","1.86","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 2","4","0.206","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","470.51","909.72","669.37","115800.2","80.5","N/A","N/A","N/A","N/A","N/A","52.47","14.71","1.76","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","0.797","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","379.46","1293.54","651.31","435728.22","127.22","N/A","N/A","N/A","N/A","N/A","51.85","19.15","2.95","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.181","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","490.77","1085.72","680.44","103426.83","113.21","N/A","N/A","N/A","N/A","N/A","52.67","20.69","2.99","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","427.93","596.23","530.87","6370.46","49.69","N/A","N/A","N/A","N/A","N/A","51.43","21.14","2.85","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 46","48","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","465.39","723.75","565.54","6220.91","94.96","N/A","N/A","N/A","N/A","N/A","54.11","14.13","3.19","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 47","49","0.781","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","423.67","1135.07","673.45","441784.5","128.46","N/A","N/A","N/A","N/A","N/A","51.56","16.65","3.16","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 48","50","0.0548","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","555.16","938.39","704.99","32429.44","111.29","N/A","N/A","N/A","N/A","N/A","51.87","21.4","2.63","GTY030 25C 20","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.25","502","732","583.29","612459","31.1","229","368","287.76","302144","20.14","395.28","821.05","587.74","617121.88","76.4","191.73","413.87","283.82","298015.19","39.04","N/A","N/A","N/A","GTY030 25C 20","ROIs","Object","1870","2245","2045.44","102272","109.66","2394","2841","2618.18","130909","141.31","0","N/A"
