
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","258.72","572","1010","753.71","1.64e+08","56.15","179","476","253.33","55045333","29.72","474.57","2656.1","755.2","1.64e+08","109.82","56.61","2616.1","252.87","54946404","79.67","N/A","N/A","N/A","GTY030 36C","ROIs","Object","1247","3175","1931.68","19987107","287.62","1638","4227","2623.72","27147625","373.3","8","N/A"
"Mito 14","16","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","882.74","1010.95","935.05","15895.93","36.25","N/A","N/A","N/A","N/A","N/A","35.83","49.22","0.9","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 26","28","0.127","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","804.07","1627.08","1221.23","130671.91","184.74","N/A","N/A","N/A","N/A","N/A","34.73","46.36","2.08","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 62","64","4.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","655.25","2656.1","1066.27","4249105","224.85","N/A","N/A","N/A","N/A","N/A","34.95","48.47","3.54","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 71","73","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","830.66","885.02","857.49","20579.74","14.34","N/A","N/A","N/A","N/A","N/A","35.64","49.43","5.49","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 74","76","0.0464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","816.01","947.07","871.9","34004.21","32.42","N/A","N/A","N/A","N/A","N/A","35.97","48.68","5.91","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 78","80","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","854.48","931.29","889.63","13344.42","21.6","N/A","N/A","N/A","N/A","N/A","35.39","48.86","5.82","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 107","109","0.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","786.08","1018.16","892.94","90186.92","54.65","N/A","N/A","N/A","N/A","N/A","34.56","48.24","5.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 108","110","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","854.18","927.22","891.66","8916.61","20.46","N/A","N/A","N/A","N/A","N/A","36.61","48.89","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","0.9","622","876","723.98","547328","39.84","202","286","241.59","182645","14.79","498.12","897.67","696.14","526283.56","75.48","152.06","326.69","233.52","176542.83","30.26","N/A","N/A","N/A","GTY030 36C","ROIs","Object","1674","2129","1904.61","68566","130.3","2270","2916","2591.75","93303","182.15","0","N/A"
