
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","179.71","434","941","588.45","88812332","42.66","212","891","306.96","46329000","50.32","294.28","3689.25","592.05","89355864","116.8","53.6","11882.39","309.66","46736204","251.89","N/A","N/A","N/A","GTY030 25C 3","ROIs","Object","1591","3169","2127.5","15290345","255.62","1971","3945","2635.33","18940084","319.33","8","N/A"
"Mito 24","26","0.591","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","436.5","973.08","686.71","340609.78","113.56","N/A","N/A","N/A","N/A","N/A","70.97","20.85","3.01","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 30","32","0.394","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","473.36","970.49","663.74","219697.61","83.41","N/A","N/A","N/A","N/A","N/A","69.5","20.84","3.59","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","689.41","920.11","799.41","13589.89","64.88","N/A","N/A","N/A","N/A","N/A","68.25","23.16","2.82","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","765.01","1053.09","917.8","11013.64","97.78","N/A","N/A","N/A","N/A","N/A","67.87","23.24","3.1","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","521.22","630.99","568.83","6257.13","28.92","N/A","N/A","N/A","N/A","N/A","67.5","23.48","3","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 58","60","0.0167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","615.99","784.1","709.03","9926.46","44.87","N/A","N/A","N/A","N/A","N/A","69.61","20.94","6","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 59","61","0.263","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","446.81","788.69","610.68","134959.67","51.52","N/A","N/A","N/A","N/A","N/A","68.93","22.07","5.69","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 60","62","5.16","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","294.28","3378.42","680.7","2950832","213.77","N/A","N/A","N/A","N/A","N/A","67.79","22.72","3.41","GTY030 25C 3","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.53","493","732","593.6","760406","32.53","230","401","302.03","386895","25.13","441.12","803.47","598.54","766726","61.08","180.08","468.35","279.54","358087.56","46.47","N/A","N/A","N/A","GTY030 25C 3","ROIs","Object","1853","2210","2044.41","124709","97.15","2293","2788","2529.03","154271","125.88","0","N/A"
