
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","253.52","542","932","713.7","1.52e+08","39.84","183","568","246.39","52461500","22.2","426.44","2265.23","715.65","1.52e+08","89.47","93.51","3792.12","247.29","52651988","76.18","N/A","N/A","N/A","GTY030 36C 5","ROIs","Object","1072","4095","2045.85","20742890","442.97","1308","5186","2540.07","25753734","547.13","12","N/A"
"Mito 2","4","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","706.21","867.53","802.58","16051.64","43.89","N/A","N/A","N/A","N/A","N/A","60.69","29.14","1.11","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 14","16","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","739.95","831.51","785.9","9430.77","25.45","N/A","N/A","N/A","N/A","N/A","58.56","29.52","2.05","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 26","28","6.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","516.82","1854.13","847.81","4891024.5","174.25","N/A","N/A","N/A","N/A","N/A","59.59","28.56","3.56","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","1.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","516.63","1601.33","864.56","1059082.38","184.79","N/A","N/A","N/A","N/A","N/A","59.81","26.73","2.43","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 39","41","0.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","616.65","779.13","699.29","29370.24","41.01","N/A","N/A","N/A","N/A","N/A","60.53","28.37","4.86","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","679","840.34","755.22","15104.31","35.31","N/A","N/A","N/A","N/A","N/A","59.42","26.59","5.19","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 100","102","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","678.61","782.27","725","13049.94","33.24","N/A","N/A","N/A","N/A","N/A","59.53","26.67","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 101","103","0.0298","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","702.41","792.67","747.75","18693.74","25.03","N/A","N/A","N/A","N/A","N/A","58.16","28.22","5.96","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 102","104","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","720.68","812.55","761.65","12948.12","25.07","N/A","N/A","N/A","N/A","N/A","58.39","28.94","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 103","105","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","763.82","806.4","789.59","7895.94","13.13","N/A","N/A","N/A","N/A","N/A","58.21","29.33","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 104","106","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","697.21","798.79","758.83","8347.11","32.23","N/A","N/A","N/A","N/A","N/A","58.94","29.57","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 105","107","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","712.56","881.06","790.36","9484.35","47.69","N/A","N/A","N/A","N/A","N/A","58.25","29.95","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","0.95","620","838","713.9","569696","33.24","216","287","251.49","200691","13.58","560.65","948.08","721.38","575662","67.72","195.84","298.5","241.76","192921.06","19.65","N/A","N/A","N/A","GTY030 36C 5","ROIs","Object","1761","2021","1898.42","72140","63.3","2146","2531","2314.92","87967","92.26","0","N/A"
