
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","383.62","580","1354","791.18","2.55e+08","81.76","194","1981","389.39","1.25e+08","185.6","294.87","4955.12","789.93","2.55e+08","213.69","0.000001","18309.39","407.14","1.31e+08","639.98","N/A","N/A","N/A","GTY030 36C 7","ROIs","Object","1387","3734","2034.08","31206815","289.52","1760","4761","2605.92","39979989","370.63","9","N/A"
"Mito 1","3","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","890.69","989.74","951.44","11417.23","28.86","N/A","N/A","N/A","N/A","N/A","17.14","14.42","0","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 5","7","0.705","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","688.67","1656.39","1033.79","612006.25","171.83","N/A","N/A","N/A","N/A","N/A","20.37","18.5","2.44","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 15","17","0.0226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","898.9","1146.46","1047.34","19899.47","63.77","N/A","N/A","N/A","N/A","N/A","17.69","13.44","2.46","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","0.0298","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","646.5","1031.53","821.09","20527.18","103.28","N/A","N/A","N/A","N/A","N/A","17.17","12.38","3.37","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 22","24","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","514.36","706.48","597.42","6571.6","52.85","N/A","N/A","N/A","N/A","N/A","15.72","12.45","4.06","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 24","26","0.0191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","680.96","802.74","741.66","11866.52","37.24","N/A","N/A","N/A","N/A","N/A","16.89","11.23","4.73","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","18.73","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","525.52","4908.78","1313.93","20666818","453.56","N/A","N/A","N/A","N/A","N/A","17.76","12.66","2.6","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 28","30","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","944.53","1069.02","997.21","14958.2","39.45","N/A","N/A","N/A","N/A","N/A","18.53","12.64","6","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 29","31","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1013.69","1133.37","1058.5","13760.55","40.85","N/A","N/A","N/A","N/A","N/A","18.37","13.13","6","GTY030 36C 7","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.53","664","1041","839.26","1780065","59.75","258","538","391.74","830886","49.89","485.6","2455.06","852.29","1807699","187.49","6.75","593.18","285.4","605330.13","133.45","N/A","N/A","N/A","GTY030 36C 7","ROIs","Object","1461","1969","1720.1","173730","127.41","1874","2516","2220.02","224222","163.9","0","N/A"
