
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","509.35","574","1538","782.62","3.35e+08","65.2","189","922","279.31","1.19e+08","54.22","460.52","4961.54","767.44","3.28e+08","147.11","8.28","5929.82","276.67","1.18e+08","185.15","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1251","3072","2012.59","40996475","209.96","1590","4028","2589.38","52745730","264.97","15","N/A"
"Mito 3","5","0.368","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","868.12","1292.93","1058.13","326962.59","87.95","N/A","N/A","N/A","N/A","N/A","12","32.53","1.07","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 6","8","0.295","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","878.86","1617.58","1170.28","290228.22","178.29","N/A","N/A","N/A","N/A","N/A","13.88","33.44","1.59","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 17","19","0.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","803.5","1815.06","1143.87","297406.25","210.99","N/A","N/A","N/A","N/A","N/A","16.05","30.64","2.29","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 26","28","5.43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","670.77","2096.15","1190.6","5433885.5","299.25","N/A","N/A","N/A","N/A","N/A","17.8","29.28","2.66","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 61","63","0.0274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","692.83","848.43","780.78","17957.91","41.28","N/A","N/A","N/A","N/A","N/A","17.97","28.81","4.92","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 62","64","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","791.35","869.97","839.92","14278.71","22.18","N/A","N/A","N/A","N/A","N/A","12.97","30.81","5.01","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 65","67","0.101","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","814.64","1018.1","921.33","78313.33","43.19","N/A","N/A","N/A","N/A","N/A","14.02","30.24","5.93","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 66","68","0.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","786.21","987.68","902.01","37884.29","48.6","N/A","N/A","N/A","N/A","N/A","13.55","30.13","5.79","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 67","69","0.0714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","829.95","972.14","912.38","54742.74","40.83","N/A","N/A","N/A","N/A","N/A","12.47","29.77","5.97","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 68","70","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","890.57","959.93","929.17","18583.4","20.83","N/A","N/A","N/A","N/A","N/A","13.67","31.08","5.9","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 72","74","0.0643","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","881.92","966.67","929.87","50213.2","22.58","N/A","N/A","N/A","N/A","N/A","17.42","28.95","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 73","75","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","810.71","871.89","839.05","8390.48","19.32","N/A","N/A","N/A","N/A","N/A","12.21","29.32","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 74","76","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","868.37","941.69","889.52","9784.74","24.16","N/A","N/A","N/A","N/A","N/A","13.32","30.31","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 75","77","7.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","538.28","2679.57","1173.92","7556518.5","322.84","N/A","N/A","N/A","N/A","N/A","12.15","30.72","3.19","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 76","78","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","819.22","902.89","888.86","10666.27","24.3","N/A","N/A","N/A","N/A","N/A","13.38","31.59","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.73","660","956","776.8","1125583","47.75","204","335","257.22","372710","24.2","541.99","943.74","757.8","1098049.88","92.34","130.84","401.73","237.21","343722.56","47.6","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1654","1919","1753.29","120977","65.45","2102","2509","2240.77","154613","89.16","0","N/A"
