
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","395.52","565","1336","764.47","2.54e+08","64.74","178","767","298.97","99310263","68.55","403.13","6002.9","766.59","2.55e+08","159.27","65.7","3953.64","299.75","99569088","194.54","N/A","N/A","N/A","GTY030 36C 5","ROIs","Object","1267","3494","1973.47","31216293","310.39","1580","4408","2611.62","41310592","399.65","12","N/A"
"Mito 10","12","0.984","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","609.74","1596.47","1001.9","827567.88","188.46","N/A","N/A","N/A","N/A","N/A","29.13","53.42","2.35","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 11","13","0.321","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","693.82","1248.96","977.27","263862.03","110.42","N/A","N/A","N/A","N/A","N/A","30.66","54.1","2.1","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","0.637","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","610.29","1295.51","919.45","491904.31","127.4","N/A","N/A","N/A","N/A","N/A","31.42","52.42","3.04","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 23","25","0.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","646.46","1277.47","889.54","127204.44","156.46","N/A","N/A","N/A","N/A","N/A","30.26","53.69","3.49","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 29","31","0.0191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","770.23","903","835.79","13372.69","37.33","N/A","N/A","N/A","N/A","N/A","32.5","54.12","5.96","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.0298","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","704.91","867.9","795.5","19887.4","42.37","N/A","N/A","N/A","N/A","N/A","36.64","50.7","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","696.26","832.66","750.71","9759.28","41.3","N/A","N/A","N/A","N/A","N/A","32.19","51.41","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","0.0167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","816.27","906.3","872.54","12215.52","25.53","N/A","N/A","N/A","N/A","N/A","31.55","51.59","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","836.89","946.48","892.86","18750.12","34.86","N/A","N/A","N/A","N/A","N/A","30.96","52.13","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","43.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","582.39","6002.9","1000.78","36544568","274.97","N/A","N/A","N/A","N/A","N/A","34.79","52.92","4.03","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 39","41","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","765.21","863.27","810.45","13777.59","24.92","N/A","N/A","N/A","N/A","N/A","32.51","53.41","5.96","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 40","42","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","797.5","922","871.27","8712.71","40.83","N/A","N/A","N/A","N/A","N/A","31.15","53.53","6","GTY030 36C 5","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","0.85","622","848","720.6","514506","37.19","212","368","272.66","194677","26.31","469.28","914.94","685.9","489729.72","91.13","89.2","374.13","228.1","162862.41","75.29","N/A","N/A","N/A","GTY030 36C 5","ROIs","Object","1550","2405","1854.56","63055","224.93","2066","3170","2479.53","84304","303.87","0","N/A"
