
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","282.05","444","1327","603.97","1.43e+08","53.84","197","568","290.08","68714639","25.34","272.98","10757.72","606.23","1.44e+08","172.32","107.4","3399.72","292.46","69278104","92.11","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1548","2854","2124.33","23962453","196.09","1907","3556","2665.29","30064469","246.15","9","N/A"
"Mito 16","18","0.0262","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","611.11","728.46","685.32","15076.96","33.4","N/A","N/A","N/A","N/A","N/A","43.03","2.26","1.83","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 27","29","2.14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","425.98","914.2","638.27","1148244.88","79.99","N/A","N/A","N/A","N/A","N/A","37.97","6.04","3.15","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 28","30","0.204","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","404.61","837.48","634.71","108535.05","79.16","N/A","N/A","N/A","N/A","N/A","40.96","7.88","2.77","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.0441","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","573.87","901.37","734.92","27192.13","83.41","N/A","N/A","N/A","N/A","N/A","39.2","6.02","2.51","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 43","45","2.03","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","406.71","974.1","646.12","1101637.75","80.73","N/A","N/A","N/A","N/A","N/A","43.49","4.19","2.44","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 47","49","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","595.71","731.39","664.26","7306.9","42.85","N/A","N/A","N/A","N/A","N/A","40.09","5.39","3.46","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 48","50","0.133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","471.27","790.98","618.41","69261.88","69.27","N/A","N/A","N/A","N/A","N/A","38.33","7.36","3.56","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 49","51","0.887","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","404.36","844.03","616.54","459320.22","77.73","N/A","N/A","N/A","N/A","N/A","39.77","8.31","2.67","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 53","55","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","527.05","975.63","735.95","8831.36","123.59","N/A","N/A","N/A","N/A","N/A","40.73","5.3","3.68","GTY030 25C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.53","488","739","608.85","779942","40.41","226","353","277.64","355661","18.89","405.97","822.91","605.44","775563.13","66.14","191.69","404.26","268.18","343533.41","35.24","N/A","N/A","N/A","GTY030 25C 8","ROIs","Object","1827","2137","1973.66","120393","74.15","2266","2639","2452.52","149604","94.14","0","N/A"
