
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","246.25","429","2354","625.79","1.29e+08","78.87","211","1209","366.76","75848982","91.62","246.4","23198.73","629.13","1.30e+08","346.65","3.73","10463.93","379.14","78408176","377.39","N/A","N/A","N/A","GTY030 25C 4","ROIs","Object","1438","3102","2099.58","20676660","217.95","1841","3904","2642.14","26019789","275","8","N/A"
"Mito 2","4","0.163","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","590.19","792.32","705.02","96587.16","49.03","N/A","N/A","N/A","N/A","N/A","46.42","6.8","0.863","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 3","5","2.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","389.65","1774.3","807.15","1578779.38","164.33","N/A","N/A","N/A","N/A","N/A","46.09","8.65","2.13","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 13","15","0.242","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","643.26","1121.98","833.34","169167.17","88.41","N/A","N/A","N/A","N/A","N/A","45.51","5.66","1.92","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","0.404","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","651.52","1230.96","916.14","310570.84","131.2","N/A","N/A","N/A","N/A","N/A","43.02","10.65","2.91","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 30","32","0.131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","465.72","937.03","687.14","75584.98","98.69","N/A","N/A","N/A","N/A","N/A","44.46","6.47","2.94","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.0774","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","555.55","875.55","706.7","45935.34","95.11","N/A","N/A","N/A","N/A","N/A","48.39","8.41","3.16","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.277","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","444.23","1151.92","892.27","207899.5","172.46","N/A","N/A","N/A","N/A","N/A","44.03","9.57","3.8","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 43","45","0.266","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","526.42","929.08","713.18","159039.09","79.26","N/A","N/A","N/A","N/A","N/A","45.32","7.76","4","GTY030 25C 4","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.53","504","742","615.81","788852","35.37","272","429","326.44","418168","22.73","432.91","903.85","638.77","818269.75","90.7","207.52","1470.75","341.86","437924.91","129.13","N/A","N/A","N/A","GTY030 25C 4","ROIs","Object","1952","2116","2029.11","123776","37.67","2438","2630","2536.02","154697","47.73","0","N/A"
