
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","351.52","573","1223","775.24","2.29e+08","76.15","177","702","268.34","79218469","45.83","453.06","2521.88","764.32","2.26e+08","146.93","13.95","5093.63","264.93","78210824","153.31","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1378","2799","1988.48","27954075","204.25","1756","3613","2569.19","36117682","262.11","12","N/A"
"Mito 4","6","0.0333","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","893.12","1088.81","1014.88","28416.56","45.82","N/A","N/A","N/A","N/A","N/A","5.39","46.66","0.836","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 9","11","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","950.61","1073.15","1004.73","15071.02","33.14","N/A","N/A","N/A","N/A","N/A","5.55","47.62","1.04","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 19","21","0.474","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","752.16","1887.72","1194.84","475547.28","229.37","N/A","N/A","N/A","N/A","N/A","7","42.35","2.07","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","3.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","633.52","2521.88","1305.05","4260976","355.31","N/A","N/A","N/A","N/A","N/A","7.08","46.15","3.27","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","0.0429","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","751.24","964.53","887.28","31942.03","59.12","N/A","N/A","N/A","N/A","N/A","8.8","46.1","2.55","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.342","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","759.14","1794.67","1104.67","317041.66","249.17","N/A","N/A","N/A","N/A","N/A","5.83","48.21","3.22","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 42","44","0.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","678.24","2068.84","1411.28","474190.31","383.12","N/A","N/A","N/A","N/A","N/A","7.1","48.32","3.06","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 59","61","0.0488","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","724.35","1019.33","840.39","34455.89","78.11","N/A","N/A","N/A","N/A","N/A","5.47","45.73","3.84","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 66","68","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","902.15","971.23","939.61","12214.9","22.07","N/A","N/A","N/A","N/A","N/A","6.78","45.25","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 67","69","0.0452","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","873.89","995.77","939.16","35688.27","36.35","N/A","N/A","N/A","N/A","N/A","6.66","45.81","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 68","70","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","921.64","971.78","956.71","14350.72","17.72","N/A","N/A","N/A","N/A","N/A","7.41","46.23","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 69","71","0.0262","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","879.14","961.81","912.75","20080.61","16.96","N/A","N/A","N/A","N/A","N/A","7.71","46.67","6","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.13","687","988","806.61","1439793","38.63","215","348","261.63","467006","19","571.64","1115.36","805.52","1437852.88","123.12","149.26","389.71","242.91","433591.53","45.84","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1756","2030","1903.14","161767","66.12","2228","2638","2437.99","207229","90.24","0","N/A"
