
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","250","454","1773","616.69","1.29e+08","68.66","237","2143","429.82","90243959","144.19","174.52","18983.11","607.38","1.28e+08","257.67","0.000001","20353.02","450.83","94655784","821.07","N/A","N/A","N/A","GTY030 25C 18","ROIs","Object","1458","2793","2000.85","20004535","220.4","1966","3885","2737.5","27369547","302.33","8","N/A"
"Mito 3","5","0.301","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","498.97","893.17","654.46","165579.61","71.91","N/A","N/A","N/A","N/A","N/A","21.17","59.9","1.13","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 19","21","0.375","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","608.88","1044.55","801.34","252421.86","89.08","N/A","N/A","N/A","N/A","N/A","19.91","56.86","1.21","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","0.338","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","575.69","1004.04","784.44","222781.8","97.76","N/A","N/A","N/A","N/A","N/A","23.11","59.2","1.63","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 21","23","0.108","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","541.61","1027.55","782.47","71204.48","125.91","N/A","N/A","N/A","N/A","N/A","22.23","59.99","1.2","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 29","31","0.426","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","518.74","1150.53","785.75","281300.19","122.25","N/A","N/A","N/A","N/A","N/A","19.13","58.91","2.03","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 45","47","2.35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","287.39","9910.34","902.48","1780601.75","782.86","N/A","N/A","N/A","N/A","N/A","22.36","55.81","1.53","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 65","67","0.345","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","343.67","1239.37","631.92","183255.91","170.38","N/A","N/A","N/A","N/A","N/A","20.27","57.05","3.97","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 73","75","0.762","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","314.68","988.26","601.31","384835.53","143.78","N/A","N/A","N/A","N/A","N/A","22.18","59.87","3.55","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.6","490","807","635.28","853819","52.81","315","483","384.64","516952","25.31","391.38","961.61","624.6","839462.44","95.04","121.98","700.08","290.98","391072.97","116.72","N/A","N/A","N/A","GTY030 25C 18","ROIs","Object","1859","1978","1922.8","123059","26.61","2504","2748","2626.11","168071","45.53","0","N/A"
