
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","311.96","422","1272","602.5","1.58e+08","53.13","227","2434","415.24","1.09e+08","144.5","192.09","13149.37","596.96","1.56e+08","186.28","0.000001","27724.7","438.71","1.15e+08","904.07","N/A","N/A","N/A","GTY030 25C 18","ROIs","Object","1399","3397","2056.52","25657111","286.47","1845","4478","2646.17","33013624","366.72","8","N/A"
"Mito 26","28","0.739","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","443.37","1167.12","760.28","472134.44","128.74","N/A","N/A","N/A","N/A","N/A","62.1","56.58","2.06","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.758","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","371.34","1558.84","850.81","541965.88","235.03","N/A","N/A","N/A","N/A","N/A","62.89","49.66","2.72","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 42","44","0.835","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","376.01","1552.86","811.56","568905.19","229.64","N/A","N/A","N/A","N/A","N/A","60.91","51.43","2.78","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 43","45","0.932","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","400.7","1349.29","812.82","636435.88","158.74","N/A","N/A","N/A","N/A","N/A","62.71","52.82","1.99","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 44","46","0.511","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","418.38","1056.78","692.99","297292.78","118.3","N/A","N/A","N/A","N/A","N/A","57.53","55.35","2.5","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 51","53","1.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","457.27","1210.95","755.92","797496.94","111.43","N/A","N/A","N/A","N/A","N/A","60.77","54.08","2.13","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 58","60","0.782","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","421.82","6611.02","893.53","587047.56","700.33","N/A","N/A","N/A","N/A","N/A","59.63","55.65","3.35","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 70","72","0.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","299.34","1100.13","691.13","98832.16","149.26","N/A","N/A","N/A","N/A","N/A","60.43","55.41","4.22","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.3","483","764","595.23","649987","42.72","253","454","355.75","388480","28.2","313.12","1038.17","577.78","630933.06","115.6","117.26","540.63","290.74","317483.28","94.4","N/A","N/A","N/A","GTY030 25C 18","ROIs","Object","1981","2176","2071.69","107728","45.25","2576","2847","2693.12","140042","64.77","0","N/A"
