
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","462.31","562","1111","755.73","2.93e+08","53.28","187","578","260.38","1.01e+08","32.83","470.87","2480.21","746.78","2.90e+08","111.67","60.67","3777.49","259.84","1.01e+08","117.57","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1151","2975","1939.43","35858200","227.5","1498","4000","2587.75","47844946","291.88","25","N/A"
"Mito 10","12","0.143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","756.21","1096.97","913.72","109646.41","96.45","N/A","N/A","N/A","N/A","N/A","39.7","44.51","1.82","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","1.55","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","668.98","1504.73","1009.39","1313214.63","133.5","N/A","N/A","N/A","N/A","N/A","37.39","43.4","1.76","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","1.96","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","583.34","2480.21","1179.8","1938414.5","359.6","N/A","N/A","N/A","N/A","N/A","35.74","43.52","2.57","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","0.0262","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","894.3","1105.15","1016.74","22368.28","68.11","N/A","N/A","N/A","N/A","N/A","40.42","48.47","2.29","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 40","42","0.111","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","692.14","934.78","803","74678.73","70.93","N/A","N/A","N/A","N/A","N/A","41.03","45.11","2.82","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 53","55","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","745.09","900.1","827.02","8270.19","44.55","N/A","N/A","N/A","N/A","N/A","36.52","43.78","3.42","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 58","60","0.0512","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","643.98","779.89","707.3","30413.84","32.21","N/A","N/A","N/A","N/A","N/A","38.68","48.88","3.97","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 68","70","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","790.6","876.12","831.25","10806.22","24.34","N/A","N/A","N/A","N/A","N/A","40.46","46.75","5.31","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 69","71","0.0167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","781.45","830.3","805.61","11278.52","18.48","N/A","N/A","N/A","N/A","N/A","42.1","48.24","5.49","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
