
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","292.43","441","797","592.93","1.46e+08","45.8","227","1615","419.14","1.03e+08","125.7","218.33","1851.94","584.49","1.44e+08","122.74","0.0706","16865.59","437","1.07e+08","600.1","N/A","N/A","N/A","GTY030 25C 18","ROIs","Object","1489","2829","2101.96","24582414","211.64","1854","3579","2667.46","31196002","265.37","12","N/A"
"Mito 10","12","0.0583","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","555.13","822.35","684.73","33551.6","62.99","N/A","N/A","N/A","N/A","N/A","18.2","39.14","0.839","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 11","13","0.169","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","485.6","851.07","705.09","100122.17","73.81","N/A","N/A","N/A","N/A","N/A","19.01","39.56","1.38","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 12","14","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","657.94","730.84","695.43","7649.77","24","N/A","N/A","N/A","N/A","N/A","18.9","43.52","0.682","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 13","15","0.125","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","589.26","826.2","687.57","72194.46","53.08","N/A","N/A","N/A","N/A","N/A","19.13","44","0.909","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","537.28","795.74","663.6","13271.92","56.52","N/A","N/A","N/A","N/A","N/A","18.03","43.31","0.87","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 24","26","1.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","486.74","1851.94","825.41","1213348","165.78","N/A","N/A","N/A","N/A","N/A","20.49","43.39","1.82","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 27","29","0.997","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","430.18","1534.8","776.18","649658.56","144.44","N/A","N/A","N/A","N/A","N/A","17.87","38.76","1.76","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","0.126","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","508.25","1047.16","824.53","87400.67","115.47","N/A","N/A","N/A","N/A","N/A","20.69","37.46","2.17","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","0.168","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","517.08","994.96","845.83","119262.38","81.29","N/A","N/A","N/A","N/A","N/A","19.11","43.01","2.11","GTY030 25C 18","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
