
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","366.42","574","1035","762.65","2.35e+08","49.72","185","557","268.15","82518121","30.87","462.47","1656.14","750.67","2.31e+08","105.61","32.39","4094.43","267.09","82194152","121.22","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1506","3352","2015.85","29540228","208.26","1898","4289","2576.87","37761386","267.68","11","N/A"
"Mito 1","3","0.0548","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","992.93","1133.42","1065.93","49032.95","35.61","N/A","N/A","N/A","N/A","N/A","8.82","20.03","1.2","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 2","4","0.0703","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","898.01","1062.49","998.01","58882.66","43.14","N/A","N/A","N/A","N/A","N/A","8.48","20.29","1.24","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 5","7","0.0298","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","874.35","1139.83","1007.79","25194.64","61.25","N/A","N/A","N/A","N/A","N/A","7.77","21.83","1.18","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 6","8","0.371","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","752.59","1612.93","1107.07","345404.34","173.93","N/A","N/A","N/A","N/A","N/A","8.79","23.66","2.18","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 12","14","0.0691","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","784.85","1065.15","913.3","52971.19","77.09","N/A","N/A","N/A","N/A","N/A","7.96","22.67","1.3","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","846.82","1238.15","1082.06","25969.44","105.96","N/A","N/A","N/A","N/A","N/A","9.68","23.74","2.19","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 31","33","0.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","731.66","1298.72","1052.81","158974.2","116.09","N/A","N/A","N/A","N/A","N/A","4.99","22.03","2.59","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 32","34","1.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","667.82","1650.81","1120.33","1397046.88","192.54","N/A","N/A","N/A","N/A","N/A","4.74","23.9","2.48","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 43","45","1.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","672.03","1656.14","1072.64","1141288.5","186.83","N/A","N/A","N/A","N/A","N/A","11","20.43","2.89","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
