
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","569.73","550","1028","733.25","3.51e+08","53.3","187","1520","333.61","1.60e+08","127.75","311.18","2311.01","727.73","3.48e+08","134.86","0.0658","16582.01","340.03","1.63e+08","453.9","N/A","N/A","N/A","GTY030 36C 8","ROIs","Object","1468","3122","2092.34","47673877","198.15","1841","3883","2605.46","59365428","245.78","9","N/A"
"Mito 2","4","0.264","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","787.9","1525.01","1136.77","252362.64","155.64","N/A","N/A","N/A","N/A","N/A","81.16","25.77","1.42","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 3","5","2.59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","618.86","2311.01","1214.46","2639024","258.91","N/A","N/A","N/A","N/A","N/A","80.92","30.42","1.83","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 4","6","0.102","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","862.91","1472.57","1192.66","102568.55","142.16","N/A","N/A","N/A","N/A","N/A","78.56","30.37","1.48","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 15","17","0.0464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","962.83","1399.08","1170.63","45654.66","98.41","N/A","N/A","N/A","N/A","N/A","78.29","28.49","1.54","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 21","23","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","964.24","1125.1","1048.59","10485.89","51.42","N/A","N/A","N/A","N/A","N/A","78.88","33.05","1.65","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 33","35","0.645","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","552.46","2298.19","1178.77","638895.06","285.18","N/A","N/A","N/A","N/A","N/A","79.44","25.1","3.19","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 34","36","4.19","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","460.41","1978.46","1115.33","3928178.5","250.67","N/A","N/A","N/A","N/A","N/A","78.14","30.12","2.76","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 45","47","2.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","599.96","2290.24","1239.09","3004802.75","291.24","N/A","N/A","N/A","N/A","N/A","80.95","27.14","2.64","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 48","50","0.123","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","728.69","1670.75","1085.03","111758.02","218.46","N/A","N/A","N/A","N/A","N/A","77.51","31.35","3.58","GTY030 36C 8","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","3.4","629","910","753.63","2152371","39.43","239","435","320.38","915009","36.76","489.22","1068.98","747.56","2135037.75","90.04","82.6","679.92","268.95","768116.38","99.2","N/A","N/A","N/A","GTY030 36C 8","ROIs","Object","2113","2254","2187.89","297553","26.56","2590","2813","2714.35","369151","42.8","0","N/A"
