
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","462.31","562","1111","755.73","2.93e+08","53.28","187","578","260.38","1.01e+08","32.83","470.87","2480.21","746.78","2.90e+08","111.67","60.67","3777.49","259.84","1.01e+08","117.57","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1151","2975","1939.43","35858200","227.5","1498","4000","2587.75","47844946","291.88","11","N/A"
"Mito 13","15","0.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","861.29","1306.82","1122.15","377041.38","92.54","N/A","N/A","N/A","N/A","N/A","37.44","43.48","1.62","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 14","16","0.0643","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","863.74","1122.6","1005.44","54293.91","63.37","N/A","N/A","N/A","N/A","N/A","38.17","43.94","1.71","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 15","17","0.0429","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1054","1222.3","1142.35","41124.59","40.63","N/A","N/A","N/A","N/A","N/A","39.53","46.82","1.41","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","0.123","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","773.33","1504.73","1065.23","109718.89","186.86","N/A","N/A","N/A","N/A","N/A","36.85","42.85","1.97","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 23","25","0.104","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","985.8","1353.88","1177.67","102457.05","90.14","N/A","N/A","N/A","N/A","N/A","38.74","46.77","1.56","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 26","28","1.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","724.84","2480.21","1293.9","1168389","361.91","N/A","N/A","N/A","N/A","N/A","35.73","43.52","2.57","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 27","29","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","952.81","1096.97","1043.97","11483.72","39.7","N/A","N/A","N/A","N/A","N/A","39.67","44.56","1.91","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 28","30","2.68","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","554.36","2142.28","1100.39","2479183","303.03","N/A","N/A","N/A","N/A","N/A","39.45","47.84","3.06","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 41","43","0.0524","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","902.88","1277.34","1036.48","45605.09","108.83","N/A","N/A","N/A","N/A","N/A","40.04","46.18","2.56","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 45","47","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","719.63","919.85","797.85","19148.32","60.64","N/A","N/A","N/A","N/A","N/A","41.02","45.11","2.84","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 46","48","0.524","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","700.43","2300.57","1203.54","529557.5","354.9","N/A","N/A","N/A","N/A","N/A","41.21","48.81","2.82","GTY030 36C 2","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","2.23","659","929","787.07","1471034","36.47","203","332","257.59","481436","19.58","575.19","1032.16","797.24","1490048.75","94.35","129.92","380.58","248.13","463751.78","39.45","N/A","N/A","N/A","GTY030 36C 2","ROIs","Object","1867","2119","2034.76","181094","55.96","2323","2685","2544.87","226493","83.89","0","N/A"
