
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","211.79","578","1105","755.87","1.34e+08","55.77","193","845","308.21","54821775","61.9","311.64","4508.52","760.34","1.35e+08","192.88","104.01","3767.77","318.36","56625976","227.89","N/A","N/A","N/A","GTY030 36C 6","ROIs","Object","1356","2972","1995","16897608","276.13","1766","3897","2622.16","22209681","360.19","8","N/A"
"Mito 4","6","4.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","439.86","2932.4","1091.75","3827691.5","334.28","N/A","N/A","N/A","N/A","N/A","51.53","33.74","2.49","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 20","22","1.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","373.06","2444.6","954.94","994090.13","307.64","N/A","N/A","N/A","N/A","N/A","48.5","31.12","3.11","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 23","25","1.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","485.57","1671.99","920.58","950039.63","213.26","N/A","N/A","N/A","N/A","N/A","51.24","32.34","3.76","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 25","27","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","599.21","784.95","714.84","8578.05","57.01","N/A","N/A","N/A","N/A","N/A","52.21","33.69","5.5","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","12.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","390.24","4508.52","1034.61","11204827","382.23","N/A","N/A","N/A","N/A","N/A","52.62","31.09","3.4","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 36","38","0.131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","706.54","1017.5","875.79","96336.93","67.89","N/A","N/A","N/A","N/A","N/A","51.71","32.32","5.98","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 37","39","0.0357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","581.11","846.92","753.68","22610.27","71.32","N/A","N/A","N/A","N/A","N/A","52.18","33.41","6","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","650.12","963.1","747.61","13457.02","96.85","N/A","N/A","N/A","N/A","N/A","52.11","34.04","6","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","0.75","646","918","745.74","469818","36.88","238","350","291.16","183428","21.71","470.98","1111.23","730.29","460082.91","120.64","144.81","316.33","227.03","143031.94","44.99","N/A","N/A","N/A","GTY030 36C 6","ROIs","Object","1603","1863","1695.87","50876","68.86","2060","2427","2209.17","66275","90.65","0","N/A"
