
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","449.11","569","2455","762.09","2.87e+08","58","185","553","269.65","1.02e+08","34.27","407.96","25561.68","758.29","2.86e+08","208.38","70.24","4500.81","269.76","1.02e+08","134.24","N/A","N/A","N/A","GTY030 36C","ROIs","Object","1496","2911","2041.12","36660491","206.73","1908","3734","2615.58","46978480","262.91","56","N/A"
"Mito 4","6","0.0726","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","748.57","1005.26","899.87","54892.17","80.98","N/A","N/A","N/A","N/A","N/A","15.09","13.52","1.53","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 7","9","0.625","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","638.49","1439.31","904.87","475057.34","155.97","N/A","N/A","N/A","N/A","N/A","17.36","16.2","2.14","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 8","10","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","755.06","831.57","790.72","11860.84","20.47","N/A","N/A","N/A","N/A","N/A","15.27","17.64","1.16","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 12","14","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","788.9","830.31","808.19","10506.52","13.09","N/A","N/A","N/A","N/A","N/A","15.31","13.23","1.2","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 14","16","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","792.21","888.77","857.81","9435.91","28.62","N/A","N/A","N/A","N/A","N/A","12.97","14.13","1.34","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 18","20","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","739.59","841.83","783.27","14098.95","31.49","N/A","N/A","N/A","N/A","N/A","17.97","18.87","1.52","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 35","37","0.0822","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","722.44","917.64","819.44","56541.46","42.32","N/A","N/A","N/A","N/A","N/A","14.24","17.68","1.81","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 38","40","1.43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","677.75","1595.08","968.1","1161724.38","155.97","N/A","N/A","N/A","N/A","N/A","15.96","18.48","1.78","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 63","65","0.0405","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","682.48","830.29","760.07","25842.3","45.91","N/A","N/A","N/A","N/A","N/A","19.35","11.26","1.96","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 65","67","0.573","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","598.38","1308.95","938.16","451254.88","147.44","N/A","N/A","N/A","N/A","N/A","15.91","13.4","2.3","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 66","68","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","715.3","785.36","756.39","7563.9","23.47","N/A","N/A","N/A","N/A","N/A","17.73","12.88","2.04","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 96","98","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","624.02","865.12","746.8","8214.78","69.23","N/A","N/A","N/A","N/A","N/A","17.46","12.47","2.1","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 98","100","0.0738","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","636.48","1068.92","842.66","52245.02","109.37","N/A","N/A","N/A","N/A","N/A","15.6","14.97","2.44","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 99","101","1.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","593.55","1425.39","865.02","881456.25","154.26","N/A","N/A","N/A","N/A","N/A","14.37","18.37","3.26","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 118","120","0.0381","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","684.15","821.35","759.28","24296.9","38.43","N/A","N/A","N/A","N/A","N/A","18.22","16.35","2.64","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 119","121","0.0321","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","741.02","902.78","803.61","21697.54","44.78","N/A","N/A","N/A","N/A","N/A","18.72","16.59","2.33","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 160","162","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","660.46","831.12","732.66","8059.25","53.15","N/A","N/A","N/A","N/A","N/A","19.74","14.08","3.74","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 161","163","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","699.75","786.02","751.08","15772.6","21.92","N/A","N/A","N/A","N/A","N/A","19.67","16.47","3.87","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 162","164","0.0214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","645.42","805.11","726.24","13072.39","46.1","N/A","N/A","N/A","N/A","N/A","19.25","18.21","3.53","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 180","182","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","731.27","790.74","768.86","7688.63","16.52","N/A","N/A","N/A","N/A","N/A","18.86","11.92","4.68","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 191","193","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","733.28","793.41","770.56","8476.12","16.95","N/A","N/A","N/A","N/A","N/A","20.3","17.27","4.91","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 205","207","0.0857","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","732.04","996.67","808.4","58204.86","47.52","N/A","N/A","N/A","N/A","N/A","20.19","12.28","5.88","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 208","210","0.0857","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","796.84","992.12","887.8","63921.29","48.94","N/A","N/A","N/A","N/A","N/A","21.07","17.35","5.87","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 209","211","0.0548","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","789.01","947.58","843.84","38816.59","30.73","N/A","N/A","N/A","N/A","N/A","14.39","17.89","5.88","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 210","212","0.0226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","781.65","917.44","836.78","15898.88","35.49","N/A","N/A","N/A","N/A","N/A","15.89","18.22","5.57","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 211","213","0.261","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","702.32","973.05","843.72","184775.69","53.76","N/A","N/A","N/A","N/A","N/A","17.98","19.87","5.83","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 232","234","0.111","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","804.95","985.28","909.46","84579.57","43.32","N/A","N/A","N/A","N/A","N/A","17.35","14.8","5.96","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 235","237","0.113","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","760.88","973.25","845.52","80324.13","47.41","N/A","N/A","N/A","N/A","N/A","17.93","15.28","5.94","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 236","238","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","781","907.3","835.33","14200.69","33.86","N/A","N/A","N/A","N/A","N/A","21.58","16.95","5.86","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 238","240","0.0226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","777.63","930.73","829.91","15768.22","38.22","N/A","N/A","N/A","N/A","N/A","20.62","17.71","5.87","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 239","241","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","775.81","852.02","809.49","16999.36","19.05","N/A","N/A","N/A","N/A","N/A","21.74","18.5","5.89","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 241","243","35.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","440.71","25561.68","935.37","27828142","524.67","N/A","N/A","N/A","N/A","N/A","19.1","16.02","3.81","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 297","299","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","765.18","864.74","805.86","9670.35","31.28","N/A","N/A","N/A","N/A","N/A","20.83","11.54","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 299","301","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","769.9","915.38","836.12","20066.99","34.14","N/A","N/A","N/A","N/A","N/A","20.8","12.11","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 301","303","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","770.67","901.71","832.94","10828.26","42.95","N/A","N/A","N/A","N/A","N/A","21.15","12.5","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 308","310","0.0381","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","794.65","981.89","861.48","27567.39","52.94","N/A","N/A","N/A","N/A","N/A","16.79","13.27","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 312","314","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","885.59","991.22","942.59","10368.5","34.27","N/A","N/A","N/A","N/A","N/A","16.23","13.55","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 313","315","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","884.17","936.72","912.66","10951.96","17.61","N/A","N/A","N/A","N/A","N/A","17.25","13.7","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 315","317","0.031","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","776.07","914.69","847.04","22023.12","37.82","N/A","N/A","N/A","N/A","N/A","21.1","13.86","5.9","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 318","320","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","822.92","885.24","855.36","8553.61","19.9","N/A","N/A","N/A","N/A","N/A","15.3","14.33","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 322","324","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","805.78","903.68","860.13","11181.74","27.63","N/A","N/A","N/A","N/A","N/A","20.85","14.85","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 323","325","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","880.67","913.16","900.15","9901.64","9.16","N/A","N/A","N/A","N/A","N/A","16.84","15","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 332","334","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","829.53","919.49","870.44","9574.83","23.7","N/A","N/A","N/A","N/A","N/A","15.64","16.02","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 333","335","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","777.16","930.86","881.97","21167.38","45.46","N/A","N/A","N/A","N/A","N/A","16.25","16.15","5.94","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 334","336","0.0274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","840.7","1007.67","908.14","20887.3","43.09","N/A","N/A","N/A","N/A","N/A","15.28","16.47","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 335","337","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","834.31","960.89","908.52","10902.25","41.4","N/A","N/A","N/A","N/A","N/A","16","16.58","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 337","339","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","791.02","928.84","861.2","20668.78","35.54","N/A","N/A","N/A","N/A","N/A","14.68","16.96","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 339","341","2.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","682.66","1384.2","891.47","1514612.38","122.85","N/A","N/A","N/A","N/A","N/A","16.26","17.34","3.64","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 340","342","0.0238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","827.52","988.68","906.87","18137.34","45.12","N/A","N/A","N/A","N/A","N/A","16.31","17.08","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 343","345","0.0595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","748.49","941.31","863.82","43191.09","49.09","N/A","N/A","N/A","N/A","N/A","22.34","17.54","5.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 345","347","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","783.73","895.3","832.5","17482.59","26.53","N/A","N/A","N/A","N/A","N/A","21.9","17.55","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 347","349","0.0548","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","706.94","923.59","827.95","38085.63","52.14","N/A","N/A","N/A","N/A","N/A","21.65","17.95","5.93","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 349","351","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","776.74","852.61","807.46","8074.65","21.94","N/A","N/A","N/A","N/A","N/A","15.07","17.83","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 350","352","0.0179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","812.48","888.32","847.37","12710.5","22.5","N/A","N/A","N/A","N/A","N/A","15.53","18.05","6","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 351","353","0.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","784.05","889.64","837.69","35182.78","24.28","N/A","N/A","N/A","N/A","N/A","21.34","18.92","5.99","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 355","357","0.0524","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","759.17","867.55","800.09","35204.03","27.76","N/A","N/A","N/A","N/A","N/A","20.2","20.08","5.81","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","0.075","680","875","764.41","48158","38.31","213","297","260.21","16393","19.5","602.57","911.79","752.55","47410.8","73.92","177.18","303.8","253.43","15965.82","27.98","N/A","N/A","N/A","GTY030 36C","ROIs","Object","1763","1921","1838.33","5515","64.71","2253","2502","2362.33","7087","103.89","0","N/A"
