
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","305.41","566","1159","769.89","1.97e+08","58.55","185","387","254.63","65311246","19.96","483.49","4285.75","770.48","1.98e+08","116.35","117.93","1202.04","254.96","65394720","50.01","N/A","N/A","N/A","GTY030 36C","ROIs","Object","1163","3357","2043.72","24961973","268.56","1466","4306","2592.66","31666749","338.69","53","N/A"
"Mito 10","12","2.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","592.5","1341.65","939.17","1792866.38","120.52","N/A","N/A","N/A","N/A","N/A","52.1","54.83","1.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 27","29","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","890.24","941.2","915.1","10066.08","15.98","N/A","N/A","N/A","N/A","N/A","51.67","55.22","1.2","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 59","61","2.98","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","613.52","1566.43","993.33","2489273.25","167.74","N/A","N/A","N/A","N/A","N/A","47.24","53.65","2.09","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 92","94","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","731.56","811.34","775.2","7752.05","19.89","N/A","N/A","N/A","N/A","N/A","50.37","55.41","1.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 93","95","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","872.58","981.49","922.42","15681.15","32.44","N/A","N/A","N/A","N/A","N/A","54.94","55.64","1.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 109","111","0.0905","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","597.97","1054","871.73","66251.61","122.56","N/A","N/A","N/A","N/A","N/A","53.79","57.43","2.81","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 110","112","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","766.88","848.89","791.98","8711.81","22.53","N/A","N/A","N/A","N/A","N/A","50.62","57.66","2.24","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 111","113","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","737.55","884.48","799.94","8799.39","43.25","N/A","N/A","N/A","N/A","N/A","54.82","57.71","2.26","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 130","132","0.0333","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","770.26","900.73","864.79","24214.02","34.21","N/A","N/A","N/A","N/A","N/A","51.84","53.96","2.53","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 131","133","0.0119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","985.52","1117.09","1026.59","10265.87","39.77","N/A","N/A","N/A","N/A","N/A","53.81","55.32","2.4","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 140","142","0.0167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","862.54","978.01","912.5","12774.96","32.28","N/A","N/A","N/A","N/A","N/A","52.38","54.58","2.85","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 141","143","0.0738","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","690.36","980.42","780.5","48390.69","54.21","N/A","N/A","N/A","N/A","N/A","52.84","54.82","3.17","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 149","151","0.0131","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","835.6","931.28","881.44","9695.84","32.11","N/A","N/A","N/A","N/A","N/A","53.88","56.04","3.08","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 166","168","0.0429","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","642.8","992.07","797.84","28722.24","95.1","N/A","N/A","N/A","N/A","N/A","47.63","53.81","3.83","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 167","169","0.031","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","753.76","946.34","875.81","22771.15","58.2","N/A","N/A","N/A","N/A","N/A","53.67","55.48","3.77","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 178","180","0.0155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","588.65","723.55","657.85","8552.09","36.28","N/A","N/A","N/A","N/A","N/A","52.43","57.83","4.34","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 183","185","1.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","669.01","1413.61","934.15","1038777.88","141.2","N/A","N/A","N/A","N/A","N/A","48.49","55.83","2.44","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 193","195","0.025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","699.7","798.4","748.9","15726.87","27.16","N/A","N/A","N/A","N/A","N/A","47.01","53.43","4.96","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 194","196","0.0321","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","699.82","842.52","753.19","20336.01","43.36","N/A","N/A","N/A","N/A","N/A","51.42","56.3","4.92","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 195","197","0.031","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","703.4","866.21","806.42","20966.89","41.49","N/A","N/A","N/A","N/A","N/A","52.95","56.45","4.98","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 196","198","0.0488","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","810.64","925.92","871.41","35727.77","29.21","N/A","N/A","N/A","N/A","N/A","53.71","56.5","5.11","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 197","199","5.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","657.93","2139.77","1009.94","4990108.5","141.76","N/A","N/A","N/A","N/A","N/A","52.59","56.84","2.05","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 200","202","0.0774","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","793.65","917.22","865.99","56289.29","29.15","N/A","N/A","N/A","N/A","N/A","52.62","56.25","5.45","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 201","203","0.0286","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","797.78","945.05","882.68","21184.35","43.15","N/A","N/A","N/A","N/A","N/A","53.59","57.04","5.26","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 202","204","0.235","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","700.79","1075.34","881.27","173609.63","87.23","N/A","N/A","N/A","N/A","N/A","51.04","57.06","5.74","GTY030 36C","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
