
"Name","ID","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, double mCherry 610))","Max (mCherry double (DCI: 60 its, double mCherry 610))","Mean (mCherry double (DCI: 60 its, double mCherry 610))","Sum (mCherry double (DCI: 60 its, double mCherry 610))","Standard Deviation (mCherry double (DCI: 60 its, double mCherry 610))","Centroid X (µm)","Centroid Y (µm)","Centroid Z (µm)","Item Name","Population","Type","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment ROIs ID"
"ROIs 1","1","330.29","559","1264","733.49","2.03e+08","52.38","185","442","252.12","69936031","22.48","299.69","5525","732.37","2.03e+08","155.96","157.46","1535.97","252.29","69982432","57.18","N/A","N/A","N/A","GTY030 36C 6","ROIs","Object","1442","2870","2025.08","26749340","193.99","1866","3721","2638.09","34846581","249.45","8","N/A"
"Mito 1","3","1.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","601.22","2046.16","1143.23","1001468.63","249.33","N/A","N/A","N/A","N/A","N/A","13.68","50.19","2.39","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 5","7","0.0512","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","656.21","1307.34","973.76","41871.55","123.88","N/A","N/A","N/A","N/A","N/A","8.82","46.66","1.65","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 6","8","0.0488","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","709.84","1189.34","897.6","36801.63","112.29","N/A","N/A","N/A","N/A","N/A","9.3","47.03","1.57","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 7","9","0.505","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","567.52","2120.27","1268.88","538006.75","294.5","N/A","N/A","N/A","N/A","N/A","13.24","47.64","2.28","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 11","13","0.895","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","516.93","1868.53","1078.38","810943.81","250.98","N/A","N/A","N/A","N/A","N/A","7.7","46.96","2.75","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 15","17","0.299","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","581.55","1580.04","1034.98","259778.95","217.11","N/A","N/A","N/A","N/A","N/A","9.7","47.14","3.09","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 16","18","2.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","545.05","4949.76","1150.8","2337265.5","365.75","N/A","N/A","N/A","N/A","N/A","10.87","48.36","2.96","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"Mito 19","21","0.266","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","597.85","1753.91","1036.35","231106.59","261.44","N/A","N/A","N/A","N/A","N/A","9.5","46.04","3.08","GTY030 36C 6","Mito","Object","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1"
"ROIs 2","2","1.25","649","861","747.35","784715","34.9","197","310","250.34","262858","17.24","510.21","1164.45","766.68","805018.25","111.12","199.34","325.47","246.76","259094.03","25.63","N/A","N/A","N/A","GTY030 36C 6","ROIs","Object","1886","2191","2060.68","103034","77.32","2466","2832","2681.28","134064","92.21","0","N/A"
