filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))",Min (roGFP 470 (Red)),Max (roGFP 470 (Red)),Mean (roGFP 470 (Red)),Sum (roGFP 470 (Red)),Standard Deviation (roGFP 470 (Red)),Min (roGFP 470 (Green)),Max (roGFP 470 (Green)),Mean (roGFP 470 (Green)),Sum (roGFP 470 (Green)),Standard Deviation (roGFP 470 (Green)),Min (roGFP 470 (Blue)),Max (roGFP 470 (Blue)),Mean (roGFP 470 (Blue)),Sum (roGFP 470 (Blue)),Standard Deviation (roGFP 470 (Blue))
PSY106 clump 25C 9 01 m-25.csv,Mito 16,17,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.41,1538.06,947.26,154403.69,262.54,20.44,39.62,2.35,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-25.csv,Mito 33,34,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.89,908.74,742.96,43834.54,81.1,24.05,38.95,2.64,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,ROIs 1,1,359.24,426,1786,627.24,189000000,71.28,210,1737,376.47,114000000,112.41,239.34,13619.22,631.32,190000000,232.15,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,25362.33,389.11,117000000,689.98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 3,4,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.12,1313.01,972.49,160461.38,120.2,16.87,35.54,2.11,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 4,5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.36,6087.02,902.61,982039.25,388.18,16.85,37.53,2.27,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 5,6,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.84,3659.04,863.1,1557026.75,306.56,22.58,38.35,2.37,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 6,7,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.17,1932.49,880.17,260528.84,241.29,19.87,37.56,2.13,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 12,13,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.36,1708.49,899.29,176260.59,255.5,18.41,36.73,2.49,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 13,14,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.97,1716.22,845.59,87941.07,281.15,24.26,37.32,2.38,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 14,15,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.6,1069.49,799.93,55995.23,130.43,15.41,37.63,2.42,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-35.csv,Mito 15,16,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.81,1538.06,928.69,169950.72,267.1,20.45,39.61,2.36,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,ROIs 1,1,359.24,426,1786,627.24,189000000,71.28,210,1737,376.47,114000000,112.41,239.34,13619.22,631.32,190000000,232.15,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,25362.33,389.11,117000000,689.98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 4,5,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.46,1313.01,956.83,193279.2,126.84,16.87,35.54,2.11,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 5,6,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.22,6087.02,891.81,1187887.25,371.87,16.84,37.53,2.28,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 6,7,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.89,3659.04,851.79,1977004.63,293.56,22.61,38.39,2.4,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 7,8,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.17,1932.49,901.76,336354.94,249.48,19.89,37.56,2.18,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 12,13,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.36,1708.49,877.87,208055.55,253.82,18.42,36.74,2.52,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 13,14,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.97,1716.22,861.89,112907.34,308.08,24.27,37.32,2.36,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 14,15,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.92,1069.49,792.68,68170.78,134.06,15.42,37.63,2.43,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 01 m-50.csv,Mito 15,16,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.9,1538.06,904.3,197138.41,270.97,20.45,39.61,2.38,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,ROIs 1,1,314.16,427,881,611.67,161000000,51.17,211,1576,353.06,93152834,96.61,293.11,2843.62,616.76,163000000,138.76,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,20367.89,366.66,96741704,566.07,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 1,2,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.96,1224.54,895.16,340159.22,114.46,9.67,57,1.99,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 2,3,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.74,1166.12,802.84,124440.72,128.84,16.44,58.37,2.06,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 3,4,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.13,1253.98,890.74,211995.02,117.93,14.3,59.94,1.96,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 8,9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.21,1495.24,845.34,784474.63,189.38,15.19,55.82,2.17,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 9,10,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.98,1622.44,851.04,543816.63,188.27,11.55,56.89,2.17,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-25.csv,Mito 34,35,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.27,1390.62,967.78,142263.75,163.5,12.61,59.04,2.36,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,ROIs 1,1,314.16,427,881,611.67,161000000,51.17,211,1576,353.06,93152834,96.61,293.11,2843.62,616.76,163000000,138.76,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,20367.89,366.66,96741704,566.07,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 1,2,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.96,1265.83,891.55,383364.44,118.19,9.68,57,2,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 2,3,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620.88,1253.98,875.32,258220.39,120.17,14.3,59.94,1.96,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 7,8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.77,1575.18,841.23,915254.88,196.04,15.2,55.82,2.19,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 8,9,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.98,1622.44,842.48,617540.81,187.26,11.55,56.9,2.18,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 9,10,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.74,1166.12,805.11,142504.63,130.74,16.43,58.37,2.05,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 16,17,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.6,1011.25,776.01,18624.19,130.63,12.04,58.18,2.28,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-35.csv,Mito 30,31,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.27,1390.62,964.22,163917.05,162.84,12.62,59.03,2.36,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,ROIs 1,1,314.16,427,881,611.67,161000000,51.17,211,1576,353.06,93152834,96.61,293.11,2843.62,616.76,163000000,138.76,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,20367.89,366.66,96741704,566.07,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,Mito 1,2,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.75,1441.13,881.08,494283.31,130.49,9.7,57.01,2.04,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,Mito 2,3,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.52,1166.12,804.13,178517.02,138.9,16.44,58.37,2.04,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,Mito 3,4,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620.88,1253.98,855.87,344914.69,124.72,14.3,59.94,1.99,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,Mito 8,9,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.11,1575.18,833.89,1142424.63,195.2,15.23,55.85,2.19,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 02 m-50.csv,Mito 16,17,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.6,2379.55,861.55,1056266.38,206.26,11.8,57.34,2.23,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-25.csv,ROIs 1,1,306.88,443,1224,609.1,157000000,52.46,210,1354,357.74,92200719,93.86,284.84,8945.39,612.46,158000000,152.83,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1.08,20752.14,371.13,95652144,630.18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-25.csv,Mito 11,12,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.75,8945.39,1108.06,685886.63,926.9,46.32,31.07,2.37,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-25.csv,Mito 12,13,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.04,1735.59,903.83,819774.63,219.58,52.22,32.24,2.41,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-25.csv,Mito 47,48,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.39,1744.54,780.73,881445.88,164.19,49.76,33.02,2.77,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-35.csv,ROIs 1,1,306.88,443,1224,609.1,157000000,52.46,210,1354,357.74,92200719,93.86,284.84,8945.39,612.46,158000000,152.83,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1.08,20752.14,371.13,95652144,630.18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-35.csv,Mito 11,12,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.75,8945.39,1091.45,790209.38,874.61,46.33,31.05,2.36,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-35.csv,Mito 29,30,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.04,1735.59,906.44,908255.19,219.85,52.24,32.24,2.41,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-35.csv,Mito 47,48,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.39,1998.45,778.78,980488.56,171.22,49.76,33.04,2.76,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-50.csv,ROIs 1,1,306.88,443,1224,609.1,157000000,52.46,210,1354,357.74,92200719,93.86,284.84,8945.39,612.46,158000000,152.83,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1.08,20752.14,371.13,95652144,630.18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-50.csv,Mito 11,12,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.73,8945.39,1065.8,1026363.5,781.13,46.34,31.04,2.37,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-50.csv,Mito 26,27,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.03,1735.59,900.53,1060821.75,215.94,52.26,32.25,2.42,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 03 m-50.csv,Mito 37,38,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.94,1998.45,766.84,1219273.63,174.39,49.85,33.17,2.77,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,ROIs 1,1,327.36,443,1135,648.59,178000000,62.76,215,1632,354.75,97532540,87.9,147.93,7179.84,655.79,180000000,205.58,NA,NA,NA,PSY106 clump 25C 9,ROIs,Object,1e-6,30561.14,368.7,101000000,598.97,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 25,26,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.25,2729.03,941.71,512289.94,387.37,76.97,13.54,2.95,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 28,29,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.62,1474.88,858.91,74724.81,233.09,74.71,15.82,3.02,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 30,31,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.77,4525.35,1294.76,230466.88,516.74,75.18,17.72,2.66,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 31,32,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.1,1592.51,842.53,73299.71,245.05,72.57,18.15,2.65,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 32,33,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.61,3027.58,944.04,1130014.75,310.26,72.71,18.47,3.01,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 9 04 m-25.csv,Mito 37,38,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.64,1992.77,814.08,282485.19,287.19,79.24,16.07,2.96,PSY106 clump 25C 9,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
