Time [s],Index,X Coord [µm],Y Coord [µm],Z Coord [µm],Ti ZDrive [µm],NIDAQ Piezo Z (name: Piezo Z) [µm],PFS Offset,Camera Temperature [°C],Exposure Time [ms],PFS Status
143.3811,3263,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.4246,3264,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.4681,3265,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.5116,3266,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.5551,3267,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.5986,3268,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.6421,3269,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.6856,3270,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.7291,3271,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.7726,3272,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.8161,3273,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.8596,3274,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.9031,3275,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.9465,3276,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
143.99,3277,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.0335,3278,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.077,3279,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.1205,3280,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.2006,3281,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.2441,3282,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.2876,3283,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.3311,3284,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.3746,3285,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.4181,3286,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.4616,3287,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.5051,3288,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.5486,3289,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.5921,3290,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.6356,3291,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.679,3292,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.7225,3293,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.766,3294,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.8095,3295,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.853,3296,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.8965,3297,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.94,3298,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
144.9835,3299,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.027,3300,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.0705,3301,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.114,3302,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.1575,3303,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.201,3304,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.2445,3305,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.288,3306,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.3315,3307,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.375,3308,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.4185,3309,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.462,3310,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.5055,3311,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.5489,3312,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.5924,3313,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.6359,3314,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.6794,3315,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.7229,3316,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.7664,3317,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.8099,3318,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.8534,3319,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.8969,3320,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.9404,3321,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
145.9839,3322,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.0274,3323,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.0709,3324,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.1144,3325,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.1579,3326,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.2014,3327,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.2449,3328,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.2884,3329,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.3319,3330,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.3754,3331,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.4188,3332,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.4623,3333,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.5058,3334,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.5493,3335,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.5928,3336,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.6363,3337,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.6798,3338,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.7233,3339,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.7668,3340,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.8103,3341,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.8538,3342,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.8973,3343,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.9408,3344,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
146.9843,3345,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.0278,3346,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.0713,3347,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.1148,3348,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.1583,3349,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.2018,3350,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.2453,3351,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.2888,3352,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.3322,3353,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.3757,3354,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.4192,3355,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.4627,3356,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.5062,3357,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.5497,3358,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.5932,3359,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.6367,3360,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.7167,3361,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.7602,3362,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.8036,3363,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.8471,3364,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.8906,3365,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.9341,3366,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
147.9776,3367,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.0211,3368,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.0646,3369,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.1081,3370,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.1516,3371,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.1951,3372,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.2386,3373,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.2821,3374,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.3256,3375,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.3691,3376,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.4126,3377,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.4561,3378,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.4996,3379,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.5431,3380,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.5866,3381,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.6301,3382,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.6735,3383,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.717,3384,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.7605,3385,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.804,3386,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.8475,3387,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.891,3388,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.9345,3389,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
148.978,3390,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
149.0215,3391,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
149.065,3392,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.1085,3393,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.152,3394,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.1955,3395,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.239,3396,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.2825,3397,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.326,3398,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.3695,3399,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.413,3400,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.4565,3401,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.5,3402,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.5434,3403,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.5869,3404,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.6304,3405,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.6739,3406,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.7174,3407,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.7609,3408,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.8044,3409,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.8479,3410,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.8914,3411,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.9349,3412,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
149.9784,3413,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
150.0219,3414,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
150.0654,3415,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.1089,3416,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.1524,3417,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.1959,3418,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.2394,3419,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.2829,3420,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.3264,3421,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.3699,3422,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.4134,3423,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.4568,3424,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.5003,3425,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.5438,3426,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.5873,3427,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.6308,3428,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.6743,3429,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.7178,3430,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.7613,3431,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.8048,3432,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.8483,3433,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.8918,3434,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.9353,3435,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
150.9788,3436,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
151.0223,3437,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
151.0658,3438,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.1093,3439,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.1528,3440,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.2328,3441,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.2763,3442,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.3198,3443,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.3633,3444,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.4068,3445,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.4503,3446,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.4938,3447,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.5373,3448,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.5808,3449,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.6243,3450,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.6678,3451,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.7113,3452,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.7548,3453,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.7983,3454,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.8418,3455,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.8853,3456,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.9288,3457,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
151.9723,3458,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
152.0158,3459,6917.8,-177.2,2757.8,2807.8,50,8159,-70,20,1
152.0593,3460,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.1027,3461,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.1462,3462,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.1897,3463,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.2332,3464,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.2767,3465,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.3202,3466,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.3637,3467,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.4072,3468,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.4507,3469,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.4942,3470,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.5377,3471,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.5812,3472,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.6247,3473,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.6682,3474,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.7117,3475,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.7552,3476,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.7987,3477,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.8422,3478,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.8857,3479,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.9292,3480,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
152.9726,3481,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
153.0161,3482,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
153.0596,3483,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.1031,3484,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.1466,3485,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.1901,3486,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.2336,3487,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.2771,3488,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.3206,3489,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.3641,3490,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.4076,3491,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.4511,3492,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.4946,3493,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.5381,3494,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.5816,3495,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.6251,3496,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.6686,3497,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.7121,3498,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.7556,3499,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.7991,3500,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.8425,3501,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.886,3502,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.9295,3503,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
153.973,3504,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.0165,3505,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.06,3506,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.1035,3507,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.147,3508,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.1905,3509,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.234,3510,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.2775,3511,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.321,3512,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.3645,3513,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.408,3514,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.4515,3515,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.495,3516,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.5385,3517,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.582,3518,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.6255,3519,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.669,3520,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.751,3521,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.7945,3522,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.838,3523,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.8815,3524,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.925,3525,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
154.9685,3526,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.012,3527,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.0555,3528,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.099,3529,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.1425,3530,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.186,3531,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.2295,3532,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.273,3533,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.3165,3534,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.36,3535,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.4035,3536,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.447,3537,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.4905,3538,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.5339,3539,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.5774,3540,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.6209,3541,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.6644,3542,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.7079,3543,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.7514,3544,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.7949,3545,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.8384,3546,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.8819,3547,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.9254,3548,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
155.9689,3549,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.0124,3550,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.0559,3551,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.0994,3552,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.1429,3553,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.1864,3554,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.2299,3555,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.2734,3556,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.3169,3557,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.3604,3558,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.4039,3559,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.4473,3560,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.4908,3561,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.5343,3562,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.5778,3563,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.6213,3564,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.6648,3565,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.7083,3566,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.7518,3567,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.7953,3568,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.8388,3569,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.8823,3570,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.9258,3571,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
156.9693,3572,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
157.0128,3573,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
157.0563,3574,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
157.0998,3575,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.1433,3576,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.1868,3577,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.2303,3578,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.2738,3579,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.3172,3580,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.3607,3581,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.4042,3582,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.4477,3583,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.4912,3584,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.5347,3585,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.5782,3586,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.6217,3587,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.6652,3588,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.7087,3589,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.7522,3590,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.7957,3591,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.8392,3592,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.8827,3593,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.9262,3594,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
157.9697,3595,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
158.0132,3596,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
158.0567,3597,6917.8,-177.2,2757.775,2807.775,50,8159,-70,20,1
158.1002,3598,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.1437,3599,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.1871,3600,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.2671,3601,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.3106,3602,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.3541,3603,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.3976,3604,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.4411,3605,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.4846,3606,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.5281,3607,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.5716,3608,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.615,3609,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
158.6585,3610,6917.8,-177.2,2757.75,2807.75,50,8159,-70,20,1
